run_id,zone_a,zone_b,bound,f_ab,phi_lo,phi_hi,at_bound
1,1,2,0.0,0.0,0.0,0.0,upper
1,1,3,0.0,0.0,34087.40298971257,0.0,upper
1,2,3,0.0,0.0,34087.40298971257,0.0,upper
2,1,2,0.0,0.0,0.0,0.0,upper
2,1,3,0.0,0.0,59329.06935292875,25241.666363216165,upper
2,2,3,0.0,0.0,34087.40298971259,0.0,upper
3,1,2,0.0,0.0,0.0,0.0,upper
3,1,3,0.0,0.0,34087.40298971267,0.0,upper
3,2,3,0.0,0.0,34087.40298971267,0.0,upper
4,1,2,0.0,0.0,0.0,0.0,upper
4,1,3,0.0,0.0,59329.06935292875,25241.66636321848,upper
4,2,3,0.0,0.0,34087.402989710274,0.0,upper
5,1,2,0.0,0.0,0.0,0.0,upper
5,1,3,0.0,0.0,34087.40298962152,0.0,upper
5,2,3,0.0,0.0,34087.40298962152,0.0,upper
6,1,2,0.0,0.0,0.0,0.0,upper
6,1,3,0.0,0.0,59329.06935292875,25241.666363216078,upper
6,2,3,0.0,0.0,34087.402989712675,0.0,upper
7,1,2,0.0,0.0,0.0,0.0,upper
7,1,3,0.0,0.0,34087.40298971258,0.0,upper
7,2,3,0.0,0.0,34087.40298971258,0.0,upper
8,1,2,0.0,0.0,0.0,0.0,upper
8,1,3,0.0,0.0,34087.40298971255,0.0,upper
8,2,3,0.0,0.0,34087.40298971255,0.0,upper
9,1,2,0.0,0.0,0.0,0.0,upper
9,1,3,0.0,0.0,34087.40298971255,0.0,upper
9,2,3,0.0,0.0,34087.40298971255,0.0,upper
10,1,2,0.0,0.0,0.0,0.0,upper
10,1,3,0.0,0.0,59329.06935292875,25241.666363217504,upper
10,2,3,0.0,0.0,34087.40298971125,0.0,upper
11,1,2,0.0,0.0,0.0,0.0,upper
11,1,3,0.0,0.0,59329.06935292875,25241.666363216165,upper
11,2,3,0.0,0.0,34087.40298971259,0.0,upper
12,1,2,0.0,0.0,0.0,0.0,upper
12,1,3,0.0,0.0,34087.40298971189,0.0,upper
12,2,3,0.0,0.0,34087.40298971189,0.0,upper
13,1,2,0.0,0.0,0.0,0.0,upper
13,1,3,0.0,0.0,34087.4029897126,0.0,upper
13,2,3,0.0,0.0,34087.4029897126,0.0,upper
14,1,2,0.0,0.0,0.0,0.0,upper
14,1,3,0.0,0.0,34087.40298965345,0.0,upper
14,2,3,0.0,0.0,34087.40298965345,0.0,upper
15,1,2,0.0,0.0,0.0,0.0,upper
15,1,3,0.0,0.0,59329.06935292875,25241.666363218064,upper
15,2,3,0.0,0.0,34087.40298971069,0.0,upper
16,1,2,0.0,0.0,0.0,0.0,upper
16,1,3,0.0,0.0,34087.40298971258,0.0,upper
16,2,3,0.0,0.0,34087.40298971258,0.0,upper
17,1,2,0.0,0.0,0.0,0.0,upper
17,1,3,0.0,0.0,59329.06935292875,25241.666363216093,upper
17,2,3,0.0,0.0,34087.40298971266,0.0,upper
18,1,2,0.0,0.0,0.0,0.0,upper
18,1,3,0.0,0.0,34087.40298971166,0.0,upper
18,2,3,0.0,0.0,34087.40298971166,0.0,upper
19,1,2,0.0,0.0,0.0,0.0,upper
19,1,3,0.0,0.0,59329.06935292875,25241.666363216194,upper
19,2,3,0.0,0.0,34087.40298971256,0.0,upper
20,1,2,0.0,0.0,0.0,0.0,upper
