run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,rd_up_vol,rd_down_vol,rd_cost_econ,curt_cost,lambda_c_z1,c_dem_z1,nu_c_z1,req_z1,net_import_z1,lambda_c_z2,c_dem_z2,nu_c_z2,req_z2,net_import_z2,lambda_c_z3,c_dem_z3,nu_c_z3,req_z3,net_import_z3,c_NL0 0 Invest,c_NL0 1 Invest,c_NL0 10 Invest,c_NL0 11 Invest,c_NL0 12 Invest,c_NL0 13 Invest,c_NL0 14 Invest,c_NL0 15 Invest,c_NL0 16 Invest,c_NL0 17 Invest,c_NL0 18 Invest,c_NL0 19 Invest,c_NL0 2 Invest,c_NL0 20 Invest,c_NL0 21 Invest,c_NL0 22 Invest,c_NL0 23 Invest,c_NL0 24 Invest,c_NL0 25 Invest,c_NL0 26 Invest,c_NL0 27 Invest,c_NL0 28 Invest,c_NL0 3 Invest,c_NL0 30 Invest,c_NL0 31 Invest,c_NL0 33 Invest,c_NL0 4 Invest,c_NL0 5 Invest,c_NL0 6 Invest,c_NL0 7 Invest,c_NL0 8 Invest,c_NL0 9 Invest
1,ptdf_pos,TIME_LIMIT,771.6290001869202,1.0,502.4607751624489,2.2682984762350335e9,42.99563963403596,0.0,OPTIMAL,100994.1408435516,2.5369332051945853e9,36802.86820783689,32095.636317857363,68898.50452569424,-2.464701146159989e6,2.5393979063407454e9,5975.333557128952,7266.2,5975.333557128952,7266.2000000000335,-38.45329747516712,5975.333557128952,4921.960775162449,5975.333557128952,4921.960775213078,-2361.651456683839,5975.333557128952,4601.0,5975.333557128952,4601.000000000022,2400.104754159006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607751624489,0.0,0.0,0.0,0.0,0.0
2,ptdf_neg,TIME_LIMIT,120.17200016975403,103.00167604448568,502.46077521313873,2.268298476235335e9,42.99563963403597,0.0,OPTIMAL,151445.99687654496,2.2811157606305637e9,33093.647970224214,59176.174453160376,92269.82242338458,-2.345949314907086e6,2.283461709945471e9,5975.333557223225,7266.2,5975.333557223225,7266.200000000111,-38.453297475244426,5975.333557223225,4921.960775213139,5975.333557223225,4921.960775213138,-2361.651456683899,5975.333557223225,4601.0,5975.333557223225,4600.999999999885,2400.1047541591433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.46077521313873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ptdf_pos,TIME_LIMIT,120.4210000038147,1.0,502.46077486474815,2.2682984762005916e9,42.99563963403596,0.0,OPTIMAL,114712.51235382518,2.2810966010151663e9,33093.647984914285,40809.43218445545,73903.08016936973,-2.3651099439191017e6,2.2834617109590855e9,5975.33355722585,7266.2,5975.33355722585,7266.200000100887,-38.45329757602144,5975.33355722585,4921.96077486465,5975.33355722585,4921.960775112184,-2361.6514565829452,5975.33355722585,4601.0,5975.33355722585,4601.000000000062,2400.104754158967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.46077486474815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ptdf_neg,TIME_LIMIT,120.40300011634827,44.87651292410734,502.4607752133661,2.268298476235338e9,42.99563963403596,0.0,OPTIMAL,62298.07084259047,2.537065389603136e9,36802.86820229994,12747.601320145266,49550.4695224452,-2.3325163555597505e6,2.539397905958696e9,5975.333557227259,7266.2,5975.333557227259,7266.200000000368,-38.453297475501586,5975.333557227259,4921.960775213366,5975.333557227259,4921.960775212851,-2361.651456683613,5975.333557227259,4601.0,5975.333557227259,4600.9999999999145,2400.1047541591142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752133661,0.0,0.0,0.0,0.0,0.0
5,ptdf_pos,TIME_LIMIT,120.42799997329712,31.61409285114095,502.4607752131551,2.2682984762353373e9,42.99563963403597,0.0,OPTIMAL,140470.22896118066,2.281118675740496e9,33093.64797022234,53688.29049547917,86781.9384657015,-2.3430342048451025e6,2.283461709945341e9,5975.3335572271535,7266.2,5975.3335572271535,7266.20000000005,-38.45329747518372,5975.3335572271535,4921.960775213114,5975.3335572271535,4921.960775213127,-2361.6514566838887,5975.3335572271535,4601.0,5975.3335572271535,4600.999999999956,2400.1047541590724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752131551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ptdf_neg,TIME_LIMIT,120.69400000572205,18.546996775581743,502.46077521304505,2.2682984762353354e9,42.99563963403597,0.0,OPTIMAL,101899.11929368236,2.536905327103604e9,36802.868202334845,32548.125545673764,69350.9937480086,-2.492578857500783e6,2.5393979059611044e9,5975.333557227164,7266.2,5975.333557227164,7266.200000000055,-38.453297475188265,5975.333557227164,4921.960775213045,5975.333557227164,4921.960775213045,-2361.651456683807,5975.333557227164,4601.0,5975.333557227164,4601.000000000033,2400.104754158995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.46077521304505,0.0,0.0,0.0,0.0,0.0
7,ptdf_pos,TIME_LIMIT,120.77300000190735,8.40287048447969,502.4607752130487,2.268298476235336e9,42.99563963403596,0.0,OPTIMAL,199818.7239832614,6.460245992546584e9,93715.18222761521,53051.77087782312,146766.9531054383,-6.101581158865398e6,6.466347573705449e9,5975.333557227286,7266.2,5975.333557227286,7266.20000000007,-38.453297475203726,5975.333557227286,4921.960775213049,5975.333557227286,4921.960775213049,-2361.65145668381,5975.333557227286,4601.0,5975.333557227286,4601.0000000000155,2400.1047541590137,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752130487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ptdf_neg,TIME_LIMIT,120.6930000782013,43.186888563658876,502.46077521349036,2.2682984762350965e9,42.99563963403597,0.0,OPTIMAL,123701.7865403612,2.536886173150036e9,36802.86820279062,43449.45916878528,80252.32737157591,-2.5117328425171357e6,2.5393979059925528e9,5975.333557221943,7266.2,5975.333557221943,7266.199999999941,-38.45329747507549,5975.333557221943,4921.960775216471,5975.333557221943,4921.960775213138,-2361.6514566838987,5975.333557221943,4601.0,5975.333557221943,4601.000000000055,2400.104754158974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1579439245903919e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.46077532928473,0.0,0.0,0.0,0.0,0.0
9,ptdf_pos,TIME_LIMIT,120.71399998664856,2.3817483579371705,502.46077521325833,2.2682984762353334e9,42.99563963403596,0.0,OPTIMAL,157012.8749770926,6.460237687387181e9,93715.18222761455,31648.846374739038,125364.02860235357,-6.109886318223443e6,6.466347573705404e9,5975.33355722708,7266.2,5975.33355722708,7266.200000000225,-38.45329747535925,5975.33355722708,4921.960775213258,5975.33355722708,4921.960775213019,-2361.6514566837805,5975.33355722708,4601.0,5975.33355722708,4600.999999999889,2400.1047541591397,0.0,0.0,0.0,0.0,0.0,0.0,502.46077521325833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ptdf_neg,TIME_LIMIT,120.34700012207031,11.634134399705458,502.4607752131037,2.2682984762353334e9,42.99563963403596,0.0,OPTIMAL,310861.9999734619,7.727526608790333e9,112053.79327165186,99404.10335090503,211457.89662255687,-4.1851269536451735e6,7.731711735743978e9,5975.3335572271,7266.2,5975.3335572271,7266.200000000191,-38.45329747532469,5975.3335572271,4921.960775213103,5975.3335572271,4921.9607752128695,-2361.6514566836313,5975.3335572271,4601.0,5975.3335572271,4601.000000000073,2400.104754158956,0.0,0.0,0.0,0.0,502.4607752131037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
