run_id,generator,bus,zone,cap,vc,mu_cm_bud,energy_rent,cm_rent,total_gen
1,NL0 0 CCGT,NL0 0,1,575.0,43.272866666666665,5975.333557128952,535621.2856667963,3.435816795349147e6,58609.85105736685
1,NL0 1 biomass,NL0 1,3,71.0,19.979914529914527,5975.333557128952,322117.3627692591,424248.68255615555,12212.0
1,NL0 1 waste,NL0 1,3,31.0,34.1135,5975.333557128952,68912.56536203607,185235.3402709975,4557.0
1,NL0 10 CCGT,NL0 10,1,507.0,43.27286666666667,5975.333557128952,472278.24666620075,3.0294941134643788e6,51687.516100647
1,NL0 10 waste,NL0 10,1,150.0,34.1135,5975.333557128952,333447.8969130775,896300.0335693428,22199.541247848385
1,NL0 11 CCGT,NL0 11,3,72.0,43.27286666666667,5975.333557128952,67069.10011827707,430224.0161132845,7704.0
1,NL0 11 biomass,NL0 11,3,20.0,19.979914529914527,5975.333557128952,90737.28528711523,119506.67114257903,3440.0
1,NL0 11 waste,NL0 11,3,50.0,34.1135,5975.333557128952,111149.29897102581,298766.6778564476,7454.801336573379
1,NL0 13 CCGT,NL0 13,3,50.0,43.27286666666667,5975.333557128952,46575.7639710257,298766.6778564476,4741.108718606876
1,NL0 13 biomass,NL0 13,3,77.0,19.979914529914527,5975.333557128952,349338.5483553936,460100.6838989293,13244.0
1,NL0 16 CCGT,NL0 16,1,268.0,43.27286666666667,5975.333557128952,249646.0948846979,1.601389393310559e6,27208.437073584224
1,NL0 17 CCGT,NL0 17,1,107.0,43.27286666666667,5975.333557128952,99672.13489799503,639360.6906127979,10472.835651273439
1,NL0 18 CCGT,NL0 18,1,112.0,43.27286666666667,5975.333557128952,104329.71129509762,669237.3583984426,10976.0
1,NL0 19 CCGT,NL0 19,2,523.0,53.04262929292929,5975.333557128952,283305.0123339235,3.1250994503784417e6,11319.149819395694
1,NL0 19 biomass,NL0 19,2,49.0,19.979914529914527,5975.333557128952,222306.34895343223,292791.3442993186,8379.0
1,NL0 19 waste,NL0 19,2,36.0,34.1135,5975.333557128952,80027.49525913867,215112.00805664225,5467.363288600355
1,NL0 2 CCGT,NL0 2,2,272.5,43.27286666666667,5975.333557128952,253837.91364209028,1.6282783943176393e6,26675.07276905668
1,NL0 21 CCGT,NL0 21,1,85.0,43.27286666666667,5975.333557128952,79178.79875074369,507903.3523559609,7971.341704022344
1,NL0 22 CCGT,NL0 22,3,100.0,43.27286666666667,5975.333557128952,93151.52794205143,597533.3557128952,9575.973528431157
1,NL0 22 biomass,NL0 22,3,500.0,19.979914529914527,5975.333557128952,2.268432132177881e6,2.987666778564476e6,88229.47599463069
1,NL0 23 CCGT,NL0 23,1,964.0,43.8530553226903,5975.333557128952,861434.0732000313,5.760221549072309e6,47693.60984837755
1,NL0 24 CCGT,NL0 24,1,684.0,67.50263035262032,5975.333557128952,184434.5865851176,4.087128153076203e6,10514.77224126895
1,NL0 25 waste,NL0 25,2,54.0,34.1135,5975.333557128952,120041.24288870787,322668.0120849634,7992.0
1,NL0 27 CCGT,NL0 27,1,984.0,43.27286666666667,5975.333557128952,916611.0349497861,5.879728220214888e6,90761.37034972361
1,NL0 27 biomass,NL0 27,1,22.0,19.979914529914527,5975.333557128952,99811.01381582678,131457.33825683693,3784.0
1,NL0 27 waste,NL0 27,1,71.2,34.1135,5975.333557128952,158276.6017347408,425443.7492675814,10424.256330936843
1,NL0 28 CCGT,NL0 28,2,144.0,43.27286666666667,5975.333557128952,134138.20023655414,860448.032226569,14643.661252648391
1,NL0 3 CCGT,NL0 3,1,1907.0,51.41762846054192,5975.333557128952,1.1011822801816205e6,1.1394961093444912e7,57612.86495158203
1,NL0 3 biomass,NL0 3,1,22.0,19.979914529914527,5975.333557128952,99811.01381582678,131457.33825683693,3784.0
1,NL0 3 waste,NL0 3,1,108.0,34.1135,5975.333557128952,240082.48577741574,645336.0241699268,15874.569473067333
1,NL0 30 biomass,NL0 30,1,60.0,19.979914529914527,5975.333557128952,272211.8558613455,358520.0134277371,10320.0
1,NL0 31 CCGT,NL0 31,2,3341.0,85.4787109164719,5975.333557128952,9.102403466572495e-10,1.996358941436783e7,22562.656394159207
1,NL0 5 CCGT,NL0 5,3,49.6,43.27286666666667,5975.333557128952,46203.15785925752,296376.544433596,4960.000000000001
1,NL0 6 CCGT,NL0 6,3,1608.4,43.27286666666667,5975.333557128952,1.4982491754199567e6,9.610726493286207e6,172794.0327685415
1,NL0 7 CCGT,NL0 7,3,1398.0,43.6729395310492,5975.333557128952,1.2631072301214044e6,8.353516312866274e6,85506.53181069196
1,NL0 7 nuclear,NL0 7,3,515.0,27.322803680981593,5975.333557128952,1.6973967388800948e6,3.07729678192141e6,84102.42124441636
1,NL0 7 waste,NL0 7,3,39.0,34.1135,5975.333557128952,86696.45319740023,233038.00872802912,5799.431434855493
1,NL0 8 CCGT,NL0 8,1,447.0,58.928107624263944,5975.333557128952,189520.23005298054,2.6709741000366416e6,8509.315888723706
1,NL0 8 biomass,NL0 8,1,36.0,19.979914529914527,5975.333557128952,163327.1135168076,215112.00805664225,6192.0
1,NL0 8 waste,NL0 8,1,157.0,34.1135,5975.333557128952,349008.79876902123,938127.3684692454,23660.54235173223
1,NL0 9 biomass,NL0 9,3,20.0,19.979914529914527,5975.333557128952,90737.28528711523,119506.67114257903,3440.0
1,NL0 0 0 solar,NL0 0,1,144.0,0.01,59329.06935292875,143519.77828476983,0.0,3495.7738491645578
1,NL0 1 0 solar,NL0 1,3,291.5,0.01,59329.06935292875,278708.41184082825,0.0,6948.705449759602
1,NL0 10 0 solar,NL0 10,1,120.1,0.01,59329.06935292875,123302.09036673498,0.0,3035.911304769089
1,NL0 11 0 solar,NL0 11,3,436.4,0.01,59329.06935292875,411358.9654040461,0.0,10306.481755249355
1,NL0 12 0 solar,NL0 12,2,203.1,0.01,59329.06935292875,191876.25258252263,0.0,4820.92251154439
1,NL0 13 0 solar,NL0 13,3,473.2,0.01,59329.06935292875,452246.84338407905,0.0,11187.121113824795
1,NL0 14 0 solar,NL0 14,2,85.3,0.01,59329.06935292875,83960.2146991007,0.0,2087.7663698282927
1,NL0 15 0 solar,NL0 15,2,369.4,0.01,59329.06935292875,346310.3274149463,0.0,8736.034836219216
1,NL0 16 0 solar,NL0 16,1,68.8,0.01,59329.06935292875,69465.02914814885,0.0,1691.4298225830848
1,NL0 17 0 solar,NL0 17,1,63.1,0.01,59329.06935292875,65276.89293600426,0.0,1589.8866005603036
1,NL0 18 0 solar,NL0 18,1,13.399999999999999,0.01,59329.06935292875,13680.47361766697,0.0,335.710111700008
1,NL0 19 0 solar,NL0 19,2,75.60000000000001,0.01,59329.06935292875,70803.375121229,0.0,1815.0254919597055
1,NL0 2 0 solar,NL0 2,2,1109.1,0.01,59329.06935292875,1.0310110773472633e6,0.0,26402.661517956996
1,NL0 20 0 solar,NL0 20,1,331.2,0.01,59329.06935292875,320106.73997810966,0.0,7909.5604725700005
1,NL0 21 0 solar,NL0 21,1,40.5,0.01,59329.06935292875,41519.098997995454,0.0,1013.9430253950717
1,NL0 22 0 solar,NL0 22,3,263.3,0.01,59329.06935292875,260111.70952410877,0.0,6361.56546158242
1,NL0 23 0 solar,NL0 23,1,57.1,0.01,59329.06935292875,57474.845060891384,0.0,1403.2936270342718
1,NL0 24 0 solar,NL0 24,1,99.8,0.01,59329.06935292875,98114.20695635342,0.0,2393.4015185461817
1,NL0 25 0 solar,NL0 25,2,663.4,0.01,59329.06935292875,622797.3711980806,0.0,15835.542397299549
1,NL0 26 0 solar,NL0 26,2,156.2,0.01,59329.06935292875,153993.6074545973,0.0,3821.2856187503758
1,NL0 27 0 solar,NL0 27,1,103.1,0.01,59329.06935292875,107171.67385373483,0.0,2649.1257341788905
1,NL0 28 0 solar,NL0 28,2,105.3,0.01,59329.06935292875,100268.47129920707,0.0,2489.1644574964166
1,NL0 3 0 solar,NL0 3,1,84.5,0.01,59329.06935292875,85007.11520991314,0.0,2070.9188767275286
1,NL0 30 0 solar,NL0 30,1,3.6,0.01,59329.06935292875,3661.963355057157,0.0,89.82355962877534
1,NL0 31 0 solar,NL0 31,2,44.8,0.01,59329.06935292875,42300.71628575258,0.0,1072.8423780802711
1,NL0 4 0 solar,NL0 4,2,142.8,0.01,59329.06935292875,136655.21984311801,0.0,3403.277910451907
1,NL0 5 0 solar,NL0 5,3,351.7,0.01,59329.06935292875,341841.304204484,0.0,8409.128930464909
1,NL0 6 0 solar,NL0 6,3,260.3,0.01,59329.06935292875,261590.768709747,0.0,6427.157527688587
1,NL0 7 0 solar,NL0 7,3,553.2,0.01,59329.06935292875,550024.1991376118,0.0,13445.138753780626
1,NL0 8 0 solar,NL0 8,1,79.5,0.01,59329.06935292875,79089.83910171795,0.0,1927.2751274433406
1,NL0 9 0 solar,NL0 9,3,299.5,0.01,59329.06935292875,288735.64021197817,0.0,7188.544634543878
1,NL0 20 0 offwind-ac,NL0 20,1,578.0,0.015,59329.06935292875,2.08900190610319e6,0.0,58115.33897085987
1,NL0 27 0 offwind-ac,NL0 27,1,4583.0,0.015,59329.06935292875,1.836204908834884e7,0.0,503782.52044736006
1,NL0 31 0 offwind-ac,NL0 31,2,600.0,0.015,59329.06935292875,2.34378802825624e6,0.0,65533.70995494073
1,NL0 32 0 offwind-ac,NL0 32,1,608.0,0.015,59329.06935292875,2.511935506734379e6,0.0,70162.48686909239
1,NL0 7 0 offwind-ac,NL0 7,3,752.0,0.015,59329.06935292875,3.114802536130381e6,0.0,85460.08856763809
1,NL0 0 0 onwind,NL0 0,1,59.0,0.015,59329.06935292875,141551.90240799895,0.0,4482.345107547118
1,NL0 1 0 onwind,NL0 1,3,75.0,0.015,59329.06935292875,144931.84513811642,0.0,4742.56319817744
1,NL0 10 0 onwind,NL0 10,1,428.0,0.015,59329.06935292875,1.4288714585547205e6,0.0,42899.58939304398
1,NL0 11 0 onwind,NL0 11,3,21.0,0.015,59329.06935292875,40403.628215785575,0.0,1335.20493202581
1,NL0 12 0 onwind,NL0 12,2,54.0,0.015,59329.06935292875,157699.0679209716,0.0,4825.868590991421
1,NL0 13 0 onwind,NL0 13,3,23.0,0.015,59329.06935292875,48352.00056848894,0.0,1555.622069077163
1,NL0 14 0 onwind,NL0 14,2,61.0,0.015,59329.06935292875,204132.91631818385,0.0,6037.66177756561
1,NL0 15 0 onwind,NL0 15,2,52.0,0.015,59329.06935292875,110941.21196932648,0.0,3607.525168978321
1,NL0 17 0 onwind,NL0 17,1,27.0,0.015,59329.06935292875,77199.78569128667,0.0,2383.4254239409556
1,NL0 19 0 onwind,NL0 19,2,532.0,0.015,59329.06935292875,1.3457048387515103e6,0.0,42486.97601131978
1,NL0 2 0 onwind,NL0 2,2,472.8,0.015,59329.06935292875,1.0546532488181097e6,0.0,34337.746806742805
1,NL0 20 0 onwind,NL0 20,1,822.2,0.015,59329.06935292875,2.229048117147438e6,0.0,69336.60955946345
1,NL0 21 0 onwind,NL0 21,1,36.0,0.015,59329.06935292875,104467.82895816505,0.0,3213.115111693349
1,NL0 22 0 onwind,NL0 22,3,122.7,0.015,59329.06935292875,259046.7578025154,0.0,8315.637013623795
1,NL0 23 0 onwind,NL0 23,1,127.0,0.015,59329.06935292875,371316.9988787417,0.0,11214.684377715594
1,NL0 24 0 onwind,NL0 24,1,33.0,0.015,59329.06935292875,87199.49588821977,0.0,2728.3354574730815
1,NL0 27 0 onwind,NL0 27,1,21.6,0.015,59329.06935292875,74437.68105177942,0.0,2224.104552153539
1,NL0 3 0 onwind,NL0 3,1,284.6,0.015,59329.06935292875,734515.5768812011,0.0,22949.068991724038
1,NL0 30 0 onwind,NL0 30,1,31.0,0.015,59329.06935292875,89637.09750770178,0.0,2753.483397118999
1,NL0 31 0 onwind,NL0 31,2,216.0,0.015,59329.06935292875,634807.1242576196,0.0,19369.54699704878
1,NL0 4 0 onwind,NL0 4,2,287.0,0.015,59329.06935292875,733084.4567032632,0.0,23084.587646299056
1,NL0 5 0 onwind,NL0 5,3,21.0,0.015,59329.06935292875,39667.22138326448,0.0,1296.2039909648804
1,NL0 6 0 onwind,NL0 6,3,35.0,0.015,59329.06935292875,65015.04300094221,0.0,2126.9213407013876
1,NL0 7 0 onwind,NL0 7,3,374.3,0.015,59329.06935292875,974701.3399757784,0.0,30159.0744295002
1,NL0 8 0 onwind,NL0 8,1,101.1,0.015,59329.06935292875,229557.73765816155,0.0,7323.460787945647
1,NL0 9 0 onwind,NL0 9,3,35.0,0.015,59329.06935292875,64618.24642947768,0.0,2115.0035191784173
2,NL0 0 CCGT,NL0 0,1,575.0,43.272866666666665,5975.333557223225,535621.285666797,3.435816795403355e6,63834.54959938707
2,NL0 1 biomass,NL0 1,3,71.0,19.979914529914527,5975.333557223225,322117.3627692591,424248.682562849,12179.897319733023
2,NL0 1 waste,NL0 1,3,31.0,34.1135,5975.333557223225,68912.56536203607,185235.34027391998,4569.346220211622
2,NL0 10 CCGT,NL0 10,1,507.0,43.27286666666667,5975.333557223225,472278.246666201,3.029494113512175e6,51058.682181073236
2,NL0 10 waste,NL0 10,1,150.0,34.1135,5975.333557223225,333447.89691307757,896300.0335834838,22455.55029001489
2,NL0 11 CCGT,NL0 11,3,72.0,43.27286666666667,5975.333557223225,67069.10011827704,430224.0161200722,7200.0
2,NL0 11 biomass,NL0 11,3,20.0,19.979914529914527,5975.333557223225,90737.28528711523,119506.6711444645,3420.0
2,NL0 11 waste,NL0 11,3,50.0,34.1135,5975.333557223225,111149.2989710258,298766.6778611613,7435.371387642948
2,NL0 13 CCGT,NL0 13,3,50.0,43.27286666666667,5975.333557223225,46575.76397102573,298766.6778611613,5074.995712381147
2,NL0 13 biomass,NL0 13,3,77.0,19.979914529914527,5975.333557223225,349338.54835539364,460100.68390618835,13153.59319794048
2,NL0 16 CCGT,NL0 16,1,268.0,43.27286666666667,5975.333557223225,249646.0948846979,1.6013893933358244e6,26800.0
2,NL0 17 CCGT,NL0 17,1,107.0,43.27286666666667,5975.333557223225,99672.13489799507,639360.6906228851,10486.0
2,NL0 18 CCGT,NL0 18,1,112.0,43.27286666666667,5975.333557223225,104329.71129509763,669237.3584090013,10871.468607597344
2,NL0 19 CCGT,NL0 19,2,523.0,53.04262929292929,5975.333557223225,283305.0123339235,3.125099450427747e6,11319.149819294315
2,NL0 19 biomass,NL0 19,2,49.0,19.979914529914527,5975.333557223225,222306.3489534322,292791.34430393804,8428.0
2,NL0 19 waste,NL0 19,2,36.0,34.1135,5975.333557223225,80027.49525913868,215112.0080600361,5328.0
2,NL0 2 CCGT,NL0 2,2,272.5,43.27286666666667,5975.333557223225,253837.91364209028,1.628278394343329e6,25615.0
2,NL0 21 CCGT,NL0 21,1,85.0,43.27286666666667,5975.333557223225,79178.79875074374,507903.35236397415,8415.0
2,NL0 22 CCGT,NL0 22,3,100.0,43.27286666666667,5975.333557223225,93151.52794205143,597533.3557223226,9500.0
2,NL0 22 biomass,NL0 22,3,500.0,19.979914529914527,5975.333557223225,2.268432132177881e6,2.9876667786116125e6,88358.98547695718
2,NL0 23 CCGT,NL0 23,1,964.0,43.8530553226903,5975.333557223225,861434.0732000314,5.76022154916319e6,47693.60984837755
2,NL0 24 CCGT,NL0 24,1,684.0,67.50263035262032,5975.333557223225,184434.58658511765,4.087128153140686e6,10514.772241116883
2,NL0 25 waste,NL0 25,2,54.0,34.1135,5975.333557223225,120041.24288870791,322668.01209005417,7972.0013365733785
2,NL0 27 CCGT,NL0 27,1,984.0,43.27286666666667,5975.333557223225,916611.0349497866,5.879728220307654e6,95391.61994137138
2,NL0 27 biomass,NL0 27,1,22.0,19.979914529914527,5975.333557223225,99811.0138158268,131457.33825891095,3784.0
2,NL0 27 waste,NL0 27,1,71.2,34.1135,5975.333557223225,158276.6017347408,425443.74927429366,10593.848996597606
2,NL0 28 CCGT,NL0 28,2,144.0,43.27286666666667,5975.333557223225,134138.20023655408,860448.0322401444,13968.0
2,NL0 3 CCGT,NL0 3,1,1907.0,51.41762846054192,5975.333557223225,1.1011822801816207e6,1.139496109362469e7,57612.864950720315
