run_id,generator,bus,tech,zone,cap_max,c,vc,fc,mu_cap_up,mu_cm_bud,energy_rent,cm_rent,total_rent,fixed_cost,profit
1,NL0 0 CCGT,NL0 0,CCGT,1,200.0,10.714285714285714,6.0,22.5,0.0,20.5,21.428571428571427,219.64285714285714,241.07142857142856,241.07142857142856,0.0
1,NL0 1 coal,NL0 1,coal,2,200.0,150.0,5.0,30.0,0.0,26.0,600.0,3900.0,4500.0,4500.0,0.0
1,NL0 10 nuclear,NL0 10,nuclear,3,200.0,37.5,4.0,37.5,0.0,30.5,262.5,1143.75,1406.25,1406.25,0.0
2,NL0 0 CCGT,NL0 0,CCGT,1,200.0,10.714285714285714,6.0,22.5,0.0,20.5,21.428571428571427,219.64285714285714,241.07142857142856,241.07142857142856,0.0
2,NL0 1 coal,NL0 1,coal,2,200.0,150.0,5.0,30.0,0.0,26.0,600.0,3900.0,4500.0,4500.0,0.0
2,NL0 10 nuclear,NL0 10,nuclear,3,200.0,37.5,4.0,37.5,0.0,30.5,262.5,1143.75,1406.25,1406.25,0.0
3,NL0 0 CCGT,NL0 0,CCGT,1,200.0,10.714285714285714,6.0,22.5,0.0,20.5,21.428571428571427,219.64285714285714,241.07142857142856,241.07142857142856,0.0
3,NL0 1 coal,NL0 1,coal,2,200.0,150.0,5.0,30.0,0.0,26.0,600.0,3900.0,4500.0,4500.0,0.0
3,NL0 10 nuclear,NL0 10,nuclear,3,200.0,37.5,4.0,37.5,0.0,30.5,262.5,1143.75,1406.25,1406.25,0.0
4,NL0 0 CCGT,NL0 0,CCGT,1,200.0,10.714285714285714,6.0,22.5,0.0,20.5,21.428571428571427,219.64285714285714,241.07142857142856,241.07142857142856,0.0
4,NL0 1 coal,NL0 1,coal,2,200.0,150.0,5.0,30.0,0.0,26.0,600.0,3900.0,4500.0,4500.0,0.0
4,NL0 10 nuclear,NL0 10,nuclear,3,200.0,37.5,4.0,37.5,0.0,30.5,262.5,1143.75,1406.25,1406.25,0.0
5,NL0 0 CCGT,NL0 0,CCGT,1,200.0,10.714285714285714,6.0,22.5,0.0,20.5,21.428571428571427,219.64285714285714,241.07142857142856,241.07142857142856,0.0
5,NL0 1 coal,NL0 1,coal,2,200.0,150.0,5.0,30.0,0.0,26.0,600.0,3900.0,4500.0,4500.0,0.0
5,NL0 10 nuclear,NL0 10,nuclear,3,200.0,37.5,4.0,37.5,0.0,30.5,262.5,1143.75,1406.25,1406.25,0.0
6,NL0 0 CCGT,NL0 0,CCGT,1,200.0,10.714285714285714,6.0,22.5,0.0,20.5,21.428571428571427,219.64285714285714,241.07142857142856,241.07142857142856,0.0
6,NL0 1 coal,NL0 1,coal,2,200.0,150.0,5.0,30.0,0.0,26.0,600.0,3900.0,4500.0,4500.0,0.0
6,NL0 10 nuclear,NL0 10,nuclear,3,200.0,37.5,4.0,37.5,0.0,30.5,262.5,1143.75,1406.25,1406.25,0.0
