run_id,zone_a,zone_b,bound,f_ab,phi_lo,phi_hi,at_bound
3,1,2,0.0,0.0,7.5,0.0,upper
3,1,3,0.0,0.0,13.0,0.0,upper
3,2,3,0.0,0.0,5.5,0.0,upper
5,1,2,0.0,0.0,7.5,0.0,upper
5,1,3,0.0,0.0,13.0,0.0,upper
5,2,3,0.0,0.0,5.5,0.0,upper
6,1,2,0.0,0.0,7.5,0.0,upper
6,1,3,0.0,0.0,13.0,0.0,upper
6,2,3,0.0,0.0,5.5,0.0,upper
