run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,rd_up_vol,rd_down_vol,rd_cost_econ,curt_cost,lambda_c_z1,c_dem_z1,nu_c_z1,req_z1,net_import_z1,c_NL0 0 Invest,c_NL0 1 Invest,c_NL0 10 Invest,c_NL0 11 Invest,c_NL0 12 Invest,c_NL0 13 Invest,c_NL0 14 Invest,c_NL0 15 Invest,c_NL0 16 Invest,c_NL0 17 Invest,c_NL0 18 Invest,c_NL0 19 Invest,c_NL0 2 Invest,c_NL0 20 Invest,c_NL0 21 Invest,c_NL0 22 Invest,c_NL0 23 Invest,c_NL0 24 Invest,c_NL0 25 Invest,c_NL0 26 Invest,c_NL0 27 Invest,c_NL0 28 Invest,c_NL0 3 Invest,c_NL0 30 Invest,c_NL0 31 Invest,c_NL0 33 Invest,c_NL0 4 Invest,c_NL0 5 Invest,c_NL0 6 Invest,c_NL0 7 Invest,c_NL0 8 Invest,c_NL0 9 Invest
18,ptdf_neg,TIME_LIMIT,120.35799980163574,161.322704440252,436.0076028511221,2.2679109900726686e9,43.05303149294538,0.0,OPTIMAL,257825.91275571892,6.531670406407479e9,94726.83637661186,81549.53818955354,176276.37456616538,-4.481303578739186e6,6.536151709986218e9,5472.580873014678,16722.707602851122,5472.580873014678,16722.70760285112,0.0,0.0,0.0,0.0,0.0,354.1563578909687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8512449601534,0.0,0.0,0.0,0.0,0.0
19,ptdf_pos,TIME_LIMIT,120.66700005531311,5.9146020955515155,436.0076028511203,2.267910990072667e9,43.05303149294537,0.0,OPTIMAL,156012.99467234453,3.035232015493627e9,44033.77189986714,55989.6113862387,100023.38328610582,-3.098245597205596e6,3.0383302610908327e9,5472.580873014651,16722.707602851122,0.0,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0076028511203,0.0,0.0,0.0,0.0,0.0
20,ptdf_neg,TIME_LIMIT,120.92300009727478,80.97732007908238,436.0076028511276,2.2679109900726676e9,43.15731403493141,0.0,OPTIMAL,216526.61145003134,2.8135173643996983e9,40818.829615929026,87853.89091705116,128672.72053298017,-2.9818790994041124e6,2.8164992434991026e9,4559.065804908531,16722.707602851122,4559.065804908531,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0076028511276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,ptdf_pos,TIME_LIMIT,120.4319999217987,46.31956529857678,436.0076028511203,2.2679109900726676e9,43.05303149294538,0.0,OPTIMAL,128461.77146922829,2.8134451337335725e9,40818.82961592906,43821.470926649614,84640.30054257867,-3.0541097655331763e6,2.8164992434991055e9,5472.58087301459,16722.707602851122,0.0,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0076028511203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,ptdf_neg,TIME_LIMIT,120.85399985313416,793.2170305789751,436.00760285742774,2.26791099007301e9,43.05303149294538,0.0,OPTIMAL,92295.09239506166,3.0352353638356433e9,44033.77189892408,24130.66024806879,68164.43214699287,-3.094897190118133e6,3.0383302610257616e9,5472.580873014807,16722.707602851122,5472.580873014807,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1531364186321314e-9,0.0,3.1529090449566882e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.00760285112165,0.0,0.0,0.0,0.0,0.0
23,ptdf_pos,TIME_LIMIT,120.19099998474121,58.4376956595108,436.00760292961866,2.2679109900766335e9,43.15731403493141,0.0,OPTIMAL,125477.23294301548,3.035235342739455e9,44033.77189129565,40721.73052585992,84755.50241715556,-3.094917759944303e6,3.0383302604993997e9,4559.065804915375,16722.707602851122,0.0,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1506028957674068e-8,0.0,1.400041682586562e-8,0.0,0.0,2.1506028957674068e-8,0.0,0.0,0.0,0.0,0.0,2.1463268495836025e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0076028511429,0.0,0.0,0.0,0.0,0.0
24,ptdf_neg,TIME_LIMIT,120.4469997882843,126.88448995545065,436.0076028511222,2.267910990072669e9,43.15731403493141,0.0,OPTIMAL,105542.12936929912,2.377744877675468e9,34498.08006596782,35522.02465166565,70020.10471763347,-2.6226468763118e6,2.3803675245517797e9,4559.065804915279,16722.707602851122,4559.065804915279,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.7250867427073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.28251610841494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,ptdf_pos,TIME_LIMIT,120.60399985313416,35.91192340205079,436.0076028511203,2.267910990072667e9,43.1573140349314,0.0,OPTIMAL,114906.21632579203,3.035230072876938e9,44033.77189986714,35436.22221296246,79469.99411282958,-3.1001882138947602e6,3.0383302610908327e9,4559.065804914728,16722.707602851122,4559.065804914728,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0076028511203,0.0,0.0,0.0,0.0,0.0
26,ptdf_neg,TIME_LIMIT,120.81299996376038,26.057536353405446,436.0076029002626,2.267910990075054e9,43.05303149294538,0.0,OPTIMAL,122662.97110680761,2.8134451334922953e9,40818.829612431044,40922.070747188285,81740.90035961934,-3.054109765446501e6,2.816499243257742e9,5472.580873017899,16722.707602851122,0.0,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.228353241344849e-8,436.0076028511222,0.0,0.0,0.0,0.0,1.228601931302365e-8,0.0,0.0,0.0,0.0,0.0,0.0,1.2285564565672764e-8,0.0,0.0,0.0,0.0,0.0,0.0,1.228528034857846e-8,0.0,0.0,0.0,0.0,0.0
27,ptdf_pos,TIME_LIMIT,120.80700016021729,152.28510243432405,436.007602864029,2.2679109900733643e9,43.15731403493142,0.0,OPTIMAL,153227.19000187746,2.8135058395122194e9,40818.82961449512,56204.180193691165,97023.0098081863,-2.9934038879437894e6,2.816499243400163e9,4559.065804897382,16722.707602851122,4559.065804897382,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0076028511203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2908735413930124e-8,0.0,0.0
28,ptdf_neg,TIME_LIMIT,120.81900000572205,45.07190842484079,436.0076028660379,2.267910990073553e9,43.05303149294539,0.0,OPTIMAL,119429.77766416335,3.0352363446741123e9,44033.77189822633,37698.00288296851,81731.77478119484,-3.0939163035044977e6,3.038330260977617e9,5472.580873014539,16722.707602851122,0.0,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.462155338089363e-9,0.0,0.0,7.440474902864483e-9,0.0,0.0,0.0,0.0,0.0,436.0076028511353,0.0,0.0,0.0,0.0,0.0
29,ptdf_pos,TIME_LIMIT,120.7960000038147,1095.7181677934952,436.0076028560798,2.2679109900729127e9,43.05303149294538,0.0,OPTIMAL,155981.01825477649,2.8134477683625093e9,40818.82961544591,57581.09431966529,98399.92393511119,-3.0514751032587984e6,2.816499243465768e9,5472.580873006706,16722.707602851122,0.0,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.00760285109584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7346835079479214e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.7259438322980718e-9,0.0,1.5233467820507948e-9,0.0,0.0,0.0,0.0,0.0,0.0
30,ptdf_neg,TIME_LIMIT,120.6949999332428,81.06448254642439,436.0076028511345,2.267910990072668e9,43.05303149294538,0.0,OPTIMAL,177728.29770066042,3.03523660309711e9,44033.77189986718,66847.26290039661,110881.03480026379,-3.0936579937252044e6,3.038330261090835e9,5472.580873014664,16722.707602851122,5472.580873014664,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0076028511345,0.0,0.0,0.0,0.0,0.0
