run_id,sys_avail,sys_req,sys_slack,zone,req_z,net_import,zone_avail,zone_offers,zone_slack,lambda_c_z,nu_c_z
1,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.70760285133,16722.70760285133,2.1100277081131935e-10,5472.580872955331,0.0
2,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851122,16722.707602851122,3.637978807091713e-12,5472.580873014661,5472.580873014661
3,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602850947,16722.707602850947,-1.709850039333105e-10,5472.580873014774,0.0
4,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851122,16722.707602851122,3.637978807091713e-12,5472.580873014813,0.0
5,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.70760285118,16722.70760285118,6.184563972055912e-11,5472.580873014516,0.0
6,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851122,16722.707602851122,3.637978807091713e-12,5472.580873014809,5472.580873014809
7,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851122,16722.707602851122,3.637978807091713e-12,5472.580873014618,5472.580873014618
8,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.70760285113,16722.70760285113,1.0913936421275139e-11,5472.5808730146255,5472.5808730146255
9,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851122,16722.707602851122,3.637978807091713e-12,5472.58087301472,0.0
10,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851122,16722.707602851122,3.637978807091713e-12,5472.580873014544,0.0
11,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851013,16722.707602851013,-1.0550138540565968e-10,5472.580873011287,5472.580873011287
12,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851122,16722.707602851122,3.637978807091713e-12,4559.065804915283,4559.065804915283
13,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851122,16722.707602851122,3.637978807091713e-12,5472.5808730146255,5472.5808730146255
14,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851122,16722.707602851122,3.637978807091713e-12,5472.5808730146455,0.0
15,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851126,16722.707602851126,7.275957614183426e-12,5472.580873014627,5472.580873014627
16,16722.707602851122,16722.707602851122,0.0,1,16722.70760285112,0.0,16722.707602851122,16722.707602851122,3.637978807091713e-12,5472.58087301482,5472.58087301482
