run_id,zone,d_c_z,net_import,req_z,c_dem,lambda_c_z,nu_c,rho
1,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580872955331,0.0,0.0
2,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014661,5472.580873014661,0.0
3,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014774,0.0,0.0
4,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014813,0.0,0.0
5,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014516,0.0,0.0
6,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014809,5472.580873014809,0.0
7,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014618,5472.580873014618,0.0
8,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.5808730146255,5472.5808730146255,0.0
9,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.58087301472,0.0,0.0
10,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014544,0.0,0.0
11,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873011287,5472.580873011287,0.0
12,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,4559.065804915283,4559.065804915283,0.0
13,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.5808730146255,5472.5808730146255,0.0
14,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.5808730146455,0.0,0.0
15,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014627,5472.580873014627,0.0
16,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.58087301482,5472.58087301482,0.0
17,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580872989789,5472.580872989789,0.0
18,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014678,5472.580873014678,0.0
19,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014651,0.0,0.0
20,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,4559.065804908531,4559.065804908531,0.0
21,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.58087301459,0.0,0.0
22,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014807,5472.580873014807,0.0
23,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,4559.065804915375,0.0,0.0
24,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,4559.065804915279,4559.065804915279,0.0
25,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,4559.065804914728,4559.065804914728,0.0
26,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873017899,0.0,0.0
27,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,4559.065804897382,4559.065804897382,0.0
28,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014539,0.0,0.0
29,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873006706,0.0,0.0
30,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014664,5472.580873014664,0.0
31,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873008178,5472.580873008178,0.0
32,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014581,0.0,0.0
33,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014765,5472.580873014765,0.0
34,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580872922799,0.0,0.0
35,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014668,5472.580873014668,0.0
36,1,16722.70760285112,0.0,16722.70760285112,16722.707602851122,5472.580873014567,0.0,0.0
