run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,lambda_c_z1,lambda_c_z2,lambda_c_z3,c_NL0 0 CCGT,c_NL0 1 CCGT,c_NL0 10 CCGT,c_NL0 11 CCGT,c_NL0 12 CCGT,c_NL0 13 CCGT,c_NL0 14 CCGT,c_NL0 15 CCGT,c_NL0 16 CCGT,c_NL0 17 CCGT,c_NL0 18 CCGT,c_NL0 19 CCGT,c_NL0 2 CCGT,c_NL0 20 CCGT,c_NL0 21 CCGT,c_NL0 22 CCGT,c_NL0 23 CCGT,c_NL0 24 CCGT,c_NL0 25 CCGT,c_NL0 26 CCGT,c_NL0 27 CCGT,c_NL0 28 CCGT,c_NL0 3 CCGT,c_NL0 30 CCGT,c_NL0 31 CCGT,c_NL0 33 CCGT,c_NL0 4 CCGT,c_NL0 5 CCGT,c_NL0 6 CCGT,c_NL0 7 CCGT,c_NL0 8 CCGT,c_NL0 9 CCGT
11,unit_pos,OPTIMAL,2.2799999713897705,0.0,17700.96077521313,3.141434628388981e9,40.18282306038072,0.0,OPTIMAL,943851.6369162257,3.0453998632236645e7,3629.1432531370383,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,603.3716995912523,1000.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,183.4027634143872,468.35967497549836,823.0935826642199,1000.0,0.0,0.0,1000.0,622.7330545677764
12,unit_pos,OPTIMAL,2.7939999103546143,0.0,17700.960775213134,3.141434628388981e9,40.18282306038072,0.0,OPTIMAL,1.61350740776809e6,3.915970988367233e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,284.332479005443,1000.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,416.62829620769116,1000.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
13,unit_pos,OPTIMAL,2.071000099182129,0.0,17700.960775213134,3.14143462838898e9,40.18282306038072,0.0,OPTIMAL,1.781247791703919e6,4.319233183131812e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,284.332479005443,1000.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,416.62829620769116,1000.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
14,unit_pos,OPTIMAL,2.072000026702881,0.0,17700.960775213134,3.1414346283889804e9,40.18282306038072,0.0,OPTIMAL,988370.9914765509,3.81182163461321e7,7103.281005603016,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,823.2267618817955,1000.0,188.54778640154564,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,331.5632193484844,734.8899530135322,1000.0,1000.0,0.0,0.0,1000.0,622.7330545677764
15,unit_pos,OPTIMAL,3.3499999046325684,0.0,17700.960775213134,3.1414346283889804e9,40.18282306038072,0.0,OPTIMAL,988370.9914765509,3.81182163461321e7,7103.281005603016,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,823.2267618817955,1000.0,188.54778640154564,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,331.5632193484844,734.8899530135322,1000.0,1000.0,0.0,0.0,1000.0,622.7330545677764
16,unit_pos,OPTIMAL,2.1600000858306885,0.0,17700.960775213134,3.1414346283889823e9,40.18282306038072,0.0,OPTIMAL,672791.60375792,1.6548345940566448e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,806.1358179821636,0.0,0.0,894.8249572309705,1000.0
17,unit_pos,OPTIMAL,2.0989999771118164,0.0,17700.960775213134,3.141434628388983e9,40.18282306038072,0.0,OPTIMAL,852737.8694149331,2.1252655814826686e7,154.94667913816392,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,852.9534718187406,1000.0,62.78873151725929,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,289.4479534425118,990.7107259923741,1000.0,0.0,0.0,1000.0,505.0598924422484
18,unit_pos,OPTIMAL,2.252000093460083,0.0,17700.960775213134,3.1414346283889804e9,40.18282306038072,0.0,OPTIMAL,500634.95317884895,2.20781607218025e7,4886.521420383588,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,682.2020776773124,1000.0,89.04861994348903,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,568.3526274344772,0.0,0.0,0.0,0.0,184.79144793658452,589.3821100873502,964.4508375661444,1000.0,0.0,0.0,1000.0,622.7330545677764
19,unit_pos,OPTIMAL,2.7669999599456787,0.0,17700.960775213134,3.1414346283889823e9,40.18282306038072,0.0,OPTIMAL,1.4953669668375645e6,3.658383982202147e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,661.5594084615987,1000.0,1000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,140.65145668389505,0.0,0.0,1000.0,898.7499100676405,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
20,unit_pos,OPTIMAL,2.7990000247955322,0.0,17700.960775213134,3.1414346283889823e9,40.18282306038072,0.0,OPTIMAL,1.3708277236112251e6,3.3378317142317872e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,894.8249572309705,1000.0,1000.0,0.0,0.0,31.738216138163807,1000.0,1000.0,1000.0,0.0,0.0,633.7461451601048,1000.0,140.65145668389505,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
21,unit_pos,OPTIMAL,2.5399999618530273,0.0,17700.960775213134,3.1414346283889804e9,40.18282306038072,0.0,OPTIMAL,450104.14578721253,2.2538266452453494e7,5718.660217991508,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,426.8453629099654,1000.0,75.42153201651308,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,525.7018520271722,1000.0,0.0,0.0,0.0,288.482537283915,585.2500997265051,1000.0,1000.0,176.52633668128692,0.0,1000.0,622.7330545677764
22,unit_pos,OPTIMAL,2.4089999198913574,0.0,17700.960775213134,3.1414346283889813e9,40.18282306038072,0.0,OPTIMAL,2.3992238671218026e6,5.8082791762375765e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,292.05870033233805,1000.0,1000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,408.90207488079614,1000.0,0.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
23,unit_pos,OPTIMAL,1.9519999027252197,0.0,17700.960775213134,3.1414346283889813e9,40.18282306038072,0.0,OPTIMAL,689774.4518109125,1.7253025163955767e7,163.54860202804323,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,661.9261856326552,1000.0,122.29463480464756,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,884.2017112739595,0.0,0.0,1000.0,0.0,0.0,409.80518893409544,1000.0,1000.0,0.0,0.0,1000.0,622.7330545677764
24,unit_pos,OPTIMAL,2.443000078201294,0.0,17700.96077521313,3.141434628388982e9,40.18282306038072,0.0,OPTIMAL,958381.519353437,3.479238928385512e7,5647.950113219724,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,427.2900591817761,1000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,982.7177438011277,0.0,0.0,0.0,1000.0,288.482537283915,796.3586193790816,631.3894144898968,981.61201569902,0.0,0.0,1000.0,593.110385378317
25,unit_pos,OPTIMAL,2.1090002059936523,0.0,17700.960775213134,3.1414346283889804e9,40.18282306038072,0.0,OPTIMAL,1.42431678622038e6,3.468221628905587e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,754.1735005470755,1000.0,1000.0,0.0,0.0,157.0773984714724,1000.0,1000.0,1000.0,0.0,0.0,649.0584195106912,1000.0,140.65145668389505,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
26,unit_pos,OPTIMAL,2.447000026702881,0.0,17700.960775213134,3.1414346283889813e9,40.18282306038072,0.0,OPTIMAL,852161.1966069294,2.8406919299664922e7,3818.0496693944974,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,882.9009830283553,1000.0,96.64504071846932,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,942.7563260330662,0.0,0.0,0.0,0.0,155.9253708654669,1000.0,1000.0,1000.0,0.0,0.0,1000.0,622.7330545677764
27,unit_pos,OPTIMAL,1.937000036239624,0.0,17700.960775213134,3.14143462838898e9,40.18282306038072,0.0,OPTIMAL,1.23791498146751e6,3.0283824154234484e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,456.22856508339646,1000.0,1000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,244.39673034159387,1000.0,0.33547978814385715,0.0,0.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,0.0,1000.0
28,unit_pos,OPTIMAL,3.0220000743865967,0.0,17700.960775213134,3.141434628388982e9,40.18282306038072,0.0,OPTIMAL,701652.8528148831,1.7242194992611703e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,700.9607752131342,1000.0
29,unit_pos,OPTIMAL,3.253000020980835,0.0,17700.960775213134,3.1414346283889832e9,40.18282306038072,0.0,OPTIMAL,635568.7352829211,1.565347642349155e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,700.6252954249903,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,293.46122192980874,0.0,1000.0,1000.0,0.0,472.85608277249594,1000.0,0.0,234.01817508583918,1000.0
30,unit_pos,OPTIMAL,3.069000005722046,0.0,17700.960775213134,3.1414346283889823e9,40.18282306038072,0.0,OPTIMAL,628654.4819920151,1.548725187506583e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,466.942600127295,0.0,1000.0,234.01817508583918,1000.0
31,unit_pos,OPTIMAL,3.049999952316284,0.0,17700.96077521313,3.14143462838898e9,40.18282306038072,0.0,OPTIMAL,986362.1947035374,3.797061582906634e7,7053.023221236524,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,820.4914806351235,1000.0,191.28306764821764,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,328.8279381018124,737.6252342602043,1000.0,1000.0,0.0,0.0,1000.0,622.7330545677764
32,unit_pos,OPTIMAL,2.9019999504089355,0.0,17700.960775213134,3.141434628388982e9,40.18282306038072,0.0,OPTIMAL,661400.9576669193,1.6274505089921875e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,107.63423132214484,0.0,1000.0,1000.0,0.0,698.5015866600188,0.0,0.0,894.8249572309705,1000.0
33,unit_neg,OPTIMAL,0.4549999237060547,0.0,17700.960775213138,3.141434628388983e9,40.18282306038072,0.0,OPTIMAL,1.21486977739089e6,1.0642000563029963e8,38915.53771767038,47082.32971252022,47082.32971252022,47082.32971252022,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,240.03597251647352,0.0,1000.0,505.0598924422484,0.0,0.0,0.0,0.0,0.0,868.254545157949,1000.0,991.4140726882679,0.0,0.0,0.0,1000.0,1000.0,96.1962924081954,1000.0
34,unit_neg,OPTIMAL,0.41300010681152344,0.0,17700.960775213134,3.1414346283889823e9,40.18282306038072,0.0,OPTIMAL,362494.1414316484,9.27415675040666e6,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,571.752288069198,1000.0,1000.0,0.0,0.0,1000.0,1000.0,527.383008852391,0.0,0.0,80.04639216471821,838.0629640501041,929.8563984367798,1000.0,33.833224791811745,0.0,776.4249741421706,0.0,0.0,642.8404269836703,300.7610977222903,1000.0,1000.0,1000.0,1000.0
35,unit_neg,OPTIMAL,0.440000057220459,0.0,17700.960775213134,3.1414346283889832e9,40.18282306038072,0.0,OPTIMAL,687210.2626469464,1.6884182683589622e7,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,0.0,1000.0,1000.0,300.7610977222903,1000.0,1000.0,0.0,300.04829266328943,1000.0,0.0,226.62191113010067,1000.0,1000.0,1000.0,0.0,0.0,276.8807280453984,639.5112986116146,1000.0,0.0,1000.0,957.1374470404407,0.0,0.0,1000.0,0.0,0.0,0.0,1000.0,1000.0
36,unit_neg,OPTIMAL,1.4590001106262207,0.0,17700.960775213134,3.1414346283889837e9,40.18282306038072,0.0,OPTIMAL,1.0568494994875423e6,2.2758856841494274e8,101902.20985832401,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,0.0,1000.0,241.79627650691964,1000.0,0.0,1000.0,608.104805515105,1000.0,1000.0,1000.0,1000.0,68.8676118168687,1000.0,146.73198019515803,0.0,0.0,0.0,0.0,0.0,445.9598164495719,1000.0,1000.0,0.0,0.0,1000.0,1000.0,189.5002847295109,0.0,1000.0
37,unit_neg,OPTIMAL,0.8439998626708984,0.0,17700.960775213134,3.14143462838898e9,40.18282306038072,0.0,OPTIMAL,354898.61205530155,9.163509557751477e6,0.0,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,0.0,0.0,1000.0,0.0,1000.0,945.9032630647853,1000.0,1000.0,1000.0,1000.0,18.547574501359122,1000.0,184.79144793658452,0.0,0.0,502.4917625611506,0.0,0.0,445.9598164495719,1000.0,1000.0,0.0,0.0,603.2669106996827,1000.0,0.0,0.0,1000.0
38,unit_neg,OPTIMAL,0.26799988746643066,0.0,17700.960775213134,3.141434628388979e9,40.18282306038072,0.0,OPTIMAL,832314.7695934076,1.2267883680772324e8,51645.06835638347,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,774.1735580239347,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,192.16955603893257,0.0,0.0,0.0,0.0,0.0,213.5129069912382,1000.0,1000.0,0.0,0.0,521.1047541590287,1000.0,0.0,0.0,1000.0
39,unit_neg,OPTIMAL,0.9179999828338623,0.0,17700.960775213134,3.141434628388982e9,40.18282306038072,0.0,OPTIMAL,285853.8995091523,1.2990145440339722e8,62023.91331439425,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,54.43448903759236,1000.0,411.925713899579,0.0,0.0,0.0,0.0,0.0,663.4958181169341,1000.0,1000.0,0.0,0.0,531.7033874074932,1000.0,39.401366751535534,0.0,1000.0
40,unit_neg,OPTIMAL,0.3970000743865967,0.0,17700.960775213134,3.141434628388979e9,40.18282306038072,0.0,OPTIMAL,839851.4657166703,1.215941624221147e8,51004.43618903557,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,774.1735580239347,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,192.16955603893257,0.0,0.0,0.0,0.0,0.0,250.8100103164361,1000.0,1000.0,0.0,0.0,483.80765083383085,1000.0,0.0,0.0,1000.0
41,unit_neg,OPTIMAL,0.31999993324279785,0.0,17700.960775213134,3.141434628388982e9,40.18282306038072,0.0,OPTIMAL,506031.89669698477,4.6279195711188614e7,16918.56718460188,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,619.910124914679,1000.0,273.55674107748064,573.7429842144732,147.4766054189077,0.0,0.0,0.0,0.0,445.63377995940914,0.0,325.08994753010506,959.3195811184562,1000.0,1000.0,0.0,878.1512589179888,1000.0,478.07975206163445,0.0
42,unit_neg,OPTIMAL,0.30299997329711914,0.0,17700.960775213134,3.1414346283889804e9,40.18282306038072,0.0,OPTIMAL,157585.5158369988,2.784682009847864e7,12043.30366290572,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,642.0724275942875,1000.0,0.0,0.0,331.77875505977954,0.0,0.0,0.0,1000.0,1000.0,316.3088427584471,661.6618916073185,0.0,0.0,0.0,1000.0,1000.0,0.0,580.1343848996012,1000.0,1000.0,778.1286672942551,390.8758059994452,0.0,1000.0
43,unit_neg,OPTIMAL,0.5109999179840088,0.0,17700.960775213134,3.141434628388981e9,40.18282306038072,0.0,OPTIMAL,899802.8057623886,1.3028413344250941e8,54727.024943317796,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0,305.35396655144086,0.0,0.0,0.0,0.0,0.0,700.6252954249903,1000.0,1000.0,0.0,0.0,694.981513236703,1000.0,0.0,0.0,1000.0
44,unit_neg,OPTIMAL,0.3730001449584961,0.0,17700.960775213134,3.1414346283889785e9,40.18282306038072,0.0,OPTIMAL,435591.03849894856,6.3184970995033845e7,26435.875563483034,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,96.70167005819653,1000.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,171.49571238114686,1000.0,309.55853760022023,0.0,0.0,252.84195462316637,0.0,0.0,445.9598164495719,1000.0,1000.0,0.0,0.0,381.7981509778504,1000.0,42.60493312298178,0.0,1000.0
45,unit_neg,OPTIMAL,0.23600006103515625,0.0,17700.960775213134,3.14143462838898e9,40.18282306038072,0.0,OPTIMAL,401047.3264457607,8.734768464440078e7,39096.135333098864,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,63.62886637763404,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,53.49945750963343,1000.0,256.47422806694385,0.0,0.0,193.09363401601468,0.0,0.0,311.12051679627075,1000.0,1000.0,0.0,0.0,559.5427264565155,1000.0,263.6013459901219,0.0,1000.0
46,unit_neg,OPTIMAL,0.24399995803833008,0.0,17700.960775213138,3.1414346283889794e9,40.18282306038072,0.0,OPTIMAL,811484.9443051633,1.6449535838667086e8,73132.33749279982,47082.32971252022,47082.32971252022,47082.32971252022,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,769.7231595153016,1000.0,1000.0,1000.0,0.0,0.0,1000.0,350.27772486351296,0.0,0.0,194.72767805084277,0.0,0.0,445.9598164495719,1000.0,1000.0,0.0,0.0,777.6689204710528,1000.0,162.60347586285206,0.0,1000.0
