run_id,zone_a,zone_b,bound,f_ab,phi_lo,phi_hi,at_bound
29,1,2,1188.6718282183692,1150.2185307411687,0.0,0.0,interior
29,1,3,1188.6718282183692,-1188.6718282183692,5393.551759356424,0.0,lower
29,2,3,1188.6718282183692,-1188.6718282183692,5393.5517593561435,0.0,lower
46,1,2,1188.6718282183692,1150.2185307424688,0.0,0.0,interior
46,1,3,1188.6718282183692,-1188.6718282183692,5393.551759357336,0.0,lower
46,2,3,1188.6718282183692,-1188.6716282141492,5393.551759355956,0.0,lower
