run_id,t,line,market_flow,final_flow,Fmax,market_utilization,final_utilization,market_overload,market_violated,final_feasible
1,1,0,2.3854195790122183,-3.1382232063784308,5.0,0.4770839158024437,0.6276446412756862,0.0,false,true
1,1,1,36.671133864726514,10.0,10.0,3.6671133864726513,1.0,26.671133864726514,true,true
1,1,2,40.47172327813066,5.0,5.0,8.094344655626132,1.0,35.47172327813066,true,true
1,2,0,-19.18274911455656,-3.1382232063784343,5.0,3.836549822911312,0.6276446412756869,14.182749114556561,true,true
1,2,1,54.74582231401489,10.0,10.0,5.474582231401489,1.0,44.74582231401489,true,true
1,2,2,24.182749114556593,5.0,5.0,4.836549822911318,1.0,19.182749114556593,true,true
1,3,0,7.156258737036655,0.9640381956834299,5.0,1.431251747407331,0.19280763913668597,2.156258737036655,true,true
1,3,1,9.656258737036655,3.46403819568343,10.0,0.9656258737036655,0.346403819568343,0.0,false,true
1,3,2,21.058026977249096,5.0,5.0,4.211605395449819,1.0,16.058026977249096,true,true
2,1,0,2.3854195790122183,-3.1382232063784308,5.0,0.4770839158024437,0.6276446412756862,0.0,false,true
2,1,1,36.671133864726514,10.0,10.0,3.6671133864726513,1.0,26.671133864726514,true,true
2,1,2,40.47172327813066,5.0,5.0,8.094344655626132,1.0,35.47172327813066,true,true
2,2,0,-19.18274911455656,-3.1382232063784343,5.0,3.836549822911312,0.6276446412756869,14.182749114556561,true,true
2,2,1,54.74582231401489,10.0,10.0,5.474582231401489,1.0,44.74582231401489,true,true
2,2,2,24.182749114556593,5.0,5.0,4.836549822911318,1.0,19.182749114556593,true,true
2,3,0,7.156258737036655,0.9640381956834299,5.0,1.431251747407331,0.19280763913668597,2.156258737036655,true,true
2,3,1,9.656258737036655,3.46403819568343,10.0,0.9656258737036655,0.346403819568343,0.0,false,true
2,3,2,21.058026977249096,5.0,5.0,4.211605395449819,1.0,16.058026977249096,true,true
3,1,0,2.3854195790122183,-3.1382232063784308,5.0,0.4770839158024437,0.6276446412756862,0.0,false,true
3,1,1,36.671133864726514,10.0,10.0,3.6671133864726513,1.0,26.671133864726514,true,true
3,1,2,40.47172327813066,5.0,5.0,8.094344655626132,1.0,35.47172327813066,true,true
3,2,0,-19.18274911455656,-3.1382232063784343,5.0,3.836549822911312,0.6276446412756869,14.182749114556561,true,true
3,2,1,54.74582231401489,10.0,10.0,5.474582231401489,1.0,44.74582231401489,true,true
3,2,2,24.182749114556593,5.0,5.0,4.836549822911318,1.0,19.182749114556593,true,true
3,3,0,7.156258737036655,0.9640381956834299,5.0,1.431251747407331,0.19280763913668597,2.156258737036655,true,true
3,3,1,9.656258737036655,3.46403819568343,10.0,0.9656258737036655,0.346403819568343,0.0,false,true
3,3,2,21.058026977249096,5.0,5.0,4.211605395449819,1.0,16.058026977249096,true,true
4,1,0,2.3854195790122183,-3.1382232063784308,5.0,0.4770839158024437,0.6276446412756862,0.0,false,true
4,1,1,36.671133864726514,10.0,10.0,3.6671133864726513,1.0,26.671133864726514,true,true
4,1,2,40.47172327813066,5.0,5.0,8.094344655626132,1.0,35.47172327813066,true,true
4,2,0,-19.18274911455656,-3.1382232063784343,5.0,3.836549822911312,0.6276446412756869,14.182749114556561,true,true
4,2,1,54.74582231401489,10.0,10.0,5.474582231401489,1.0,44.74582231401489,true,true
4,2,2,24.182749114556593,5.0,5.0,4.836549822911318,1.0,19.182749114556593,true,true
4,3,0,7.156258737036655,0.9640381956834299,5.0,1.431251747407331,0.19280763913668597,2.156258737036655,true,true
4,3,1,9.656258737036655,3.46403819568343,10.0,0.9656258737036655,0.346403819568343,0.0,false,true
4,3,2,21.058026977249096,5.0,5.0,4.211605395449819,1.0,16.058026977249096,true,true
5,1,0,2.3854195790122183,-3.1382232063784308,5.0,0.4770839158024437,0.6276446412756862,0.0,false,true
5,1,1,36.671133864726514,10.0,10.0,3.6671133864726513,1.0,26.671133864726514,true,true
5,1,2,40.47172327813066,5.0,5.0,8.094344655626132,1.0,35.47172327813066,true,true
5,2,0,-19.18274911455656,-3.1382232063784343,5.0,3.836549822911312,0.6276446412756869,14.182749114556561,true,true
5,2,1,54.74582231401489,10.0,10.0,5.474582231401489,1.0,44.74582231401489,true,true
5,2,2,24.182749114556593,5.0,5.0,4.836549822911318,1.0,19.182749114556593,true,true
5,3,0,7.156258737036655,0.9640381956834299,5.0,1.431251747407331,0.19280763913668597,2.156258737036655,true,true
5,3,1,9.656258737036655,3.46403819568343,10.0,0.9656258737036655,0.346403819568343,0.0,false,true
5,3,2,21.058026977249096,5.0,5.0,4.211605395449819,1.0,16.058026977249096,true,true
6,1,0,2.3854195790122183,-3.1382232063784308,5.0,0.4770839158024437,0.6276446412756862,0.0,false,true
6,1,1,36.671133864726514,10.0,10.0,3.6671133864726513,1.0,26.671133864726514,true,true
6,1,2,40.47172327813066,5.0,5.0,8.094344655626132,1.0,35.47172327813066,true,true
6,2,0,-19.18274911455656,-3.1382232063784343,5.0,3.836549822911312,0.6276446412756869,14.182749114556561,true,true
6,2,1,54.74582231401489,10.0,10.0,5.474582231401489,1.0,44.74582231401489,true,true
6,2,2,24.182749114556593,5.0,5.0,4.836549822911318,1.0,19.182749114556593,true,true
6,3,0,7.156258737036655,0.9640381956834299,5.0,1.431251747407331,0.19280763913668597,2.156258737036655,true,true
6,3,1,9.656258737036655,3.46403819568343,10.0,0.9656258737036655,0.346403819568343,0.0,false,true
6,3,2,21.058026977249096,5.0,5.0,4.211605395449819,1.0,16.058026977249096,true,true
