variable,min,max,mean,median,std
total_cap,14700.96077521314,14700.960775213145,14700.960775213141,14700.960775213141,2.052096805774513e-12
market_cost,3.1106600861121063e9,3.1106600861121273e9,3.110660086112121e9,3.1106600861121197e9,5.083101185693989e-6
lambda_e_avg,40.18282306038073,40.18282306038073,40.18282306038072,40.18282306038073,7.421376833848022e-15
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,36470.332686950744,886879.1150728525,268435.7228396447,160606.553642959,262603.434472391
rd_cost,-1.4901161193847656e-8,23884.012347891345,13287.567440674107,19320.055523495656,8966.681778343289
curtailment,0.0,0.0,0.0,0.0,0.0
rd_up_vol,18235.166343475375,443439.5575364262,134217.86141982235,80303.27682147949,131301.71723619546
rd_down_vol,18235.166343475372,443439.5575364263,134217.86141982238,80303.27682147952,131301.71723619552
rd_cost_econ,-1.4901161193847656e-8,23884.012347891345,13287.567440674107,19320.055523495656,8966.681778343289
curt_cost,0.0,0.0,0.0,0.0,0.0
lambda_c_z1,59329.069352818755,59329.069352818755,59329.06935281876,59329.069352818755,7.599489877860375e-12
lambda_c_z2,48541.9658340839,48541.9658340839,48541.9658340839,48541.9658340839,0.0
lambda_c_z3,53935.51759344085,53935.51759344085,53935.51759344084,53935.51759344085,7.599489877860375e-12
c_dem_z1,6039.074874306495,6039.074874306495,6039.074874306495,6039.074874306495,0.0
c_dem_z2,3748.9811467476056,3748.9811467476056,3748.981146747605,3748.9811467476056,4.749681173662734e-13
c_dem_z3,7001.104754159041,7001.104754159041,7001.104754159039,7001.104754159041,1.8998724694650937e-12
nu_c_z1,59329.06935281835,59329.06935281835,59329.06935281834,59329.06935281835,7.599489877860375e-12
nu_c_z2,48541.96583408356,48541.96583408356,48541.96583408356,48541.96583408356,0.0
nu_c_z3,53935.51759344047,53935.51759344047,53935.517593440476,53935.51759344047,7.599489877860375e-12
req_z1,6039.074874306498,6039.074874306498,6039.074874306498,6039.074874306498,0.0
req_z2,3748.9811467476084,3748.9811467476084,3748.9811467476097,3748.9811467476084,1.4249043520988204e-12
req_z3,7001.104754159029,7001.104754159029,7001.104754159028,7001.104754159029,9.499362347325468e-13
net_import_z1,1188.6718282183692,1188.6718282183692,1188.671828218369,1188.6718282183692,2.374840586831367e-13
net_import_z2,-1188.6718282183692,-1188.6718282183692,-1188.671828218369,-1188.6718282183692,2.374840586831367e-13
net_import_z3,0.0,0.0,0.0,0.0,0.0
c_NL0 0 Invest,0.0,423.2132840450872,340.9453449761558,363.53516359576247,113.37945354861192
c_NL0 1 Invest,0.0,1000.0,803.7630433804424,1000.0,388.9153421758852
c_NL0 10 Invest,0.0,450.50271933428894,332.5627148358557,399.7306881771975,156.6601244496921
c_NL0 11 Invest,0.0,1000.0,787.4984449622308,1000.0,349.9904964814776
c_NL0 12 Invest,0.0,506.68669377754395,306.34357970822424,349.0821844092783,151.24372915775004
c_NL0 13 Invest,0.0,1000.0,773.6380784805602,901.3249660240764,281.1476833070129
c_NL0 14 Invest,0.0,178.24745585074902,104.3681814199191,155.29170020037816,85.27668046919364
c_NL0 15 Invest,104.74371506883222,1000.0,368.5371702980242,220.69706258452283,308.9741115034894
c_NL0 16 Invest,270.59415346373174,1000.0,465.84563389029717,374.5988254736156,251.85036753165335
c_NL0 17 Invest,0.0,381.6917597020588,257.23447850330666,286.9489462359884,124.08049711488724
c_NL0 18 Invest,0.0,374.22338201880075,301.3090439659023,369.65870451407295,142.41015296572039
c_NL0 19 Invest,65.69217509147916,1000.0,382.030829723667,198.51786213583046,315.08379962195846
c_NL0 2 Invest,224.11062694421162,1000.0,493.4184387056064,422.83438922081115,243.43398083969674
c_NL0 20 Invest,0.0,387.3256093796921,304.68667072674026,368.1979116206578,143.74315118876203
c_NL0 21 Invest,0.0,414.6216104529943,324.16079168580376,405.26561089765516,156.15082652523654
c_NL0 22 Invest,0.0,1000.0,627.9687192939965,584.4458557726452,264.8557949245699
c_NL0 23 Invest,343.34404179993885,1000.0,491.65769917912235,381.18956711677424,238.82607121928243
c_NL0 24 Invest,0.0,436.1513745274708,339.60170162910117,424.9911338914999,164.03036335593998
c_NL0 25 Invest,0.0,798.2635621018767,343.3764831910373,313.4644733007393,202.8011768384267
c_NL0 26 Invest,0.0,640.6812708064217,426.2150037638433,587.6899773459932,240.29858898910715
c_NL0 27 Invest,0.0,425.97482358488776,340.87355300209555,408.9758634768826,159.71386767366002
c_NL0 28 Invest,0.0,522.1915039670146,408.1931022919445,518.4929890083703,203.8563936407903
c_NL0 3 Invest,398.31912700955206,1000.0,524.3614703146887,427.2635410636276,222.98586625946797
c_NL0 30 Invest,0.0,441.7370433208889,364.2329848785373,381.3291493775343,117.93453424461194
c_NL0 31 Invest,0.0,778.184441092917,389.4344469208138,430.18605148351435,212.88637954693004
c_NL0 33 Invest,0.0,1000.0,520.0011775041336,388.25677537483193,312.48675335357495
c_NL0 4 Invest,0.0,609.9811467476056,388.06391072452584,387.07018644915206,138.4572637081861
c_NL0 5 Invest,0.0,1000.0,556.3707365119699,346.8952877465097,344.84537360233844
c_NL0 6 Invest,206.42013359359123,1000.0,587.3933300980138,508.30964660410467,401.3281605135853
c_NL0 7 Invest,0.0,1000.0,678.4450047484287,777.1603119410441,329.5162300661968
c_NL0 8 Invest,345.8488398556177,1000.0,505.4016092147554,407.852075794358,232.66937480957816
c_NL0 9 Invest,678.1047541590406,1000.0,863.0273966833976,861.8581990811734,86.57844849081594
