run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,rd_up_vol,rd_down_vol,rd_cost_econ,curt_cost,lambda_c_z1,c_dem_z1,nu_c_z1,req_z1,net_import_z1,lambda_c_z2,c_dem_z2,nu_c_z2,req_z2,net_import_z2,lambda_c_z3,c_dem_z3,nu_c_z3,req_z3,net_import_z3,c_NL0 0 Invest,c_NL0 1 Invest,c_NL0 10 Invest,c_NL0 11 Invest,c_NL0 12 Invest,c_NL0 13 Invest,c_NL0 14 Invest,c_NL0 15 Invest,c_NL0 16 Invest,c_NL0 17 Invest,c_NL0 18 Invest,c_NL0 19 Invest,c_NL0 2 Invest,c_NL0 20 Invest,c_NL0 21 Invest,c_NL0 22 Invest,c_NL0 23 Invest,c_NL0 24 Invest,c_NL0 25 Invest,c_NL0 26 Invest,c_NL0 27 Invest,c_NL0 28 Invest,c_NL0 3 Invest,c_NL0 30 Invest,c_NL0 31 Invest,c_NL0 33 Invest,c_NL0 4 Invest,c_NL0 5 Invest,c_NL0 6 Invest,c_NL0 7 Invest,c_NL0 8 Invest,c_NL0 9 Invest
1,ptdf_pos,TIME_LIMIT,220.46000003814697,0.030077662930810278,14700.960775213143,3.110660086112126e9,40.18282306038073,0.0,OPTIMAL,1.769124754169076e6,5.507090944027266e9,79867.43560521743,844628.659281929,924496.094887147,-3.7621127327367887e6,5.510853056760002e9,59329.069352818755,6039.074874306495,59329.06935281835,6039.074874306498,1188.6718282183692,48541.9658340839,3748.9811467476056,48541.96583408356,3748.9811467476084,-1188.6718282183692,53935.51759344085,7001.104754159041,53935.51759344047,7001.104754159029,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,412.87487430649526,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0.0,1000.0,1000.0,609.9811467476056,0.0,0.0,0.0,0.0,1000.0,678.1047541590406,1000.0,0.0,0.0,1000.0
2,ptdf_neg,TIME_LIMIT,220.52100014686584,0.6778740785762419,14700.960775213141,3.1106600861121244e9,40.18282306038073,0.0,OPTIMAL,15520.721037903702,-1.0477378964424133e-9,0.0,7760.36051895185,7760.360518951851,-1.0477378964424133e-9,0.0,59329.069352818755,6039.074874306495,59329.06935281835,6039.074874306498,1188.6718282183692,48541.9658340839,3748.9811467476056,48541.96583408356,3748.9811467476084,-1188.6718282183692,53935.51759344085,7001.104754159041,53935.51759344047,7001.104754159029,0.0,0.0,0.0,0.0,0.0,0.0,678.1047541590406,0.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,609.9811467476056,0.0,0.0,0.0,1000.0,412.87487430649526,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0
3,ptdf_pos,TIME_LIMIT,220.6210000514984,0.1508671521886421,14700.960775213141,3.1106600861121216e9,40.18282306038073,0.0,OPTIMAL,5733.861866489773,-2.066371962428093e-9,0.0,2866.930933244887,2866.9309332448865,-2.066371962428093e-9,0.0,59329.069352818755,6039.074874306495,59329.06935281835,6039.074874306498,1188.6718282183692,48541.9658340839,3748.9811467476056,48541.96583408356,3748.9811467476084,-1188.6718282183692,53935.51759344085,7001.104754159041,53935.51759344047,7001.104754159029,0.0,1000.0,0.0,0.0,0.0,0.0,678.1047541590406,0.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,720.027548595649,0.0,609.9811467476056,0.0,0.0,0.0,1000.0,0.0,0.0,692.8473257108462,0.0,1000.0,1000.0,1000.0,1000.0,1000.0
4,ptdf_neg,TIME_LIMIT,220.44599986076355,0.8330824038039042,14700.960775213141,3.110660086112127e9,40.18282306038073,0.0,OPTIMAL,2.6278300517734196e6,5.498537367086604e9,79742.0048203959,1.2740440234765117e6,1.353786028296908e6,-3.6609655207132027e6,5.502198332607317e9,59329.069352818755,6039.074874306495,59329.06935281835,6039.074874306498,1188.6718282183692,48541.9658340839,3748.9811467476056,48541.96583408356,3748.9811467476084,-1188.6718282183692,53935.51759344085,7001.104754159041,53935.51759344047,7001.104754159029,0.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,1000.0,412.87487430649526,0.0,0.0,1000.0,0.0,1000.0,1000.0,609.9811467476056,0.0,0.0,0.0,0.0,1000.0,678.1047541590406,1000.0,0.0,0.0,1000.0
5,ptdf_pos,TIME_LIMIT,220.61700010299683,0.7632753781006986,14700.960775213143,3.110660086112127e9,40.18282306038073,0.0,OPTIMAL,79315.46581225994,119303.81420737738,0.0,39657.732906129975,39657.73290612997,119303.81420737738,0.0,59329.069352818755,6039.074874306495,59329.06935281835,6039.074874306498,1188.6718282183692,48541.9658340839,3748.9811467476056,48541.96583408356,3748.9811467476084,-1188.6718282183692,53935.51759344085,7001.104754159041,53935.51759344047,7001.104754159029,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,412.87487430649526,0.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,609.9811467476056,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,678.1047541590406,0.0,1000.0,0.0,0.0
6,ptdf_neg,TIME_LIMIT,220.50100016593933,1.2044190201707523,14700.960775213141,3.1106600861121235e9,40.18282306038073,0.0,OPTIMAL,1.9804821181644946e6,5.925520973742917e9,85936.99958445957,947272.5592900172,1.0332095588744773e6,-4.1319975847928748e6,5.92965297132771e9,59329.069352818755,6039.074874306495,59329.06935281835,6039.074874306498,1188.6718282183692,48541.9658340839,3748.9811467476056,48541.96583408356,3748.9811467476084,-1188.6718282183692,53935.51759344085,7001.104754159041,53935.51759344047,7001.104754159029,0.0,0.0,0.0,0.0,678.1047541590406,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,0.0,609.9811467476056,1000.0,412.87487430649526,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
7,ptdf_pos,TIME_LIMIT,220.42900013923645,0.513572868695376,14700.960775213143,3.110660086112124e9,40.18282306038073,0.0,OPTIMAL,2.548348544327971e6,5.694770251909984e9,82589.85652731822,1.2328793439003264e6,1.3154692004276447e6,-3.929848474974096e6,5.698700100384957e9,59329.069352818755,6039.074874306495,59329.06935281835,6039.074874306498,1188.6718282183692,48541.9658340839,3748.9811467476056,48541.96583408356,3748.9811467476084,-1188.6718282183692,53935.51759344085,7001.104754159041,53935.51759344047,7001.104754159029,0.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,412.87487430649526,609.9811467476056,1000.0,0.0,678.1047541590406,1000.0,0.0,1000.0,1000.0
8,ptdf_neg,TIME_LIMIT,220.48099994659424,7.317666954549976,14700.960775213141,3.1106600861121244e9,40.18282306038073,0.0,OPTIMAL,174238.55341782002,25755.926889427472,0.0,87119.27670891,87119.27670891001,25755.926889427472,0.0,59329.069352818755,6039.074874306495,59329.06935281835,6039.074874306498,1188.6718282183692,48541.9658340839,3748.9811467476056,48541.96583408356,3748.9811467476084,-1188.6718282183692,53935.51759344085,7001.104754159041,53935.51759344047,7001.104754159029,0.0,1000.0,0.0,1000.0,0.0,0.0,678.1047541590406,0.0,1000.0,0.0,412.87487430649526,0.0,0.0,609.9811467476056,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0
9,ptdf_pos,TIME_LIMIT,220.3899998664856,0.1373439498351096,14700.960775213143,3.1106600861121254e9,40.18282306038073,0.0,OPTIMAL,1.4749481637239186e6,2.786504043237599e9,40411.903776869694,717268.1299735243,757680.0337503945,-1.9173173664100766e6,2.788421360604009e9,59329.069352818755,6039.074874306495,59329.06935281835,6039.074874306498,1188.6718282183692,48541.9658340839,3748.9811467476056,48541.96583408356,3748.9811467476084,-1188.6718282183692,53935.51759344085,7001.104754159041,53935.51759344047,7001.104754159029,0.0,1000.0,0.0,1000.0,0.0,0.0,678.1047541590406,1000.0,609.9811467476056,0.0,412.87487430649526,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0
10,ptdf_neg,TIME_LIMIT,220.64199995994568,0.4464383573267987,14700.960775213143,3.1106600861121244e9,40.18282306038073,0.0,OPTIMAL,1.645975684212977e6,2.283306238375207e9,33113.87242184853,806430.9058955641,839544.7783174128,-1.5509587323415726e6,2.2848571971075487e9,59329.069352818755,6039.074874306495,59329.06935281835,6039.074874306498,1188.6718282183692,48541.9658340839,3748.9811467476056,48541.96583408356,3748.9811467476084,-1188.6718282183692,53935.51759344085,7001.104754159041,53935.51759344047,7001.104754159029,0.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,609.9811467476056,0.0,0.0,1000.0,1000.0,412.87487430649526,1000.0,1000.0,0.0,678.1047541590406,1000.0,0.0,1000.0,1000.0
