run_id,zone,d_c_z,net_import,req_z,c_dem,lambda_c_z,nu_c,rho
1,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
2,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
3,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
4,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
5,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
6,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
7,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
8,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
9,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
10,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
11,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
12,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
13,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
14,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
15,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
16,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
17,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
18,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.517593485565,0.0,0.0
19,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
20,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
21,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
22,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.517593488104,53935.517593488104,0.0
23,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
24,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
25,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.5175935712,53935.5175935712,0.0
26,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
27,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343584,53935.51759343584,0.0
28,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
29,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.517593435914,53935.517593435914,0.0
30,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
31,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,53935.51759343587,0.0
32,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.517593571545,0.0,0.0
33,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
34,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
35,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
36,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
37,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
38,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
39,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.517593570235,53935.517593570235,0.0
40,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
41,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
42,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
43,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
44,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
45,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
46,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
47,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
48,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
49,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759357209,53935.51759357209,0.0
50,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759358695,53935.51759358695,0.0
51,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759357154,0.0,0.0
52,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759357147,53935.51759357147,0.0
53,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
54,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759357209,53935.51759357209,0.0
55,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
56,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
57,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
58,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
59,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
60,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
61,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.517593435725,53935.51759343577,0.0
62,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759357065,53935.51759357065,0.0
63,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
64,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
65,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
66,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
67,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759357157,0.0,0.0
68,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
69,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759357147,53935.51759357147,0.0
70,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
71,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759343587,0.0,0.0
72,1,16722.70760285112,0.0,16722.70760285112,16722.70760285112,53935.51759357051,0.0,0.0
