run_id,generator,type,bus,gen_zone,target_zone,cm_offer,lambda_c_z,mu_cm_bud,mu_mec_z
1,NL0 0 coal,investable,NL0 0,1,1,6.111111111111111,0.0,0.0,0.0
1,NL0 1 coal,investable,NL0 1,2,1,5.0,0.0,0.0,0.0
1,NL0 1 coal,investable,NL0 1,2,2,85.55555555555556,0.0,0.0,0.0
1,NL0 1 coal,investable,NL0 1,2,3,65.0,0.0,0.0,0.0
1,NL0 10 coal,investable,NL0 10,3,2,70.0,0.0,0.0,0.0
1,NL0 10 coal,investable,NL0 10,3,3,79.44444444444444,0.0,0.0,0.0
1,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,0.0,0.0
1,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,0.0,0.0,0.0
1,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,0.0,0.0,0.0
2,NL0 0 coal,investable,NL0 0,1,1,6.111111111111111,0.0,0.0,0.0
2,NL0 1 coal,investable,NL0 1,2,2,85.55555555555556,0.0,0.0,0.0
2,NL0 1 coal,investable,NL0 1,2,3,65.0,0.0,0.0,0.0
2,NL0 10 coal,investable,NL0 10,3,1,5.0,0.0,0.0,0.0
2,NL0 10 coal,investable,NL0 10,3,2,70.0,0.0,0.0,0.0
2,NL0 10 coal,investable,NL0 10,3,3,79.44444444444444,0.0,0.0,0.0
2,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
2,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,0.0,11.564989182752178,0.0
2,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,0.0,11.564989182752178,0.0
3,NL0 0 coal,investable,NL0 0,1,1,6.111111111111111,0.0,0.0,0.0
3,NL0 1 coal,investable,NL0 1,2,2,85.55555555555556,0.0,0.0,0.0
3,NL0 1 coal,investable,NL0 1,2,3,65.0,0.0,0.0,0.0
3,NL0 10 coal,investable,NL0 10,3,1,5.0,0.0,0.0,0.0
3,NL0 10 coal,investable,NL0 10,3,2,70.0,0.0,0.0,0.0
3,NL0 10 coal,investable,NL0 10,3,3,79.44444444444444,0.0,0.0,0.0
3,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
3,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,0.0,11.564989182752178,0.0
3,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,0.0,11.564989182752178,0.0
4,NL0 0 coal,investable,NL0 0,1,1,6.111111111111111,0.0,0.0,0.0
4,NL0 1 coal,investable,NL0 1,2,2,85.55555555555556,0.0,0.0,0.0
4,NL0 1 coal,investable,NL0 1,2,3,65.0,0.0,0.0,0.0
4,NL0 10 coal,investable,NL0 10,3,1,5.0,0.0,0.0,0.0
4,NL0 10 coal,investable,NL0 10,3,2,70.0,0.0,0.0,0.0
4,NL0 10 coal,investable,NL0 10,3,3,79.44444444444444,0.0,0.0,0.0
4,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
4,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,0.0,11.564989182752178,0.0
4,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,0.0,11.564989182752178,0.0
5,NL0 0 coal,investable,NL0 0,1,1,6.111111111111111,0.0,0.0,0.0
5,NL0 1 coal,investable,NL0 1,2,2,85.55555555555556,0.0,0.0,0.0
5,NL0 1 coal,investable,NL0 1,2,3,65.0,0.0,0.0,0.0
5,NL0 10 coal,investable,NL0 10,3,1,5.0,0.0,0.0,0.0
5,NL0 10 coal,investable,NL0 10,3,2,70.0,0.0,0.0,0.0
5,NL0 10 coal,investable,NL0 10,3,3,79.44444444444444,0.0,0.0,0.0
5,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
5,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,0.0,11.564989182752178,0.0
5,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,0.0,11.564989182752178,0.0
6,NL0 0 coal,investable,NL0 0,1,1,6.111111111111111,0.0,0.0,0.0
6,NL0 1 coal,investable,NL0 1,2,2,85.55555555555556,0.0,0.0,0.0
6,NL0 1 coal,investable,NL0 1,2,3,65.0,0.0,0.0,0.0
6,NL0 10 coal,investable,NL0 10,3,1,5.0,0.0,0.0,0.0
6,NL0 10 coal,investable,NL0 10,3,2,70.0,0.0,0.0,0.0
6,NL0 10 coal,investable,NL0 10,3,3,79.44444444444444,0.0,0.0,0.0
6,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
6,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,0.0,11.564989182752178,0.0
6,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,0.0,11.564989182752178,0.0
7,NL0 0 coal,investable,NL0 0,1,1,6.111111111111111,0.0,0.0,0.0
7,NL0 1 coal,investable,NL0 1,2,2,85.55555555555556,0.0,0.0,0.0
7,NL0 1 coal,investable,NL0 1,2,3,65.0,0.0,0.0,0.0
7,NL0 10 coal,investable,NL0 10,3,1,5.0,0.0,0.0,0.0
7,NL0 10 coal,investable,NL0 10,3,2,70.0,0.0,0.0,0.0
7,NL0 10 coal,investable,NL0 10,3,3,79.44444444444444,0.0,0.0,0.0
7,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
7,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,0.0,11.564989182752178,0.0
7,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,0.0,11.564989182752178,0.0
8,NL0 0 coal,investable,NL0 0,1,1,6.111111111111111,0.0,0.0,0.0
8,NL0 1 coal,investable,NL0 1,2,2,85.55555555555556,0.0,0.0,0.0
8,NL0 1 coal,investable,NL0 1,2,3,65.0,0.0,0.0,0.0
8,NL0 10 coal,investable,NL0 10,3,1,5.0,0.0,0.0,0.0
8,NL0 10 coal,investable,NL0 10,3,2,70.0,0.0,0.0,0.0
8,NL0 10 coal,investable,NL0 10,3,3,79.44444444444444,0.0,0.0,0.0
8,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
8,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,0.0,11.564989182752178,0.0
8,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,0.0,11.564989182752178,0.0
9,NL0 0 coal,investable,NL0 0,1,1,6.111111111111111,0.0,0.0,0.0
9,NL0 1 coal,investable,NL0 1,2,2,85.55555555555556,0.0,0.0,0.0
9,NL0 1 coal,investable,NL0 1,2,3,65.0,0.0,0.0,0.0
9,NL0 10 coal,investable,NL0 10,3,1,5.0,0.0,0.0,0.0
9,NL0 10 coal,investable,NL0 10,3,2,70.0,0.0,0.0,0.0
9,NL0 10 coal,investable,NL0 10,3,3,79.44444444444444,0.0,0.0,0.0
9,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
9,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,0.0,11.564989182752178,0.0
9,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,0.0,11.564989182752178,0.0
10,NL0 0 coal,investable,NL0 0,1,1,6.111111111111111,0.0,0.0,0.0
10,NL0 1 coal,investable,NL0 1,2,2,85.55555555555556,0.0,0.0,0.0
10,NL0 1 coal,investable,NL0 1,2,3,65.0,0.0,0.0,0.0
10,NL0 10 coal,investable,NL0 10,3,1,5.0,0.0,0.0,0.0
10,NL0 10 coal,investable,NL0 10,3,2,70.0,0.0,0.0,0.0
10,NL0 10 coal,investable,NL0 10,3,3,79.44444444444444,0.0,0.0,0.0
10,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
10,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,0.0,11.564989182752178,0.0
10,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,0.0,11.564989182752178,0.0
11,NL0 0 coal,investable,NL0 0,1,1,6.111111111111111,0.0,0.0,0.0
11,NL0 1 coal,investable,NL0 1,2,2,85.55555555555556,0.0,0.0,0.0
11,NL0 1 coal,investable,NL0 1,2,3,65.0,0.0,0.0,0.0
11,NL0 10 coal,investable,NL0 10,3,1,5.0,0.0,0.0,0.0
11,NL0 10 coal,investable,NL0 10,3,2,70.0,0.0,0.0,0.0
11,NL0 10 coal,investable,NL0 10,3,3,79.44444444444444,0.0,0.0,0.0
11,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
11,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,0.0,11.564989182752178,0.0
