run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,rd_up_vol,rd_down_vol,rd_cost_econ,curt_cost,lambda_c_z1,c_dem_z1,nu_c_z1,req_z1,net_import_z1,lambda_c_z2,c_dem_z2,nu_c_z2,req_z2,net_import_z2,lambda_c_z3,c_dem_z3,nu_c_z3,req_z3,net_import_z3,c_NL0 0 Invest,c_NL0 1 Invest,c_NL0 10 Invest,c_NL0 11 Invest,c_NL0 12 Invest,c_NL0 13 Invest,c_NL0 14 Invest,c_NL0 15 Invest,c_NL0 16 Invest,c_NL0 17 Invest,c_NL0 18 Invest,c_NL0 19 Invest,c_NL0 2 Invest,c_NL0 20 Invest,c_NL0 21 Invest,c_NL0 22 Invest,c_NL0 23 Invest,c_NL0 24 Invest,c_NL0 25 Invest,c_NL0 26 Invest,c_NL0 27 Invest,c_NL0 28 Invest,c_NL0 3 Invest,c_NL0 30 Invest,c_NL0 31 Invest,c_NL0 33 Invest,c_NL0 4 Invest,c_NL0 5 Invest,c_NL0 6 Invest,c_NL0 7 Invest,c_NL0 8 Invest,c_NL0 9 Invest
1,ptdf_pos,TIME_LIMIT,220.6619999408722,0.2058831359878891,14700.960775213032,3.0721931079298077e9,40.18282306038073,0.0,OPTIMAL,7.965278185729533e6,7.38376159891728e10,1.070855393018538e6,3.447211396355497e6,4.518066789374037e6,-5.140612910630596e7,7.388902211827911e10,59329.06935279719,2473.059389651389,59329.06935279678,2473.059389651389,4754.687312873477,48541.96583407945,7314.996631402715,48541.96583407909,7314.996631402716,-4754.687312873477,53935.51759343677,7001.10475415893,53935.51759343639,7001.104754159029,0.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,175.99663140271514,0.0,0.0,0.0,0.0,0.0,846.8593896513892,1000.0,1000.0,0.0,1000.0,0.0,0.0,1000.0,0.0,1000.0,678.1047541589296,1000.0,0.0,0.0,1000.0
2,ptdf_neg,TIME_LIMIT,220.65599989891052,1.0664768143189358,14700.96077521316,3.072193107929809e9,40.18282306038073,0.0,OPTIMAL,6.783392522764578e6,3.5791101431838936e10,519069.9769572379,3.1321612729036696e6,3.6512312498609093e6,-2.472697821047747e7,3.5815828410049416e10,59329.06935279719,2473.059389651389,59329.06935279678,2473.059389651389,4754.687312873477,48541.96583407945,7314.996631402715,48541.96583407909,7314.996631402716,-4754.687312873477,53935.51759343677,7001.104754159055,53935.51759343639,7001.104754159029,0.0,0.0,0.0,0.0,0.0,1000.0,678.1047541590551,175.99663140271514,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0,846.8593896513892,1000.0
3,ptdf_pos,TIME_LIMIT,220.60199999809265,0.37677312084236925,14700.960775213034,3.0721931079298058e9,40.18282306038073,0.0,OPTIMAL,6.944046025993742e6,3.562590781131444e10,516676.09275721636,3.213684966618262e6,3.73036105937548e6,-2.4742588933498085e7,3.565065040024793e10,59329.06935279719,2473.059389651389,59329.06935279678,2473.059389651389,4754.687312873477,48541.96583407945,7314.996631402715,48541.96583407909,7314.996631402716,-4754.687312873477,53935.51759343677,7001.10475415893,53935.51759343639,7001.104754159029,0.0,1000.0,0.0,0.0,0.0,1000.0,678.1047541589296,175.99663140271514,1000.0,846.8593896513892,0.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0
4,ptdf_neg,TIME_LIMIT,220.66600012779236,0.7676618666516459,14700.96077521316,3.0721931079298096e9,40.18282306038073,0.0,OPTIMAL,1.1906406377088353e7,1.2852199210156003e11,1.8639184837562025e6,5.021243946666075e6,6.885162430422278e6,-8.838327761794612e7,1.2861037537917798e11,59329.06935279719,2473.059389651389,59329.06935279678,2473.059389651389,4754.687312873477,48541.96583407945,7314.996631402715,48541.96583407909,7314.996631402716,-4754.687312873477,53935.51759343677,7001.104754159055,53935.51759343639,7001.104754159029,0.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,175.99663140271514,0.0,846.8593896513892,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,1000.0,0.0,1000.0,678.1047541590551,1000.0,0.0,0.0,1000.0
5,ptdf_pos,TIME_LIMIT,220.606999874115,0.36519202504548237,14700.960775213032,3.072193107929805e9,40.18282306038073,0.0,OPTIMAL,8.684332200437274e6,8.679223958680334e10,1.2587028867633939e6,3.7128146568369404e6,4.971517543600333e6,-5.825959987082797e7,8.685049918667418e10,59329.06935279719,2473.059389651389,59329.06935279678,2473.059389651389,4754.687312873477,48541.96583407945,7314.996631402715,48541.96583407909,7314.996631402716,-4754.687312873477,53935.51759343677,7001.10475415893,53935.51759343639,7001.104754159029,0.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,175.99663140271514,1000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,846.8593896513892,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,678.1047541589296,0.0,1000.0,0.0,0.0
6,ptdf_neg,TIME_LIMIT,220.67799997329712,5.7366550300483246,14700.960775213032,3.072193107929804e9,40.18282306038073,0.0,OPTIMAL,8.3264882402397245e6,5.978474992976202e10,867048.0498734645,3.7297200951831294e6,4.596768145056595e6,-4.156551150703269e7,5.982631544126905e10,59329.06935279719,2473.059389651389,59329.06935279678,2473.059389651389,4754.687312873477,48541.96583407945,7314.996631402715,48541.96583407909,7314.996631402716,-4754.687312873477,53935.51759343677,7001.10475415893,53935.51759343639,7001.104754159029,0.0,0.0,0.0,0.0,678.1047541589296,1000.0,0.0,1000.0,0.0,1000.0,0.0,0.0,175.99663140271514,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,846.8593896513892,1000.0
7,ptdf_pos,TIME_LIMIT,220.6119999885559,0.03367361399591226,14700.96077521316,3.0721931079298153e9,40.18282306038073,0.0,OPTIMAL,1.2109570118428823e7,8.900144470874072e10,1.2907623644604762e6,5.409403876984173e6,6.700166241444648e6,-6.115843903213751e7,8.906260314777286e10,59329.06935279719,2473.059389651389,59329.06935279678,2473.059389651389,4754.687312873477,48541.96583407945,7314.996631402715,48541.96583407909,7314.996631402716,-4754.687312873477,53935.51759343677,7001.104754159055,53935.51759343639,7001.104754159029,0.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,175.99663140271514,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,678.1047541590551,1000.0,0.0,846.8593896513892,1000.0
8,ptdf_neg,TIME_LIMIT,220.73800015449524,1.257911791973713,14700.960775213034,3.0721931079298067e9,40.18282306038073,0.0,OPTIMAL,5.502429362000218e6,3.4709440888250885e10,503385.4809844882,2.499521940507863e6,3.0029074214923545e6,-2.4157299678806275e7,3.473359818792969e10,59329.06935279719,2473.059389651389,59329.06935279678,2473.059389651389,4754.687312873477,48541.96583407945,7314.996631402715,48541.96583407909,7314.996631402716,-4754.687312873477,53935.51759343677,7001.10475415893,53935.51759343639,7001.104754159029,0.0,0.0,0.0,0.0,0.0,175.99663140271514,678.1047541589296,0.0,1000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,846.8593896513892,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0
9,ptdf_pos,TIME_LIMIT,220.54500007629395,3.274796268303951,14700.960775213034,3.0721931079298058e9,40.18282306038073,0.0,OPTIMAL,6.112659521690285e6,3.5368977329548065e10,512951.3174522014,2.7998541021190425e6,3.3128054195712423e6,-2.466357465382853e7,3.53936409042019e10,59329.06935279719,2473.059389651389,59329.06935279678,2473.059389651389,4754.687312873477,48541.96583407945,7314.996631402715,48541.96583407909,7314.996631402716,-4754.687312873477,53935.51759343677,7001.10475415893,53935.51759343639,7001.104754159029,0.0,0.0,0.0,0.0,0.0,0.0,678.1047541589296,1000.0,1000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,846.8593896513892,1000.0,1000.0,0.0,0.0,0.0,0.0,175.99663140271514,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0
10,ptdf_neg,TIME_LIMIT,220.49699997901917,0.020352949159589358,14700.96077521316,3.0721931079298153e9,40.18282306038073,0.0,OPTIMAL,9.996044940223664e6,7.884465206429514e10,1.1434453518577379e6,4.426299794182962e6,5.569745146040702e6,-5.30772138887752e7,7.889772927818391e10,59329.06935279719,2473.059389651389,59329.06935279678,2473.059389651389,4754.687312873477,48541.96583407945,7314.996631402715,48541.96583407909,7314.996631402716,-4754.687312873477,53935.51759343677,7001.104754159055,53935.51759343639,7001.104754159029,0.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,175.99663140271514,678.1047541590551,1000.0,0.0,846.8593896513892,1000.0
