variable,min,max,mean,median,std
total_cap,14700.960775213034,14700.960775213036,14700.960775213036,14700.960775213034,1.714959656204998e-12
market_cost,3.0721931079297924e9,3.0721931079298134e9,3.072193107929799e9,3.072193107929796e9,7.475519826447072e-6
lambda_e_avg,40.18282306038073,40.18282306038073,40.18282306038072,40.18282306038073,7.489778066296963e-15
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,5.20738880923371e6,1.550283639696283e7,8.157203093023787e6,6.144282820443911e6,3.6279358791828514e6
rd_cost,3.1269675073916992e10,5.0929785370244835e10,3.566991921942616e10,3.1269675073916992e10,7.104948113848116e9
curtailment,453499.71179596265,738624.1876616237,517314.34001054114,453499.71179596265,103040.4942962121
rd_up_vol,2.3419622153568403e6,7.489307916012773e6,3.8199443765066215e6,2.8453915543239736e6,1.7814646892372328e6
rd_down_vol,2.8654265938768703e6,8.0135284809500575e6,4.337258716517164e6,3.298891266119937e6,1.847336353906461e6
rd_cost_econ,-3.528357840720448e7,-2.1805040004428297e7,-2.4770241301191404e7,-2.1805040004428297e7,4.846656588996751e6
curt_cost,3.129148011392142e10,5.096506894865204e10,3.5694689460727356e10,3.129148011392142e10,7.109794106438639e9
lambda_c_z1,59329.06935279719,59329.06935279719,59329.06935279719,59329.06935279719,0.0
lambda_c_z2,48541.96583407945,48541.96583407945,48541.96583407944,48541.96583407945,7.66953273988809e-12
lambda_c_z3,53935.51759343677,53935.51759343677,53935.51759343677,53935.51759343677,0.0
c_dem_z1,2473.059389651389,2473.059389651389,2473.059389651389,2473.059389651389,0.0
c_dem_z2,7314.996631402715,7314.996631402715,7314.996631402713,7314.996631402715,1.9173831849720224e-12
c_dem_z3,7001.10475415893,7001.10475415893,7001.1047541589305,7001.10475415893,9.586915924860112e-13
nu_c_z1,59329.06935279678,59329.06935279678,59329.06935279678,59329.06935279678,0.0
nu_c_z2,48541.96583407909,48541.96583407909,48541.965834079085,48541.96583407909,7.66953273988809e-12
nu_c_z3,53935.51759343639,53935.51759343639,53935.517593436394,53935.51759343639,7.66953273988809e-12
req_z1,2473.059389651389,2473.059389651389,2473.059389651389,2473.059389651389,0.0
req_z2,7314.996631402716,7314.996631402716,7314.996631402716,7314.996631402716,0.0
req_z3,7001.104754159029,7001.104754159029,7001.104754159029,7001.104754159029,0.0
net_import_z1,4754.687312873477,4754.687312873477,4754.687312873476,4754.687312873477,9.586915924860112e-13
net_import_z2,-4754.687312873477,-4754.687312873477,-4754.687312873476,-4754.687312873477,9.586915924860112e-13
net_import_z3,0.0,0.0,0.0,0.0,0.0
c_NL0 0 Invest,72.68583162755317,144.62373837795099,124.04436310331997,124.20339933010251,19.737512748818666
c_NL0 1 Invest,583.8936294050291,714.9820060010375,686.1020452018444,714.9820060010375,54.416616857794175
c_NL0 10 Invest,83.68763306224872,130.96633548854894,117.50788494278852,120.96028923671292,12.45667902703997
c_NL0 11 Invest,363.24033966163256,1000.0,661.0676709184372,639.8287053260501,152.83987906129568
c_NL0 12 Invest,539.8733796463786,775.8736649163857,723.8874764431241,759.6950963901113,81.3845768136098
c_NL0 13 Invest,522.1793832934627,876.4885852577218,612.1613631977757,522.1793832934627,138.83474355581075
c_NL0 14 Invest,0.0,829.8228302450657,208.90877103490902,0.0,345.46224595627154
c_NL0 15 Invest,498.15634300005195,1000.0,873.1477127339231,1000.0,208.24381166936422
c_NL0 16 Invest,86.93246149331644,125.99226521548792,116.99958537519987,125.99226521548792,16.011453745581786
c_NL0 17 Invest,84.66302238610592,146.7564703844776,127.11513894172488,138.5926959354769,21.205222772335063
c_NL0 18 Invest,117.28915432252188,171.11148654287217,132.8876280049869,131.62668867721055,14.36318108854124
c_NL0 19 Invest,301.70241214990165,1000.0,841.2482916136638,1000.0,241.09974854933833
c_NL0 2 Invest,459.3351292293929,867.8374013965476,584.3918004798136,459.3351292293929,167.35899155253952
c_NL0 20 Invest,82.11921030951044,177.57224511305748,103.05801167762931,94.83635827799691,27.043141129504228
c_NL0 21 Invest,17.142637540077033,144.17728285679988,93.43448715756566,89.36171930689022,33.829246601208176
c_NL0 22 Invest,501.00130501567196,811.8578453484856,622.5798049247629,586.2908263960394,90.69340341907544
c_NL0 23 Invest,52.921707368480384,153.1280043337056,124.77301006682755,132.12742432772626,26.654415646996487
c_NL0 24 Invest,30.62440633808994,191.4504612215058,134.08377040751643,131.5105164025506,42.08005558317461
c_NL0 25 Invest,271.29407115091453,1000.0,518.5966014160297,271.29407115091453,332.5383984244728
c_NL0 26 Invest,322.9668085623425,966.7674251393236,796.6633470900258,908.7704680725955,222.32454569674508
c_NL0 27 Invest,7.4835211530025845,174.71567594820533,152.8434077103474,174.71567594820533,52.26262862533977
c_NL0 28 Invest,720.905978559309,1000.0,826.5077668119036,776.901866559701,99.59902306697867
c_NL0 3 Invest,37.91054872217842,176.82302674502466,137.55376962736878,148.29578058033724,36.82049525109169
c_NL0 30 Invest,26.419895367868094,153.21315505215932,132.6246464899134,153.21315505215932,41.304822798086335
c_NL0 31 Invest,699.571683000052,1000.0,917.8597877770848,1000.0,122.00710516914626
c_NL0 33 Invest,0.0,1000.0,219.005069598728,146.7246148608972,278.3936711427812
c_NL0 4 Invest,323.69939819250965,1000.0,884.7850760022375,1000.0,218.1395347539177
c_NL0 5 Invest,682.6629961031886,909.930970226357,733.1831911938249,723.8942190659277,63.948176313009256
c_NL0 6 Invest,550.9145987761906,951.7242417376983,798.0608790550779,804.6600259081642,99.4697913432312
c_NL0 7 Invest,0.0,1000.0,754.7283695295303,872.3308305700152,286.75744781896975
c_NL0 8 Invest,63.286040178952206,164.60585498233758,130.92861654747244,134.69880649963534,25.543522355758515
c_NL0 9 Invest,743.4229897408763,866.9653557222055,810.2214301376765,813.9387575982332,30.706720994964318
