run_id,zone_a,zone_b,bound,f_ab,phi_lo,phi_hi,at_bound
1,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
1,1,3,2377.3436564367385,2377.3436564367385,0.0,5393.5517591941325,upper
1,2,3,2377.3436564367385,-2377.3436564367385,5393.551759191061,0.0,lower
2,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
2,1,3,2377.3436564367385,2377.3436564367385,0.0,5393.5517591941325,upper
2,2,3,2377.3436564367385,-2377.3436564367385,5393.551759191061,0.0,lower
3,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
3,1,3,2377.3436564367385,2377.3436564367385,0.0,5393.5517591941325,upper
3,2,3,2377.3436564367385,-2377.3436564367385,5393.551759191061,0.0,lower
4,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
4,1,3,2377.3436564367385,2377.3436564367385,0.0,5393.5517591941325,upper
4,2,3,2377.3436564367385,-2377.3436564367385,5393.551759191061,0.0,lower
5,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
5,1,3,2377.3436564367385,2377.3436564367385,0.0,5393.5517591941325,upper
5,2,3,2377.3436564367385,-2377.3436564367385,5393.551759191061,0.0,lower
6,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
6,1,3,2377.3436564367385,2377.3436564367385,0.0,5393.5517591941325,upper
6,2,3,2377.3436564367385,-2377.3436564367385,5393.551759191061,0.0,lower
7,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
7,1,3,2377.3436564367385,2377.3436564367385,0.0,5393.5517591941325,upper
7,2,3,2377.3436564367385,-2377.3436564367385,5393.551759191061,0.0,lower
8,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
8,1,3,2377.3436564367385,2377.3436564367385,0.0,5393.5517591941325,upper
8,2,3,2377.3436564367385,-2377.3436564367385,5393.551759191061,0.0,lower
9,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
9,1,3,2377.3436564367385,2377.3436564367385,0.0,5393.5517591941325,upper
9,2,3,2377.3436564367385,-2377.3436564367385,5393.551759191061,0.0,lower
10,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
10,1,3,2377.3436564367385,2377.3436564367385,0.0,5393.5517591941325,upper
10,2,3,2377.3436564367385,-2377.3436564367385,5393.551759191061,0.0,lower
11,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
11,1,3,2377.3436564367385,2377.3436564367385,0.0,5393.5517591941325,upper
11,2,3,2377.3436564367385,-2377.3436564367385,5393.551759191061,0.0,lower
12,1,2,2377.3436564367385,2377.3436564367385,0.0,10787.103518551114,upper
