run_id,zone_a,zone_b,bound,f_ab,phi_lo,phi_hi,at_bound
1,1,2,2377.3436564367385,2338.8903589109364,0.0,0.0,interior
1,1,3,2377.3436564367385,-2377.34365638607,0.0,0.0,lower
1,2,3,2377.3436564367385,-22.761097722254817,0.0,0.0,interior
2,1,2,2377.3436564367385,-15.692199753071236,0.0,0.0,interior
2,1,3,2377.3436564367385,-22.761097722242994,0.0,0.0,interior
2,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
3,1,2,2377.3436564367385,-15.692199752940269,0.0,0.0,interior
3,1,3,2377.3436564367385,-22.761097772750418,0.0,0.0,interior
3,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
4,1,2,2377.3436564367385,-15.692199752933448,0.0,0.0,interior
4,1,3,2377.3436564367385,-22.761097722199338,-0.0,0.0,interior
4,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
5,1,2,2377.3436564367385,-15.69219975309852,0.0,0.0,interior
5,1,3,2377.3436564367385,-22.761097722270733,0.0,0.0,interior
5,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
6,1,2,2377.3436564367385,-15.692199752927536,0.0,0.0,interior
6,1,3,2377.3436564367385,-22.761097722323484,0.0,0.0,interior
6,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
7,1,2,2377.3436564367385,-15.692199752927536,0.0,0.0,interior
7,1,3,2377.3436564367385,-22.761097722236173,0.0,0.0,interior
7,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
8,1,2,2377.3436564367385,-15.692199752913439,0.0,0.0,interior
8,1,3,2377.3436564367385,-22.76109772228665,0.0,0.0,interior
8,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
9,1,2,2377.3436564367385,-15.692199752932538,0.0,0.0,interior
9,1,3,2377.3436564367385,-22.7610977222339,0.0,0.0,interior
9,2,3,2377.3436564367385,-2377.3436564367385,-0.0,0.0,lower
10,1,2,2377.3436564367385,-15.692199752841589,0.0,0.0,interior
10,1,3,2377.3436564367385,-22.761097722291197,0.0,0.0,interior
10,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
11,1,2,2377.3436564367385,-15.692199752998476,0.0,0.0,interior
11,1,3,2377.3436564367385,-22.761097722242994,0.0,0.0,interior
11,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
12,1,2,2377.3436564367385,941.3041552008237,0.0,0.0,interior
12,1,3,2377.3436564367385,-979.7574526759729,-0.0,0.0,interior
12,2,3,2377.3436564367385,-1420.3473014829985,0.0,0.0,interior
13,1,2,2377.3436564367385,2338.890358961605,0.0,0.0,interior
13,1,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
13,2,3,2377.3436564367385,-22.761097722291197,0.0,0.0,interior
14,1,2,2377.3436564367385,-15.692199753120349,0.0,0.0,interior
14,1,3,2377.3436564367385,-22.76109772237578,0.0,0.0,interior
14,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
15,1,2,2377.3436564367385,-15.692199753115347,0.0,0.0,interior
15,1,3,2377.3436564367385,-22.761097722401246,0.0,0.0,interior
15,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
16,1,2,2377.3436564367385,-15.692199752842384,0.0,0.0,interior
16,1,3,2377.3436564367385,-22.761097722291538,0.0,0.0,interior
16,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
17,1,2,2377.3436564367385,-15.692199752832948,0.0,0.0,interior
17,1,3,2377.3436564367385,-22.761097722253908,0.0,0.0,interior
17,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
18,1,2,2377.3436564367385,2338.8903589616184,0.0,0.0,interior
18,1,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
18,2,3,2377.3436564367385,-22.76109772228483,-0.0,0.0,interior
19,1,2,2377.3436564367385,-15.692199752904514,0.0,0.0,interior
19,1,3,2377.3436564367385,-22.76109772222935,0.0,0.0,interior
19,2,3,2377.3436564367385,-2377.3436564367385,-0.0,0.0,lower
20,1,2,2377.3436564367385,-15.692199752945726,0.0,0.0,interior
20,1,3,2377.3436564367385,-22.761097722241175,0.0,0.0,interior
20,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
21,1,2,2377.3436564367385,-15.69219975278429,0.0,0.0,interior
21,1,3,2377.3436564367385,-22.761097722349405,0.0,0.0,interior
21,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
22,1,2,2377.3436564367385,-15.692199752737906,0.0,0.0,interior
22,1,3,2377.3436564367385,-22.76109772239579,0.0,0.0,interior
22,2,3,2377.3436564367385,-2377.3436564367385,-0.0,0.0,lower
23,1,2,2377.3436564367385,-15.692199753141267,0.0,0.0,interior
23,1,3,2377.3436564367385,-22.761097722221166,0.0,0.0,interior
23,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
24,1,2,2377.3436564367385,-15.69219975569919,0.0,0.0,interior
24,1,3,2377.3436564367385,-22.761097723556304,0.0,0.0,interior
24,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
25,1,2,2377.3436564367385,-15.692199752933902,0.0,0.0,interior
25,1,3,2377.3436564367385,-22.761097722200248,-0.0,0.0,interior
25,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
26,1,2,2377.3436564367385,-15.692199752780198,0.0,0.0,interior
26,1,3,2377.3436564367385,-22.761097722291197,0.0,0.0,interior
26,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
27,1,2,2377.3436564367385,-15.69219975312808,0.0,0.0,interior
27,1,3,2377.3436564367385,-22.761097722258455,0.0,0.0,interior
27,2,3,2377.3436564367385,-2377.3436564367385,-0.0,0.0,lower
28,1,2,2377.3436564367385,-15.692199752818397,0.0,0.0,interior
28,1,3,2377.3436564367385,-22.761097722275736,0.0,0.0,interior
28,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
29,1,2,2377.3436564367385,2338.890358961605,0.0,0.0,interior
29,1,3,2377.3436564367385,-2377.3436564367385,-0.0,0.0,lower
29,2,3,2377.3436564367385,-22.761097722222985,0.0,0.0,interior
30,1,2,2377.3436564367385,-15.692199752850684,0.0,0.0,interior
30,1,3,2377.3436564367385,-22.76109772228301,0.0,0.0,interior
30,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
31,1,2,2377.3436564367385,-15.692199752873876,0.0,0.0,interior
31,1,3,2377.3436564367385,-22.761097722316663,0.0,0.0,interior
31,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
32,1,2,2377.3436564367385,-15.692199752853867,-0.0,0.0,interior
32,1,3,2377.3436564367385,-22.761097722641807,0.0,0.0,interior
32,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
33,1,2,2377.3436564367385,-15.692199752877514,0.0,0.0,interior
33,1,3,2377.3436564367385,-22.761097722211616,0.0,0.0,interior
33,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
34,1,2,2377.3436564367385,-15.692199753121258,0.0,0.0,interior
34,1,3,2377.3436564367385,-22.761097722222075,0.0,0.0,interior
34,2,3,2377.3436564367385,-2377.3436564367385,-0.0,0.0,lower
35,1,2,2377.3436564367385,-15.692199752907982,0.0,0.0,interior
35,1,3,2377.3436564367385,-22.761097722254362,0.0,0.0,interior
35,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
36,1,2,2377.3436564367385,-15.69219975286569,0.0,0.0,interior
36,1,3,2377.3436564367385,-22.76109772232803,0.0,0.0,interior
36,2,3,2377.3436564367385,-2377.3436564367385,-0.0,0.0,lower
37,1,2,2377.3436564367385,-15.692199752982106,0.0,0.0,interior
37,1,3,2377.3436564367385,-22.76109772232394,0.0,0.0,interior
37,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
38,1,2,2377.3436564367385,495.2643334444059,0.0,0.0,interior
38,1,3,2377.3436564367385,-533.7176309195561,0.0,0.0,interior
38,2,3,2377.3436564367385,-1866.3871232394126,-0.0,0.0,interior
39,1,2,2377.3436564367385,-15.69219975322585,0.0,0.0,interior
39,1,3,2377.3436564367385,-22.76109772251948,0.0,0.0,interior
39,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
40,1,2,2377.3436564367385,-15.692199752967554,0.0,0.0,interior
40,1,3,2377.3436564367385,-22.76109772223481,0.0,0.0,interior
40,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
41,1,2,2377.3436564367385,-15.692199752897977,0.0,0.0,interior
41,1,3,2377.3436564367385,-22.7610977222339,0.0,0.0,interior
41,2,3,2377.3436564367385,-2377.3436564367385,-0.0,0.0,lower
42,1,2,2377.3436564367385,-15.692199753014847,0.0,0.0,interior
42,1,3,2377.3436564367385,-22.761097722237537,0.0,0.0,interior
42,2,3,2377.3436564367385,-2377.3436564367385,0.0,0.0,lower
43,1,2,2377.3436564367385,-15.692199752746092,0.0,0.0,interior
43,1,3,2377.3436564367385,-22.761097722336217,0.0,0.0,interior
