run_id,sys_avail,sys_req,sys_slack,zone,req_z,net_import,zone_avail,zone_offers,zone_slack,lambda_c_z,nu_c_z
3,275.0,275.0,0.0,1,275.0,0.0,275.0,275.0,0.0,27.0,0.0
5,275.0,275.0,0.0,1,275.0,0.0,275.0,275.0,0.0,0.0,0.0
6,275.0,275.0,0.0,1,275.0,0.0,275.0,275.0,0.0,27.0,27.0
