run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,rd_up_vol,rd_down_vol,rd_cost_econ,curt_cost,lambda_c_z1,c_dem_z1,nu_c_z1,req_z1,net_import_z1,c_NL0 0 CCGT,c_NL0 1 coal,c_NL0 10 nuclear
3,ptdf_pos,OPTIMAL,0.09800004959106445,1.029979756964001e-10,275.0,10277.25,6.0,0.0,OPTIMAL,425.62329761479975,2.9365715480369292e7,425.62329761479975,0.0,425.62329761479975,-2292.05505188897,2.936800753542118e7,27.0,275.0,0.0,275.0,0.0,200.0,75.0,0.0
5,ptdf_pos,OPTIMAL,0.01699995994567871,0.0,275.0,10277.25,15.0,0.0,OPTIMAL,425.62329761479975,2.9365715480369292e7,425.62329761479975,0.0,425.62329761479975,-2292.05505188897,2.936800753542118e7,0.0,275.0,0.0,275.0,0.0,200.0,75.0,0.0
6,ptdf_neg,OPTIMAL,0.12199997901916504,0.0,275.0,10277.25,6.0,0.0,OPTIMAL,425.62329761479975,2.9365715480369292e7,425.62329761479975,0.0,425.62329761479975,-2292.05505188897,2.936800753542118e7,27.0,275.0,27.0,275.0,0.0,200.0,75.0,0.0
