run_id,t,line,market_flow,final_flow,Fmax,market_utilization,final_utilization,market_overload,market_violated,final_feasible
1,1,0,-5.963548947530533,-3.138223206378445,5.0,1.1927097895061067,0.627644641275689,0.9635489475305334,true,true
1,1,1,58.32216533818376,10.0,10.0,5.832216533818376,1.0,48.32216533818376,true,true
1,1,2,48.820691804673416,5.0,5.0,9.764138360934684,1.0,43.820691804673416,true,true
1,2,0,-12.9210227196495,-3.138223206378427,5.0,2.5842045439299,0.6276446412756854,7.9210227196495,true,true
1,2,1,43.507548708921945,10.0,10.0,4.350754870892194,1.0,33.507548708921945,true,true
1,2,2,22.92102271964951,5.0,5.0,4.584204543929902,1.0,17.92102271964951,true,true
1,3,0,13.41798513194372,5.0,5.0,2.683597026388744,1.0,8.41798513194372,true,true
1,3,1,-1.5820148680562802,-6.483145613923732,10.0,0.158201486805628,0.6483145613923732,0.0,false,true
1,3,2,19.79630058234203,1.4831456139237746,5.0,3.959260116468406,0.29662912278475495,14.796300582342031,true,true
2,1,0,-5.963548947530533,-3.138223206378445,5.0,1.1927097895061067,0.627644641275689,0.9635489475305334,true,true
2,1,1,58.32216533818376,10.0,10.0,5.832216533818376,1.0,48.32216533818376,true,true
2,1,2,48.820691804673416,5.0,5.0,9.764138360934684,1.0,43.820691804673416,true,true
2,2,0,-26.83597026388742,-5.0,5.0,5.367194052777483,1.0,21.83597026388742,true,true
2,2,1,59.59260116468403,5.5902884710666285,10.0,5.9592601164684025,0.5590288471066629,49.59260116468403,true,true
2,2,2,16.835970263887447,-2.3760027567808706,5.0,3.3671940527774895,0.4752005513561741,11.835970263887447,true,true
2,3,0,-0.49696241229420046,-3.1382232063784308,5.0,0.0993924824588401,0.6276446412756862,0.0,false,true
2,3,1,14.503037587705798,10.0,10.0,1.4503037587705798,1.0,4.503037587705798,true,true
2,3,2,13.71124812657995,5.0,5.0,2.74224962531599,1.0,8.71124812657995,true,true
3,1,0,-5.963548947530533,-3.138223206378445,5.0,1.1927097895061067,0.627644641275689,0.9635489475305334,true,true
3,1,1,58.32216533818376,10.0,10.0,5.832216533818376,1.0,48.32216533818376,true,true
3,1,2,48.820691804673416,5.0,5.0,9.764138360934684,1.0,43.820691804673416,true,true
3,2,0,-24.052980755039833,-3.8561527827337088,5.0,4.8105961510079664,0.7712305565467418,19.052980755039833,true,true
3,2,1,62.37559067353161,10.0,10.0,6.237559067353161,1.0,52.37559067353161,true,true
3,2,2,24.05298075503986,3.856152782733737,5.0,4.810596151007973,0.7712305565467474,19.05298075503986,true,true
3,3,0,2.2860270965533847,-3.1382232063784343,5.0,0.45720541931067693,0.6276446412756869,0.0,false,true
3,3,1,17.286027096553383,10.0,10.0,1.7286027096553382,1.0,7.286027096553383,true,true
3,3,2,20.928258617732368,5.0,5.0,4.185651723546473,1.0,15.928258617732368,true,true
4,1,0,-5.963548947530533,-3.138223206378445,5.0,1.1927097895061067,0.627644641275689,0.9635489475305334,true,true
4,1,1,58.32216533818376,10.0,10.0,5.832216533818376,1.0,48.32216533818376,true,true
4,1,2,48.820691804673416,5.0,5.0,9.764138360934684,1.0,43.820691804673416,true,true
4,2,0,-15.704012228497083,-3.856152782733716,5.0,3.140802445699417,0.7712305565467432,10.704012228497083,true,true
4,2,1,40.72455920007436,10.0,10.0,4.072455920007436,1.0,30.72455920007436,true,true
4,2,2,15.704012228497096,3.85615278273373,5.0,3.140802445699419,0.771230556546746,10.704012228497096,true,true
4,3,0,10.634995623096135,5.0,5.0,2.126999124619227,1.0,5.634995623096135,true,true
4,3,1,-4.3650043769038644,-10.0,10.0,0.43650043769038643,1.0,0.0,false,true
4,3,2,12.579290091189616,-2.0337087721524867,5.0,2.5158580182379233,0.4067417544304973,7.579290091189616,true,true
5,1,0,-5.963548947530533,-3.138223206378445,5.0,1.1927097895061067,0.627644641275689,0.9635489475305334,true,true
5,1,1,58.32216533818376,10.0,10.0,5.832216533818376,1.0,48.32216533818376,true,true
5,1,2,48.820691804673416,5.0,5.0,9.764138360934684,1.0,43.820691804673416,true,true
5,2,0,-18.487001737344663,-3.138223206378427,5.0,3.6974003474689328,0.6276446412756854,13.487001737344663,true,true
5,2,1,57.94156969122678,10.0,10.0,5.794156969122678,1.0,47.94156969122678,true,true
5,2,2,28.48700173734469,5.0,5.0,5.697400347468938,1.0,23.48700173734469,true,true
5,3,0,7.852006114248552,0.0,5.0,1.5704012228497104,0.0,2.852006114248552,true,true
5,3,1,12.852006114248553,5.000000000000002,10.0,1.2852006114248553,0.5000000000000002,2.852006114248553,true,true
5,3,2,25.3622796000372,5.0,5.0,5.072455920007441,1.0,20.3622796000372,true,true
6,1,0,-5.963548947530533,-3.138223206378445,5.0,1.1927097895061067,0.627644641275689,0.9635489475305334,true,true
6,1,1,58.32216533818376,10.0,10.0,5.832216533818376,1.0,48.32216533818376,true,true
