run_id,weight_type,rd_cost_econ,curtailment,capacity_market_cost,cm_plus_redispatch_cost,grid_load_shedding_cost,total_cost,scenario,case_study,design,sigma,design_order,design_label
58,ptdf_neg,19320.055523495656,0.0,917883815.4241096,917903135.4796331,0.0,917903135.4796331,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
59,ptdf_pos,19320.055523495656,0.0,917883815.4241096,917903135.4796331,0.0,917903135.4796331,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
60,ptdf_neg,19320.055523495656,0.0,917883815.4241096,917903135.4796331,0.0,917903135.4796331,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
61,ptdf_pos,-3748963.746512733,77970.68834481658,917883815.4241096,914134851.6775968,5379977495.792344,6294112347.469941,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
62,ptdf_neg,0.0,0.0,917883815.4241096,917883815.4241096,0.0,917883815.4241096,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
63,ptdf_pos,19320.055523495656,0.0,917883815.4241096,917903135.4796331,0.0,917903135.4796331,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
64,ptdf_neg,19320.055523495656,0.0,917883815.4241096,917903135.4796331,0.0,917903135.4796331,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
65,ptdf_pos,-3887297.9665525183,80847.75387426782,917883815.4241096,913996517.4575571,5578495017.324479,6492491534.782036,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
66,ptdf_neg,173166.14445611837,0.0,917883815.4241096,918056981.5685657,0.0,918056981.5685657,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
67,ptdf_pos,40167.84604431875,0.0,917883815.4241096,917923983.2701539,0.0,917923983.2701539,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
68,ptdf_neg,-3684075.010627613,79016.12706989748,917883815.4241096,914199740.413482,5452112767.8229265,6366312508.236408,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
69,ptdf_pos,-3995704.5177162215,83102.38581713826,917883815.4241096,913888110.9063934,5734064621.38254,6647952732.288933,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
70,ptdf_neg,119303.81420737693,0.0,917883815.4241096,918003119.238317,0.0,918003119.238317,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
71,ptdf_pos,-3624733.0492816046,79414.47210986423,917883815.4241096,914259082.374828,5479598575.580632,6393857657.955461,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
72,ptdf_neg,13890.724282529438,0.0,917883815.4241096,917897706.1483921,0.0,917897706.1483921,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
73,ptdf_pos,-3748963.746512733,77970.68834481656,917883815.4241096,914134851.6775968,5379977495.792343,6294112347.46994,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
74,ptdf_neg,10797.55967607908,0.0,917883815.4241096,917894612.9837856,0.0,917894612.9837856,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
75,ptdf_pos,-39977.74541609734,19469.166893656307,917883815.4241096,917843837.6786935,1343372515.662285,2261216353.3409786,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
76,ptdf_neg,-7.916241884231567e-09,0.0,917883815.4241096,917883815.4241096,0.0,917883815.4241096,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
77,ptdf_pos,-980718.0400770976,20519.14226149816,917883815.4241096,916903097.3840325,1415820816.043373,2332723913.4274054,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
78,ptdf_neg,-7875673.983012915,164294.6020000555,917883815.4241096,910008141.4410967,11336327538.00383,12246335679.444927,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
79,ptdf_pos,-1687743.194412738,37040.41321456743,917883815.4241096,916196072.2296969,2555788511.805153,3471984584.0348496,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
80,ptdf_neg,-3.725290298461914e-09,0.0,917883815.4241096,917883815.4241096,0.0,917883815.4241096,nl34_z3_sigma25,Case Study 1,Split,0.25,2,$\sigma=0.25$
1,ptdf_pos,-7680765.452845,161168.83007891514,905061489.3633145,897380723.9104695,11120649275.445145,12018029999.355614,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
2,ptdf_neg,-334754.55518056825,6962.20205355916,905061489.3633145,904726734.808134,480391941.69558203,1385118676.503716,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
3,ptdf_pos,18092.19940025732,6688.883281136331,905061489.3633145,905079581.5627148,461532946.3984068,1366612527.9611216,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
4,ptdf_neg,-7612809.37082614,161076.2963720288,905061489.3633145,897448679.9924884,11114264449.669987,12011713129.662476,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
5,ptdf_pos,-663198.9158283174,15614.914488049484,905061489.3633145,904398290.4474862,1077429099.6754143,1981827390.1229005,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
6,ptdf_neg,-7282820.922208682,151909.22433301224,905061489.3633146,897778668.441106,10481736478.977844,11379515147.418951,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
7,ptdf_pos,-11119929.09777689,232128.6553356951,905061489.3633145,893941560.2655376,16016877218.162962,16910818778.4285,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
8,ptdf_neg,88084.31234396063,0.0,905061489.3633145,905149573.6756585,0.0,905149573.6756585,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
9,ptdf_pos,-643249.4366898984,15200.006602628848,905061489.3633145,904418239.9266247,1048800455.5813905,1953218695.5080152,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
10,ptdf_neg,-9174507.728613555,191667.91643963664,905061489.3633145,895886981.634701,13225086234.334929,14120973215.96963,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
11,ptdf_pos,-1301788.3728049733,27074.504413704533,905061489.3633145,903759700.9905095,1868140804.5456128,2771900505.5361223,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
12,ptdf_neg,-4250718.746109486,121294.0731161322,905061489.3633145,900810770.617205,8369291045.013122,9270101815.630327,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
13,ptdf_pos,-1197115.294513147,24897.52098104368,905061489.3633145,903864374.0688014,1717928947.6920137,2621793321.760815,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
14,ptdf_neg,-8030647.465468019,180286.27971148523,905061489.3633145,897030841.8978465,12439753300.092482,13336784141.990328,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
15,ptdf_pos,-1593084.7136566788,33628.208964109384,905061489.3633145,903468404.6496578,2320346418.5235476,3223814823.1732054,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
16,ptdf_neg,-7185057.008059353,151909.22433301245,905061489.3633145,897876432.3552551,10481736478.97786,11379612911.333115,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
17,ptdf_pos,-240858.81879064068,5504.708457792898,905061489.3633145,904820630.5445238,379824883.58770996,1284645514.1322339,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
18,ptdf_neg,-7905003.226601973,164407.7096045963,905061489.3633145,897156486.1367126,11344131962.717146,12241288448.853859,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
19,ptdf_pos,-7997063.43994005,166322.37154551467,905061489.3633145,897064425.9233744,11476243636.640512,12373308062.563887,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
20,ptdf_neg,-165812.39431659132,4623.809456966587,905061489.3633145,904895676.968998,319042852.53069454,1223938529.4996924,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
21,ptdf_pos,-242310.67740875852,5039.56068632011,905061489.3633145,904819178.6859057,347729687.3560876,1252548866.0419934,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
22,ptdf_neg,-7985340.682659298,166078.5624515074,905061489.3633145,897076148.6806552,11459420809.15401,12356496957.834665,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
23,ptdf_pos,-7512323.205725655,158837.8459227006,905061489.3633145,897549166.1575888,10959811368.666342,11857360534.82393,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
24,ptdf_neg,-327721.6078204401,6815.93130146472,905061489.3633145,904733767.7554941,470299259.8010656,1375033027.5565598,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
25,ptdf_pos,-7420844.036309093,154338.2002998165,905061489.3633145,897640645.3270054,10649335820.687338,11546976466.014343,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
26,ptdf_neg,-288681.4405197054,6003.976605864338,905061489.3633145,904772807.9227948,414274385.80463934,1319047193.7274342,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
27,ptdf_pos,-302549.3031361252,6581.2622563497325,905061489.3633145,904758940.0601784,454107095.6881316,1358866035.74831,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
28,ptdf_neg,-7554684.185780823,160941.43567535828,905061489.3633145,897506805.1775336,11104959061.599722,12002465866.777256,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
29,ptdf_pos,-329065.3346986808,6843.87804001189,905061489.3633145,904732424.0286158,472227584.76082045,1376960008.7894363,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
30,ptdf_neg,-7651369.00236547,160946.1385265319,905061489.3633145,897410120.360949,11105283558.330702,12002693678.69165,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
31,ptdf_pos,-7776633.487243131,162560.48557518868,905061489.3633145,897284855.8760713,11216673504.688019,12113958360.56409,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
32,ptdf_neg,-330684.313829571,6877.549455845863,905061489.3633145,904730805.049485,474550912.45336455,1379281717.5028496,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
33,ptdf_pos,-7244124.06277898,164004.87855410285,905061489.3633145,897817365.3005356,11316336620.233097,12214153985.533632,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
34,ptdf_neg,-1197115.294412814,24897.520981043646,905061489.3633145,903864374.0689017,1717928947.6920116,2621793321.7609134,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
35,ptdf_pos,-1096907.6512685008,22813.40935930528,905061489.3633145,903964581.712046,1574125245.7920642,2478089827.5041103,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
36,ptdf_neg,-10168521.977226794,216536.91454814,905061489.3633145,894892967.3860877,14941047103.82166,15835940071.207747,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
37,ptdf_pos,-1096907.6512685008,22813.409359305257,905061489.3633145,903964581.712046,1574125245.7920628,2478089827.504109,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
38,ptdf_neg,-10168521.977226794,216536.91454814,905061489.3633145,894892967.3860877,14941047103.82166,15835940071.207747,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
39,ptdf_pos,-9100770.396209748,189277.19237931585,905061489.3633145,895960718.9671048,13060126274.172794,13956086993.139898,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
40,ptdf_neg,-240582.44753298908,5429.209742443514,905061489.3633145,904820906.9157815,374615472.22860247,1279436379.144384,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
41,ptdf_pos,-165812.39431659132,4623.809456966587,905061489.3633145,904895676.968998,319042852.53069454,1223938529.4996924,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
42,ptdf_neg,-7997063.43994005,166322.37154551467,905061489.3633145,897064425.9233744,11476243636.640512,12373308062.563887,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
43,ptdf_pos,-7558763.717536896,157299.07837882184,905061489.3633145,897502725.6457776,10853636408.138706,11751139133.784483,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
44,ptdf_neg,-2987363.358806014,66995.01856246835,905061489.3633145,902074126.0045085,4622656280.810316,5524730406.814825,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
45,ptdf_pos,-1013006.543732971,21407.085117918963,905061489.3633145,904048482.8195815,1477088873.1364086,2381137355.95599,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
46,ptdf_neg,-721809.847922653,18547.38598332928,905061489.3633146,904339679.515392,1279769632.8497205,2184109312.3651123,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
47,ptdf_pos,-263335.5628947988,7336.281472146874,905061489.3633145,904798153.8004197,506203421.5781343,1411001575.3785539,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
48,ptdf_neg,-7277144.580211803,151909.2243330123,905061489.3633145,897784344.7831028,10481736478.977848,11379520823.76095,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
49,ptdf_pos,-7966349.910709038,165683.59369178623,905061489.3633145,897095139.4526055,11432167964.73325,12329263104.185856,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
50,ptdf_neg,-286260.7168237269,6448.973988551541,905061489.3633145,904775228.6464908,444979205.2100563,1349754433.856547,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
51,ptdf_pos,-333025.5379513316,6926.242072977267,905061489.3633145,904728463.8253632,477910703.0354314,1382639166.8607945,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
52,ptdf_neg,-7889068.404678598,164076.29828187896,905061489.3633145,897172420.9586359,11321264581.449648,12218437002.408283,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
53,ptdf_pos,-2672473.421588741,56500.01509565744,905061489.3633145,902389015.9417257,3898501041.6003637,4800890057.542089,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
54,ptdf_neg,-3946599.737977743,82081.10800913181,905061489.3633146,901114889.6253369,5663596452.6300955,6564711342.255432,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
55,ptdf_pos,-15081810.052380055,313670.440901795,905061489.3633145,889979679.3109344,21643260422.223854,22533240101.53479,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
56,ptdf_neg,149823.5816154275,0.0,905061489.3633145,905211312.94493,0.0,905211312.94493,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
57,ptdf_pos,-2617154.147510793,56189.53546690964,905061489.3633145,902444335.2158037,3877077947.2167654,4779522282.4325695,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
58,ptdf_neg,-2617154.147510793,56189.53546690964,905061489.3633145,902444335.2158037,3877077947.2167654,4779522282.4325695,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
59,ptdf_pos,-2617154.147510793,56189.53546690964,905061489.3633145,902444335.2158037,3877077947.2167654,4779522282.4325695,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
60,ptdf_neg,-2617154.147510793,56189.53546690964,905061489.3633145,902444335.2158037,3877077947.2167654,4779522282.4325695,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
61,ptdf_pos,-7973831.585470855,165839.19704530222,905061489.3633145,897087657.7778437,11442904596.125853,12339992253.903696,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
62,ptdf_neg,-240858.81879064068,5504.708457792898,905061489.3633145,904820630.5445238,379824883.58770996,1284645514.1322339,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
63,ptdf_pos,-2617154.147510793,56189.53546690964,905061489.3633145,902444335.2158037,3877077947.2167654,4779522282.4325695,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
64,ptdf_neg,-2617154.147510793,56189.53546690964,905061489.3633145,902444335.2158037,3877077947.2167654,4779522282.4325695,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
65,ptdf_pos,-7410581.47838746,154124.76033094566,905061489.3633145,897650907.884927,10634608462.83525,11532259370.720179,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
66,ptdf_neg,-3935967.892009318,88854.49371810815,905061489.3633145,901125521.4713051,6130960066.549462,7032085588.020767,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
67,ptdf_pos,-245314.13361612707,5937.434440508096,905061489.3633145,904816175.2296984,409682976.3950586,1314499151.624757,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
68,ptdf_neg,-7915892.179292768,168097.37402816053,905061489.3633145,897145597.1840217,11598718807.943077,12495864405.127098,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
69,ptdf_pos,-7323365.72642082,152310.85316001682,905061489.3633145,897738123.6368937,10509448868.04116,11407186991.678055,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
70,ptdf_neg,-2091925.58376275,50502.229509487246,905061489.3633145,902969563.7795517,3484653836.15462,4387623399.934172,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
71,ptdf_pos,-7606979.420606248,162245.60287072498,905061489.3633145,897454509.9427083,11194946598.080023,12092401108.022732,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
72,ptdf_neg,-288767.3004506789,6294.625119038663,905061489.3633145,904772722.0628638,434329133.21366775,1339101855.2765317,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
73,ptdf_pos,-7997063.43994005,166322.37154551467,905061489.3633145,897064425.9233744,11476243636.640512,12373308062.563887,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
74,ptdf_neg,-165812.39431659132,4623.809456966587,905061489.3633145,904895676.968998,319042852.53069454,1223938529.4996924,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
75,ptdf_pos,-8297430.468463033,179175.94553034313,905061489.3633145,896764058.8948514,12363140241.593676,13259904300.488527,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
76,ptdf_neg,-1122783.6985846236,23351.57759921196,905061489.3633145,903938705.6647298,1611258854.3456252,2515197560.010355,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
77,ptdf_pos,-6603674.902328819,138357.48971313194,905061489.3633145,898457814.4609857,9546666790.206104,10445124604.66709,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
78,ptdf_neg,-7587117.725153923,159867.49138155446,905061489.3633145,897474371.6381606,11030856905.327257,11928331276.965418,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
79,ptdf_pos,-12459036.562126428,262287.0983268395,905061489.3633145,892602452.8011881,18097809784.551926,18990412237.353115,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
80,ptdf_neg,-980267.9413902909,20387.54475171947,905061489.3633145,904081221.4219242,1406740587.8686435,2310821809.290568,nl34_z3_sigma50,Case Study 1,Split,0.5,3,$\sigma=0.5$
1,ptdf_pos,-33889467.84355542,710502.5651442972,892239163.3023847,858349695.4588293,49024676994.956505,49883026690.41534,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
2,ptdf_neg,-7367709.52866371,154880.18254302375,892239163.3023847,884871453.773721,10686732595.46864,11571604049.242361,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
3,ptdf_pos,-7269696.617868602,153425.39492235077,892239163.3023847,884969466.6845162,10586352249.642202,11471321716.32672,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
4,ptdf_neg,-33161458.66316232,696329.0804962214,892239163.3023847,859077704.6392224,48046706554.23928,48905784258.8785,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
5,ptdf_pos,-13771631.10629253,304073.6341002516,892239163.3023847,878467532.1960922,20981080752.91736,21859548285.11345,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
6,ptdf_neg,-14173368.425573334,298205.2953698739,892239163.3023847,878065794.8768114,20576165380.521297,21454231175.39811,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
7,ptdf_pos,-31862846.74630648,664395.5600600828,892239163.3023847,860376316.5560782,45843293644.14571,46703669960.70179,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
8,ptdf_neg,-2805516.165023163,64691.24999552604,892239163.3023847,889433647.1373615,4463696249.691297,5353129896.828658,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
9,ptdf_pos,-3129673.840686649,71641.02260340666,892239163.3023847,889109489.461698,4943230559.635059,5832340049.096758,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
10,ptdf_neg,-24901816.081203014,520140.59654572135,892239163.3023847,867337347.2211818,35889701161.65477,36757038508.87595,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
11,ptdf_pos,-14598069.991813213,303609.6486259421,892239163.3023847,877641093.3105716,20949065755.190006,21826706848.500576,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
12,ptdf_neg,-22804016.054488152,477823.49524913786,892239163.3023847,869435147.2478966,32969821172.190514,33839256319.43841,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
13,ptdf_pos,-13952962.305040672,294232.0956366597,892239163.3023847,878286200.997344,20302014598.92952,21180300799.926865,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
14,ptdf_neg,-30794304.632496983,643561.9533189168,892239163.3023847,861444858.6698878,44405774779.005264,45267219637.675156,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
15,ptdf_pos,-14797495.641494736,327756.46596426406,892239163.3023847,877441667.66089,22615196151.53422,23492637819.19511,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
16,ptdf_neg,-13788850.171151131,289774.03586524626,892239163.3023847,878450313.1312336,19994408474.701992,20872858787.833225,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
17,ptdf_pos,-7277567.8831790835,153230.20938100154,892239163.3023847,884961595.4192057,10572884447.289106,11457846042.708313,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
18,ptdf_neg,-17685429.900523663,369619.6248935501,892239163.3023847,874553733.4018611,25503754117.654957,26378307851.056816,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
19,ptdf_pos,-18058666.920650583,376440.0439970512,892239163.3023847,874180496.3817341,25974363035.79653,26848543532.178265,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
20,ptdf_neg,-6949499.529230639,150171.8110277066,892239163.3023847,885289663.7731541,10361854960.911755,11247144624.684908,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
21,ptdf_pos,-7375199.989105791,155260.7551580682,892239163.3023847,884863963.3132789,10712992105.906706,11597856069.219984,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
22,ptdf_neg,-18000974.095636338,374383.0124922631,892239163.3023847,874238189.2067484,25832427861.966156,26706666051.172905,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
23,ptdf_pos,-16164389.931958988,338465.5526312833,892239163.3023847,876074773.3704257,23354123131.558548,24230197904.928974,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
24,ptdf_neg,-7362487.738784477,154139.22652830603,892239163.3023847,884876675.5636003,10635606630.453115,11520483306.016716,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
25,ptdf_pos,-14896494.687804596,311530.54503617826,892239163.3023847,877342668.6145802,21495607607.4963,22372950276.110878,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
26,ptdf_neg,-7969835.249368414,171274.72963951444,892239163.3023847,884269328.0530163,11817956345.126495,12702225673.179512,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
27,ptdf_pos,-7295873.2452515215,153042.2688949119,892239163.3023847,884943290.0571332,10559916553.74892,11444859843.806053,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
28,ptdf_neg,-15863622.86577852,334998.5651974894,892239163.3023847,876375540.4366062,23114900998.62677,23991276539.063377,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
29,ptdf_pos,-7368509.373303071,154264.4640659651,892239163.3023847,884870653.9290817,10644248020.551592,11529118674.480673,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
30,ptdf_neg,-16648504.05438742,348378.0151180294,892239163.3023847,875590659.2479973,24038083043.144028,24913673702.392025,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
31,ptdf_pos,-17246734.91306439,359952.2297062411,892239163.3023847,874992428.3893204,24836703849.730637,25711696278.119957,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
32,ptdf_neg,-7372098.84143874,154339.11757564553,892239163.3023847,884867064.460946,10649399112.719542,11534266177.180487,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
33,ptdf_pos,-30794304.632496983,643561.9533189168,892239163.3023847,861444858.6698878,44405774779.005264,45267219637.675156,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
34,ptdf_neg,-13966968.767100856,294523.4010644997,892239163.3023847,878272194.5352839,20322114673.450478,21200386867.98576,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
35,ptdf_pos,-13947579.118605718,294120.13649802457,892239163.3023847,878291584.183779,20294289418.363697,21172581002.547478,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
36,ptdf_neg,-36785477.15735933,768161.4526161466,892239163.3023847,855453686.1450254,53003140230.51412,53858593916.65915,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
37,ptdf_pos,-13947579.118605718,294120.13649802457,892239163.3023847,878291584.183779,20294289418.363697,21172581002.547478,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
38,ptdf_neg,-36785477.15735933,768161.4526161466,892239163.3023847,855453686.1450254,53003140230.51412,53858593916.65915,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
39,ptdf_pos,-40780994.062297255,848160.2900156676,892239163.3023847,851458169.2400875,58523060011.08106,59374518180.32115,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
40,ptdf_neg,-6768084.905715361,150010.66354107953,892239163.3023847,885471078.3966694,10350735784.334488,11236206862.731157,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
