scenario,case_study,sigma,zone,bus,change_min_mw,change_max_mw,change_class
nl34_z3_sigma50,Case Study 1,0.5,1,NL0 27,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,1,NL0 3,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,1,NL0 30,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,1,NL0 33,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,1,NL0 8,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,2,NL0 12,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,2,NL0 14,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,2,NL0 15,-139.40246574611922,1000.0,Direction differs across paired runs
nl34_z3_sigma50,Case Study 1,0.5,2,NL0 19,-139.56334312004162,1000.0,Direction differs across paired runs
nl34_z3_sigma50,Case Study 1,0.5,2,NL0 2,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,2,NL0 25,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,2,NL0 26,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,2,NL0 28,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,2,NL0 31,-11.854994030060652,1000.0,Direction differs across paired runs
nl34_z3_sigma50,Case Study 1,0.5,2,NL0 4,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma50,Case Study 1,0.5,3,NL0 1,-744.3628623699817,606.0870130131443,Direction differs across paired runs
nl34_z3_sigma50,Case Study 1,0.5,3,NL0 11,-721.8998910604232,122.66345473321962,Direction differs across paired runs
nl34_z3_sigma50,Case Study 1,0.5,3,NL0 13,-311.9136816702003,413.00883558159694,Direction differs across paired runs
nl34_z3_sigma50,Case Study 1,0.5,3,NL0 22,-321.8952458409567,652.3304604857632,Direction differs across paired runs
nl34_z3_sigma50,Case Study 1,0.5,3,NL0 5,-655.6131561334735,1000.0,Direction differs across paired runs
nl34_z3_sigma50,Case Study 1,0.5,3,NL0 6,-285.0179939988493,1000.0,Direction differs across paired runs
nl34_z3_sigma50,Case Study 1,0.5,3,NL0 7,-573.5750315666992,321.89524584097126,Direction differs across paired runs
nl34_z3_sigma50,Case Study 1,0.5,3,NL0 9,-321.8952458409567,92.66180489218459,Direction differs across paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 0,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 10,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 16,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 17,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 18,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 20,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 21,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 23,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 24,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 27,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 3,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 30,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 33,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,1,NL0 8,-1000.0,0.0,Loses in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,2,NL0 12,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,2,NL0 14,-39.41728944148474,1000.0,Direction differs across paired runs
nl34_z3_sigma75,Case Study 1,0.75,2,NL0 15,-167.88597098104356,1000.0,Direction differs across paired runs
nl34_z3_sigma75,Case Study 1,0.75,2,NL0 19,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,2,NL0 2,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,2,NL0 25,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,2,NL0 26,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,2,NL0 28,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,2,NL0 31,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,2,NL0 4,0.0,1000.0,Gains in some paired runs
nl34_z3_sigma75,Case Study 1,0.75,3,NL0 1,-997.801802343751,654.7829409186802,Direction differs across paired runs
nl34_z3_sigma75,Case Study 1,0.75,3,NL0 11,-584.4721213945455,1000.0,Direction differs across paired runs
nl34_z3_sigma75,Case Study 1,0.75,3,NL0 13,-394.8622808137068,303.2649286622533,Direction differs across paired runs
nl34_z3_sigma75,Case Study 1,0.75,3,NL0 22,-295.69924075935603,652.3304604857632,Direction differs across paired runs
nl34_z3_sigma75,Case Study 1,0.75,3,NL0 5,-474.0544415985569,1000.0,Direction differs across paired runs
nl34_z3_sigma75,Case Study 1,0.75,3,NL0 6,-215.39711531811372,1000.0,Direction differs across paired runs
nl34_z3_sigma75,Case Study 1,0.75,3,NL0 7,-573.5750315666992,108.99232158644168,Direction differs across paired runs
nl34_z3_sigma75,Case Study 1,0.75,3,NL0 9,-247.8711267757161,92.66180489218459,Direction differs across paired runs
