run_id,weight_type,capacity_market_cost_countrywide,redispatch_cost_countrywide,grid_shedding_countrywide_mwh,capacity_market_cost_split,redispatch_cost_split,grid_shedding_split_mwh,delta_capacity_market_cost,delta_redispatch_cost,delta_cost_excluding_grid_shedding,avoided_grid_shedding_mwh,break_even_voll_eur_per_mwh,case_study,scenario,sigma,design_order,design_label
23,ptdf_pos,76239924.39775701,-3094917.759944303,44033.77189129565,238649479.12821186,17965.675286019687,0.0,162409554.73045486,3112883.4352303226,165522438.16568518,44033.77189129565,3758.988409494049,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
24,ptdf_neg,76239924.39775531,-2622646.8763118,34498.08006596782,238649479.1282058,12967.753331578337,0.0,162409554.7304505,2635614.6296433783,165045169.3600939,34498.08006596782,4784.184193569372,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
25,ptdf_pos,76239924.39774609,-3100188.21389476,44033.77189986714,238649479.12821352,46818.6187920724,0.0,162409554.73046744,3147006.832686832,165556561.56315428,44033.77189986714,3759.763345725416,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
26,ptdf_neg,91516369.77243406,-3054109.765446501,40818.82961243104,238649479.12821117,14928.528241210615,0.0,147133109.3557771,3069038.2936877115,150202147.64946482,40818.82961243104,3679.7269562996485,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
27,ptdf_pos,76239924.39745602,-2993403.8879437894,40818.82961449512,238649479.12820643,12967.753331578337,0.0,162409554.7307504,3006371.6412753677,165415926.3720258,40818.82961449512,4052.4416778791024,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
28,ptdf_neg,91516369.77237794,-3093916.3035044977,44033.77189822633,238649479.1282114,13533.404839930125,0.0,147133109.35583347,3107449.708344428,150240559.0641779,44033.77189822633,3411.9393499022403,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
29,ptdf_pos,91516369.76753378,-3054109.7387359887,40818.82886817029,238649479.12820384,90728.27833691612,0.0,147133109.36067006,3144838.017072905,150277947.37774298,40818.82886817029,3681.5840028895764,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
30,ptdf_neg,91516369.77238001,-3093657.9937252044,44033.77189986718,238649479.1282116,13585.013930479065,0.0,147133109.35583156,3107243.0076556834,150240352.36348724,44033.77189986718,3411.934655635086,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
31,ptdf_pos,91516369.77227148,-3040927.2647900176,44033.771898569714,238649479.128207,15853.415096548852,0.0,147133109.3559355,3056780.6798865665,150189890.0358221,44033.771898569714,3410.788664250234,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
32,ptdf_neg,91516369.77237831,-3000827.155039739,40818.82961580616,238649479.12820998,15874.416100224014,0.0,147133109.35583168,3016701.571139963,150149810.92697164,40818.82961580616,3678.4447849242,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
33,ptdf_pos,91516369.77238174,-7929888.46901481,106330.01985609758,238649479.12821144,14179.61767424643,0.0,147133109.35582972,7944068.086689057,155077177.44251877,106330.01985609758,1458.451504592903,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
34,ptdf_neg,91516369.7708437,-3050009.755236277,40818.82960385701,238649479.12819996,13632.738102611853,0.0,147133109.35735625,3063642.4933388885,150196751.85069513,40818.82960385701,3679.5947681092475,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
35,ptdf_pos,91516369.77238001,-7684092.352940826,106330.01985609326,238649479.12821174,14634.630053381436,0.0,147133109.35583174,7698726.982994207,154831836.33882594,106330.01985609326,1456.1441495861177,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
36,ptdf_neg,91516369.77237834,-4905833.407273765,112053.79327165196,238649479.12821123,12967.753331578337,0.0,147133109.35583287,4918801.160605343,152051910.51643822,112053.79327165196,1356.954602579306,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
37,ptdf_pos,91516369.77093494,-3052413.360901016,40818.82961592893,238649479.1282117,99184.2344634711,0.0,147133109.35727677,3151597.595364487,150284706.95264125,40818.82961592893,3681.749534876299,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
38,ptdf_neg,91516369.77237931,-4969308.3311269935,112053.79326870908,238649479.12821144,16419.066604901105,0.0,147133109.35583213,4985727.397731895,152118836.75356403,112053.79326870908,1357.5518714371187,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
39,ptdf_pos,91516369.77235967,-3068043.9221658623,44033.77189986714,238649479.12821174,13533.404839930125,0.0,147133109.35585207,3081577.3270057924,150214686.68285787,44033.77189986714,3411.351792084636,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
40,ptdf_neg,91516369.77237925,-3051008.9535438973,40818.82961592899,238649479.12821144,15082.092460764106,0.0,147133109.3558322,3066091.0460046614,150199200.40183684,40818.82961592899,3679.6547528453307,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
41,ptdf_pos,91516369.77237943,-3040835.446368129,40818.82961592893,238649479.12820747,12967.75333157857,0.0,147133109.35582805,3053803.1996997073,150186912.55552775,40818.82961592893,3679.3537190718366,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
42,ptdf_neg,91516369.77240646,-3093335.16007806,44033.771899867024,238649479.1281968,69224.61936400365,0.0,147133109.35579035,3162559.7794420635,150295669.13523242,44033.771899867024,3413.1908907782276,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
43,ptdf_pos,91516369.7721679,-3098491.2560032755,44033.77188896679,238649479.1282113,13935.534762038384,0.0,147133109.3560434,3112426.790765314,150245536.1468087,44033.77188896679,3412.0523793796237,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
44,ptdf_neg,91516369.77238166,-3050437.7800222784,40818.82961592906,238649479.12821153,12967.753331578802,0.0,147133109.35582986,3063405.533353857,150196514.88918373,40818.82961592906,3679.5889618199963,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
45,ptdf_pos,91516369.77238163,-5908911.938624343,78885.05170037877,238649479.1282076,14627.500198880676,0.0,147133109.35582596,5923539.438823223,153056648.79464918,78885.05170037877,1940.2490775564045,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
46,ptdf_neg,91516369.77233556,-5687547.717048552,78885.0515057034,238649479.12821114,114626.8414184258,0.0,147133109.35587558,5802174.558466977,152935283.91434255,78885.0515057034,1938.7105794471756,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
47,ptdf_pos,91516369.77237974,-3040585.153425213,40818.829613370326,238649479.12821266,15661.866869661491,0.0,147133109.35583293,3056247.0202948744,150189356.3761278,40818.829613370326,3679.413589235612,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
48,ptdf_neg,91516369.77185436,-3523927.20686917,53543.63076864139,238649479.12821174,17407.878315699752,0.0,147133109.3563574,3541335.08518487,150674444.44154227,53543.63076864139,2814.0498184106514,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
49,ptdf_pos,91516369.7708821,-3100188.2138876715,44033.77189968557,238649479.12754458,17676.489054745995,0.0,147133109.35666248,3117864.7029424175,150250974.0596049,44033.77189968557,3412.1758726891576,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
50,ptdf_neg,76239924.39754617,-2978681.6491801413,40818.82961558185,238649479.1282116,16037.089471011888,0.0,162409554.73066542,2994718.738651153,165404273.46931657,40818.82961558185,4052.1561991619787,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
51,ptdf_pos,76239924.39749914,-2986854.79191797,40818.829615357645,238649479.12821135,16670.67495724326,0.0,162409554.7307122,3003525.466875213,165413080.19758743,40818.829615357645,4052.3719507957803,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
52,ptdf_neg,91516369.77238172,-3100188.2138868533,44033.77189966499,238649479.12821153,12967.753331578337,0.0,147133109.3558298,3113155.9672184316,150246265.32304823,44033.77189966499,3412.068938027798,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
53,ptdf_pos,91516369.77238163,-5908911.938624343,78885.05170037877,238649479.12754774,17676.489054745995,0.0,147133109.3551661,5926588.427679089,153059697.7828452,78885.05170037877,1940.2877285825532,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
54,ptdf_neg,91516369.77238168,-5897061.652176436,78885.05167965923,238649479.12816772,12967.753331578337,0.0,147133109.35578603,5910029.405508014,153043138.76129404,78885.05167965923,1940.0778157917682,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
55,ptdf_pos,91516369.7723804,-4668459.296255444,69789.3131982631,238649479.12819964,18488.658954221755,0.0,147133109.35581923,4686947.955209666,151820057.3110289,69789.3131982631,2175.4055220421246,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
56,ptdf_neg,76239924.39775416,-3050071.420570906,44033.7718815102,238649479.12820816,12967.753331578337,0.0,162409554.730454,3063039.173902484,165472593.90435648,44033.7718815102,3757.8564550323817,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
57,ptdf_pos,91516369.77238163,-5908911.938624343,78885.05170037877,238649479.12754515,17676.489054745995,0.0,147133109.3551635,5926588.427679089,153059697.7828426,78885.05170037877,1940.2877285825205,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
58,ptdf_neg,91516369.77238163,-5908911.938624343,78885.05170037877,238649479.12754515,17676.489054745995,0.0,147133109.3551635,5926588.427679089,153059697.7828426,78885.05170037877,1940.2877285825205,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
59,ptdf_pos,91516369.77238163,-5908911.938624343,78885.05170037877,238649479.12754515,17676.489054745995,0.0,147133109.3551635,5926588.427679089,153059697.7828426,78885.05170037877,1940.2877285825205,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
60,ptdf_neg,91516369.77238163,-5908911.938624343,78885.05170037877,238649479.12754515,17676.489054745995,0.0,147133109.3551635,5926588.427679089,153059697.7828426,78885.05170037877,1940.2877285825205,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
61,ptdf_pos,91516369.77091382,-3100188.21388765,44033.77189970939,238649479.12820628,13349.938579362815,0.0,147133109.35729247,3113538.152467013,150246647.5097595,44033.77189970939,3412.0776174241632,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
62,ptdf_neg,91516369.77237971,-2974541.6862875004,40818.829613334005,238649479.1282117,12967.753331578337,0.0,147133109.35583198,2987509.4396190788,150120618.79545105,40818.829613334005,3677.729621782497,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
63,ptdf_pos,91516369.77238163,-5908911.938624343,78885.05170037877,238649479.12754515,17676.489054745995,0.0,147133109.3551635,5926588.427679089,153059697.7828426,78885.05170037877,1940.2877285825205,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
64,ptdf_neg,91516369.77238163,-5908911.938624343,78885.05170037877,238649479.12754515,17676.489054745995,0.0,147133109.3551635,5926588.427679089,153059697.7828426,78885.05170037877,1940.2877285825205,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
65,ptdf_pos,91516369.77238484,-3097318.814303233,44033.77189986701,238649479.1282115,16100.72733223904,0.0,147133109.35582668,3113419.541635472,150246528.89746216,44033.77189986701,3412.0749237454247,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
66,ptdf_neg,91516369.77237915,-3047472.1106821336,40818.82961592904,238649479.1282121,45922.49387678597,0.0,147133109.35583293,3093394.6045589196,150226503.96039185,40818.82961592904,3680.3236490094714,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
67,ptdf_pos,91516369.77238102,-3054109.765488889,40818.82961479142,238649479.1282118,13935.534762038384,0.0,147133109.3558308,3068045.3002509275,150201154.6560817,40818.82961479142,3679.7026292408364,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
68,ptdf_neg,76239924.39771943,-3044965.0973838414,44033.77189986714,238649479.12820897,16766.81852548616,0.0,162409554.73048955,3061731.9159093276,165471286.64639887,44033.77189986714,3757.8267658441982,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
69,ptdf_pos,91516369.77235672,-3100188.2138947616,44033.77189986714,238649479.12821138,14196.0975851072,0.0,147133109.35585466,3114384.311479869,150247493.66733453,44033.77189986714,3412.0968335167277,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
70,ptdf_neg,76239924.39765722,-3051425.749916032,40818.82961592906,238649479.12821257,17569.69031004468,0.0,162409554.73055536,3068995.4402260766,165478550.17078143,40818.82961592906,4053.9758667212104,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
71,ptdf_pos,91516369.77237934,-3096039.968033264,44033.77189986699,238649479.1282101,15853.415096548852,0.0,147133109.35583076,3111893.383129813,150245002.73896056,44033.77189986699,3412.0402649270754,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
72,ptdf_neg,91516369.77237931,-3001983.931381897,40818.82961592903,238649479.12821138,95871.36362126935,0.0,147133109.35583207,3097855.2950031664,150230964.65083525,40818.82961592903,3680.4329292236616,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
73,ptdf_pos,76239924.39775519,-3092644.390302903,44033.77189739439,238649479.12821034,38987.69204173656,0.0,162409554.73045516,3131632.0823446396,165541186.8127998,44033.77189739439,3759.414187786065,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
74,ptdf_neg,91516369.77237535,-3051615.7195614018,40818.82961592889,238649479.12820858,15082.092460764572,0.0,147133109.35583323,3066697.8120221663,150199807.1678554,40818.82961592889,3679.6696177011986,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
75,ptdf_pos,91516369.7723814,-4968157.05751567,112053.79326193933,238649479.12821186,16530.08001967473,0.0,147133109.35583046,4984687.137535345,152117796.4933658,112053.79326193933,1357.5425879405261,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
76,ptdf_neg,91516369.77238147,-4222422.6356272325,71069.94998895211,238649479.12821135,12967.753331578337,0.0,147133109.3558299,4235390.388958811,151368499.7447887,71069.94998895211,2129.8523464321993,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
77,ptdf_pos,76239924.39775456,-4908158.656271961,112053.79327165188,238649479.1281978,73574.2882071049,0.0,162409554.73044324,4981732.944479065,167391287.67492232,112053.79327165188,1493.8475779139026,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
78,ptdf_neg,91516369.77238569,-5939508.848197056,112097.28223889395,238649479.12821174,17716.442715378944,0.0,147133109.35582605,5957225.290912434,153090334.64673847,112097.28223889395,1365.691759774184,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
79,ptdf_pos,91516369.7723794,-4909911.157372669,112053.793271652,238649479.1282115,15354.292823111173,0.0,147133109.3558321,4925265.45019578,152058374.8060279,112053.793271652,1357.0122917427059,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
80,ptdf_neg,91516369.77237925,-7915233.291370563,106330.01985609326,238649479.1282118,45352.20669092005,0.0,147133109.35583255,7960585.498061484,155093694.85389403,106330.01985609326,1458.6068455907125,Case Study 2,cs2_nl34_z3_sigma0,0.0,1,$\sigma=0$
1,ptdf_pos,91516369.77138887,-3093603.857631908,44033.77189985748,109505855.4620134,17998.008886458352,0.0,17989485.69062452,3111601.866518366,21101087.557142887,44033.77189985748,479.20236324817733,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
2,ptdf_neg,91516369.77237989,-2974739.1968354387,40818.82961592906,109505855.46201874,86261.55421788152,0.0,17989485.689638853,3061000.7510533202,21050486.44069217,40818.82961592906,515.7052918655334,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
3,ptdf_pos,91516369.77238083,-3008080.854911352,40818.82961593033,109505855.4620187,115525.7807120378,0.0,17989485.68963787,3123606.63562339,21113092.325261258,40818.82961593033,517.2390419793288,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
4,ptdf_neg,91516369.77238244,-3427319.7614145624,53543.63076651991,109505855.46201885,16972.317779861158,0.0,17989485.68963641,3444292.0791944237,21433777.768830832,53543.63076651991,400.30490017186276,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
5,ptdf_pos,91516369.7723778,-3041766.8434679494,40818.82961592869,109505855.46201886,12967.75333149964,0.0,17989485.68964106,3054734.596799449,21044220.286440507,40818.82961592869,515.5517805005472,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
6,ptdf_neg,91516369.77238238,-3097679.2190012727,44033.77189986714,109505855.46201909,86043.0338676942,0.0,17989485.689636707,3183722.252868967,21173207.942505673,44033.77189986714,480.84020580052913,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
7,ptdf_pos,91516369.77237917,-4962726.652391783,112053.79327165188,109505855.46201773,12967.753331499873,0.0,17989485.689638555,4975694.405723283,22965180.095361836,112053.79327165188,204.94781501673376,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
8,ptdf_neg,91516369.77237934,-4711620.240393659,69789.31319826306,109505855.4620187,58940.559997488745,0.0,17989485.68963936,4770560.800391148,22760046.49003051,69789.31319826306,326.1250963363395,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
9,ptdf_pos,91516369.77238089,-6506818.441861661,94111.6525666242,109505855.46201347,104393.12964226956,0.0,17989485.68963258,6611211.571503931,24600697.26113651,94111.6525666242,261.3990572923051,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
10,ptdf_neg,91516369.77237792,-4966831.393762497,112053.79327165188,109505855.46201979,29432.849832423963,0.0,17989485.689641863,4996264.243594921,22985749.933236785,112053.79327165188,205.13138611481415,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
11,ptdf_pos,91516369.77232288,-2970704.682067275,40818.82961593477,109505855.46201862,20206.789088730933,0.0,17989485.689695746,2990911.4711560057,20980397.16085175,40818.82961593477,513.9882098104417,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
12,ptdf_neg,76239924.39775535,-7740437.157283196,94203.67044859313,109505855.46201861,58940.55999748828,0.0,33265931.064263254,7799377.717280684,41065308.78154394,94203.67044859313,435.92047513640404,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
13,ptdf_pos,91516369.77237931,-3041879.4391216,40818.82961592899,109505855.46201813,16473.596762652043,0.0,17989485.689638823,3058353.035884252,21047838.725523077,40818.82961592899,515.6404268217785,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
14,ptdf_neg,91516369.77237964,-4179450.274048791,71069.94998895201,109505855.46201254,58940.559997488745,0.0,17989485.689632908,4238390.83404628,22227876.52367919,71069.94998895201,312.7605482645558,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
15,ptdf_pos,91516369.77237935,-3042040.3216456054,40818.82961592894,109505855.46201883,12967.753331500106,0.0,17989485.68963948,3055008.0749771055,21044493.764616586,40818.82961592894,515.5584803049886,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
16,ptdf_neg,91516369.77238256,-3098762.112340372,44033.77189986714,109505855.46201879,61061.250951102935,0.0,17989485.68963623,3159823.363291475,21149309.052927706,44033.77189986714,480.2974657956004,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
17,ptdf_pos,91516369.77196397,-2950473.338159346,40818.82961592893,109505855.46201071,59462.04237431847,0.0,17989485.690046743,3009935.3805336645,20999421.070580408,40818.82961592893,514.4542670176339,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
18,ptdf_neg,91516369.77238019,-4481303.578739186,94726.83637661186,109505855.46201871,103420.32223875356,0.0,17989485.689638525,4584723.900977939,22574209.590616465,94726.83637661186,238.308492652142,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
19,ptdf_pos,91516369.77237973,-3098245.597205596,44033.77189986714,109505855.46146126,61727.86741917906,0.0,17989485.689081535,3159973.464624775,21149459.15370631,44033.77189986714,480.30087456055793,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
20,ptdf_neg,76239924.3976425,-2981879.0994041124,40818.82961592903,109505855.46153063,12967.75333149964,0.0,33265931.063888133,2994846.852735612,36260777.91662374,40818.82961592903,888.334581314733,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
21,ptdf_pos,91516369.7723787,-3054109.7655331763,40818.82961592906,109505855.46200609,15632.38041407708,0.0,17989485.689627394,3069742.1459472533,21059227.83557465,40818.82961592906,515.919442907215,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
22,ptdf_neg,91516369.77238235,-3094897.190118133,44033.77189892408,109505855.46152005,12967.753331501037,0.0,17989485.689137697,3107864.943449634,21097350.632587332,44033.77189892408,479.1174982923238,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
23,ptdf_pos,76239924.39775701,-3094917.759944303,44033.77189129565,109505855.46201928,12967.75333149964,0.0,33265931.06426227,3107885.5132758026,36373816.57753807,44033.77189129565,826.0436255002776,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
24,ptdf_neg,76239924.39775531,-2622646.8763118,34498.08006596782,109505855.46200597,112413.12672349485,0.0,33265931.064250663,2735060.003035295,36000991.067285955,34498.08006596782,1043.565062126479,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
25,ptdf_pos,76239924.39774609,-3100188.21389476,44033.77189986714,109505855.4620193,13191.762511160923,0.0,33265931.06427321,3113379.9764059205,36379311.04067913,44033.77189986714,826.1684037289772,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
26,ptdf_neg,91516369.77243406,-3054109.765446501,40818.82961243104,109505855.4620188,121657.53489398654,0.0,17989485.689584747,3175767.3003404876,21165252.989925236,40818.82961243104,518.5168999426562,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
27,ptdf_pos,76239924.39745602,-2993403.8879437894,40818.82961449512,109505855.46201923,13488.918659755262,0.0,33265931.064563215,3006892.8066035444,36272823.87116676,40818.82961449512,888.6296891345941,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
28,ptdf_neg,91516369.77237794,-3093916.3035044977,44033.77189822633,109505855.46201871,39004.44482835196,0.0,17989485.689640775,3132920.7483328497,21122406.437973626,44033.77189822633,479.6865116800142,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
29,ptdf_pos,91516369.76753378,-3054109.7387359887,40818.82886817029,109505855.46201943,113083.9788405476,0.0,17989485.69448565,3167193.7175765363,21156679.412062187,40818.82886817029,518.306869616236,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
30,ptdf_neg,91516369.77238001,-3093657.9937252044,44033.77189986718,109505855.46201906,17514.62599072,0.0,17989485.689639047,3111172.6197159244,21100658.309354972,44033.77189986718,479.19261509865385,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
31,ptdf_pos,91516369.77227148,-3040927.2647900176,44033.771898569714,109505855.46201895,61051.91344933398,0.0,17989485.689747468,3101979.1782393516,21091464.86798682,44033.771898569714,478.98383351238425,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
32,ptdf_neg,91516369.77237831,-3000827.155039739,40818.82961580616,109505855.46201897,76806.55117801158,0.0,17989485.689640656,3077633.7062177504,21067119.395858407,40818.82961580616,516.1127742795607,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
33,ptdf_pos,91516369.77238174,-7929888.46901481,106330.01985609758,109505855.46201189,59103.01047125552,0.0,17989485.68963015,7988991.479486066,25978477.169116218,106330.01985609758,244.3193108049294,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
34,ptdf_neg,91516369.7708437,-3050009.755236277,40818.82960385701,109505855.46201876,12967.753331500106,0.0,17989485.69117506,3062977.508567777,21052463.199742835,40818.82960385701,515.7537196449545,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
35,ptdf_pos,91516369.77238001,-7684092.352940826,106330.01985609326,109505855.46201882,12967.753331499873,0.0,17989485.68963881,7697060.106272326,25686545.795911133,106330.01985609326,241.57378913946624,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
36,ptdf_neg,91516369.77237834,-4905833.407273765,112053.79327165196,109505855.46201856,94038.25972985056,0.0,17989485.689640224,4999871.667003615,22989357.35664384,112053.79327165196,205.16357978984925,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
37,ptdf_pos,91516369.77093494,-3052413.360901016,40818.82961592893,109505855.46201846,12967.753331499873,0.0,17989485.69108352,3065381.114232516,21054866.80531604,40818.82961592893,515.8126042178263,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
38,ptdf_neg,91516369.77237931,-4969308.3311269935,112053.79326870908,109505855.46151333,12967.753331500106,0.0,17989485.689134017,4982276.084458494,22971761.77359251,112053.79326870908,205.00655179522025,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
39,ptdf_pos,91516369.77235967,-3068043.9221658623,44033.77189986714,109505855.46201791,19982.779909069883,0.0,17989485.68965824,3088026.702074932,21077512.39173317,44033.77189986714,478.66697496783746,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
40,ptdf_neg,91516369.77237925,-3051008.9535438973,40818.82961592899,109505855.4620186,17639.811105103698,0.0,17989485.689639345,3068648.764649001,21058134.454288345,40818.82961592899,515.8926567083809,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
41,ptdf_pos,91516369.77237943,-3040835.446368129,40818.82961592893,109505855.46201889,15844.866792863002,0.0,17989485.689639464,3056680.313160992,21046166.002800457,40818.82961592893,515.5994476281483,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
42,ptdf_neg,91516369.77240646,-3093335.16007806,44033.771899867024,109505855.46201882,12967.753331499873,0.0,17989485.68961236,3106302.91340956,21095788.60302192,44033.771899867024,479.0820248375231,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
43,ptdf_pos,91516369.7721679,-3098491.2560032755,44033.77188896679,109505855.46201935,55458.45707446151,0.0,17989485.689851448,3153949.713077737,21143435.402929187,44033.77188896679,480.1640762513678,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
44,ptdf_neg,91516369.77238166,-3050437.7800222784,40818.82961592906,109505855.46201849,48153.792965183966,0.0,17989485.689636827,3098591.5729874624,21088077.26262429,40818.82961592906,516.6262105269897,Case Study 2,cs2_nl34_z3_sigma25,0.25,2,$\sigma=0.25$
