run_id,weight_type,capacity_market_cost_countrywide,redispatch_cost_countrywide,grid_shedding_countrywide_mwh,capacity_market_cost_split,redispatch_cost_split,grid_shedding_split_mwh,delta_capacity_market_cost,delta_redispatch_cost,delta_cost_excluding_grid_shedding,avoided_grid_shedding_mwh,break_even_voll_eur_per_mwh,case_study,scenario,sigma,design_order,design_label
23,ptdf_pos,901947890.1234603,-252267725.71030527,5855627.337925776,905061489.3633145,-7512323.205725655,158837.8459227006,3113599.2398542166,244755402.5045796,247869001.74443382,5696789.492003076,43.51029682462067,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
24,ptdf_neg,901947890.1234603,-109661440.52359007,2299781.1788153555,905061489.3633145,-327721.6078204401,6815.93130146472,3113599.2398542166,109333718.91576964,112447318.15562385,2292965.2475138907,49.040131889283096,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
25,ptdf_pos,901947890.1257234,-186705030.01553205,4302009.385086898,905061489.3633145,-7420844.036309093,154338.2002998165,3113599.2375911474,179284185.97922295,182397785.2168141,4147671.184787081,43.97595110379451,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
26,ptdf_neg,901947890.1234603,-125814224.7175362,2714973.980226984,905061489.3633145,-288681.4405197054,6003.976605864338,3113599.2398542166,125525543.27701649,128639142.5168707,2708970.0036211195,47.486366532267574,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
27,ptdf_pos,901947890.1234597,-109160366.73111564,2299788.763128476,905061489.3633145,-302549.3031361252,6581.2622563497325,3113599.2398548126,108857817.42797951,111971416.66783433,2293207.5008721263,48.82742474252794,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
28,ptdf_neg,901947890.1234603,-252267725.71030527,5855627.337925776,905061489.3633145,-7554684.185780823,160941.43567535828,3113599.2398542166,244713041.52452445,247826640.76437867,5694685.9022504175,43.51893063433804,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
29,ptdf_pos,901947890.123461,-109683474.6151952,2299788.779790829,905061489.3633145,-329065.3346986808,6843.87804001189,3113599.2398535013,109354409.28049652,112468008.52035002,2292944.901750817,49.049590521984705,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
30,ptdf_neg,901947890.1234603,-252267725.71030527,5855627.337925776,905061489.3633145,-7651369.00236547,160946.1385265319,3113599.2398542166,244616356.7079398,247729955.94779402,5694681.199399244,43.50198848250331,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
31,ptdf_pos,901947890.1296644,-247647105.5194254,5854775.393807115,905061489.3633145,-7776633.487243131,162560.48557518868,3113599.2336500883,239870472.03218228,242984071.26583236,5692214.908231926,42.68708669351809,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
32,ptdf_neg,901947890.1282276,-109796722.81763738,2299781.1778235477,905061489.3633145,-330684.313829571,6877.549455845863,3113599.235086918,109466038.50380781,112579637.73889473,2292903.628367702,49.09915809197754,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
33,ptdf_pos,901947890.1234603,-109608163.78038605,2299788.779902276,905061489.3633145,-7244124.06277898,164004.87855410285,3113599.2398542166,102364039.71760707,105477638.95746128,2135783.901348173,49.38591347695828,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
34,ptdf_neg,901947890.1234603,-252592024.5127467,5854613.642795684,905061489.3633145,-1197115.294412814,24897.520981043646,3113599.2398542166,251394909.21833387,254508508.4581881,5829716.12181464,43.65710150204812,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
35,ptdf_pos,901947890.1234603,-252592024.5127467,5854613.642795684,905061489.3633145,-1096907.6512685008,22813.40935930528,3113599.2398542166,251495116.86147818,254608716.1013324,5831800.233436379,43.65868272399732,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
36,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,905061489.3633145,-10168521.977226794,216536.91454814,3113599.2398542166,99439641.80315925,102553241.04301347,2083251.865354136,49.2274807230667,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
37,ptdf_pos,901947890.1234603,-252592024.5127467,5854613.642795684,905061489.3633145,-1096907.6512685008,22813.409359305257,3113599.2398542166,251495116.86147818,254608716.1013324,5831800.233436379,43.65868272399732,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
38,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,905061489.3633145,-10168521.977226794,216536.91454814,3113599.2398542166,99439641.80315925,102553241.04301347,2083251.865354136,49.2274807230667,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
39,ptdf_pos,901947890.1257073,-251974771.07013503,5855425.584781472,905061489.3633145,-9100770.396209748,189277.19237931585,3113599.2376072407,242874000.67392528,245987599.91153252,5666148.392402155,43.41354706512486,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
40,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,905061489.3633145,-240582.44753298908,5429.209742443514,3113599.2398542166,109367581.33285305,112481180.57270727,2294359.5701598325,49.02508832339277,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
41,ptdf_pos,901947890.1234603,-109608163.78038605,2299788.779902276,905061489.3633145,-165812.39431659132,4623.809456966587,3113599.2398542166,109442351.38606945,112555950.62592366,2295164.9704453093,49.04046204752135,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
42,ptdf_neg,901947890.1234603,-252592024.5127467,5854613.642795684,905061489.3633145,-7997063.43994005,166322.37154551467,3113599.2398542166,244594961.07280666,247708560.31266087,5688291.271250169,43.547094988724034,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
43,ptdf_pos,901947890.1234603,-171817802.7505712,3997380.687965678,905061489.3633145,-7558763.717536896,157299.07837882184,3113599.2398542166,164259039.0330343,167372638.2728885,3840081.6095868563,43.58569824532861,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
44,ptdf_neg,901947890.1234603,-165875217.78274786,3856826.974432274,905061489.3633145,-2987363.358806014,66995.01856246835,3113599.2398542166,162887854.42394185,166001453.66379607,3789831.9558698055,43.801797968030755,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
45,ptdf_pos,901947890.1234603,-169037432.30841464,3934875.046426088,905061489.3633145,-1013006.543732971,21407.085117918963,3113599.2398542166,168024425.76468167,171138025.00453588,3913467.961308169,43.73052921259357,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
46,ptdf_neg,901947890.1234603,-145612653.67235613,3228816.8596255034,905061489.3633146,-721809.847922653,18547.38598332928,3113599.239854336,144890843.82443348,148004443.0642878,3210269.473642174,46.10343283623823,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
47,ptdf_pos,901947890.1234603,-154031030.77127206,3450151.04879607,905061489.3633145,-263335.5628947988,7336.281472146874,3113599.2398542166,153767695.20837727,156881294.4482315,3442814.767323923,45.56774181905066,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
48,ptdf_neg,901947890.1234603,-141041645.42499804,3075652.263613895,905061489.3633145,-7277144.580211803,151909.2243330123,3113599.2398542166,133764500.84478624,136878100.08464044,2923743.0392808826,46.81604992150975,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
49,ptdf_pos,901947890.1249557,-250304399.098222,5855418.143189471,905061489.3633145,-7966349.910709038,165683.59369178623,3113599.2383588552,242338049.18751293,245451648.4258718,5689734.549497685,43.139384850131776,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
50,ptdf_neg,901947890.1259867,-109036812.4964698,2299781.1788090263,905061489.3633145,-286260.7168237269,6448.973988551541,3113599.237327814,108750551.77964607,111864151.01697388,2293332.2048204746,48.77799683004529,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
51,ptdf_pos,901947890.1259087,-109632677.65752344,2299796.734717948,905061489.3633145,-333025.5379513316,6926.242072977267,3113599.237405777,109299652.1195721,112413251.35697788,2292870.492644971,49.02730080812462,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
52,ptdf_neg,901947890.1257279,-251420902.92368007,5855040.252480352,905061489.3633145,-7889068.404678598,164076.29828187896,3113599.2375866175,243531834.51900148,246645433.7565881,5690963.954198473,43.33983411977631,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
53,ptdf_pos,901947890.1234603,-152081171.4855709,3378822.7363963923,905061489.3633145,-2672473.421588741,56500.01509565744,3113599.2398542166,149408698.06398216,152522297.30383638,3322322.7213007347,45.9083328437527,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
54,ptdf_neg,901947890.1257403,-150999665.446849,3378919.5318531957,905061489.3633146,-3946599.737977743,82081.10800913181,3113599.237574339,147053065.70887125,150166664.94644558,3296838.423844064,45.548688058346976,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
55,ptdf_pos,901947890.1234603,-252592024.5127467,5854613.642795684,905061489.3633145,-15081810.052380055,313670.440901795,3113599.2398542166,237510214.46036664,240623813.70022085,5540943.201893888,43.42650789453606,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
56,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,905061489.3633145,149823.5816154275,0.0,3113599.2398542166,109757987.36200148,112871586.6018557,2299788.779902276,49.07911004185867,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
57,ptdf_pos,901947890.1234603,-152081171.4855709,3378822.7363963923,905061489.3633145,-2617154.147510793,56189.53546690964,3113599.2398542166,149464017.3380601,152577616.57791433,3322633.2009294825,45.92069221942159,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
58,ptdf_neg,901947890.1234603,-152081171.4855709,3378822.7363963923,905061489.3633145,-2617154.147510793,56189.53546690964,3113599.2398542166,149464017.3380601,152577616.57791433,3322633.2009294825,45.92069221942159,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
59,ptdf_pos,901947890.1234603,-152081171.4855709,3378822.7363963923,905061489.3633145,-2617154.147510793,56189.53546690964,3113599.2398542166,149464017.3380601,152577616.57791433,3322633.2009294825,45.92069221942159,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
60,ptdf_neg,901947890.1234603,-152081171.4855709,3378822.7363963923,905061489.3633145,-2617154.147510793,56189.53546690964,3113599.2398542166,149464017.3380601,152577616.57791433,3322633.2009294825,45.92069221942159,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
61,ptdf_pos,901947890.1234579,-253367540.50750256,5855522.236560863,905061489.3633145,-7973831.585470855,165839.19704530222,3113599.2398566008,245393708.9220317,248507308.1618883,5689683.039515561,43.676828117836074,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
62,ptdf_neg,901947890.1256919,-109129356.2869491,2299781.177990528,905061489.3633145,-240858.81879064068,5504.708457792898,3113599.2376226187,108888497.46815845,112002096.70578107,2294276.4695327347,48.81804708069558,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
63,ptdf_pos,901947890.1234603,-152081171.4855709,3378822.7363963923,905061489.3633145,-2617154.147510793,56189.53546690964,3113599.2398542166,149464017.3380601,152577616.57791433,3322633.2009294825,45.92069221942159,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
64,ptdf_neg,901947890.1234603,-152081171.4855709,3378822.7363963923,905061489.3633145,-2617154.147510793,56189.53546690964,3113599.2398542166,149464017.3380601,152577616.57791433,3322633.2009294825,45.92069221942159,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
65,ptdf_pos,901947890.1234602,-142034217.85123032,3105585.5946071623,905061489.3633145,-7410581.47838746,154124.76033094566,3113599.239854336,134623636.37284285,137737235.61269718,2951460.8342762166,46.66747869838304,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
66,ptdf_neg,901947890.1234603,-230536866.4360021,5340915.173909581,905061489.3633145,-3935967.892009318,88854.49371810815,3113599.2398542166,226600898.5439928,229714497.783847,5252060.680191473,43.73797482009906,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
67,ptdf_pos,901947890.1397864,-109631252.33137745,2299783.8937742976,905061489.3633145,-245314.13361612707,5937.434440508096,3113599.2235281467,109385938.19776133,112499537.42128947,2293846.4593337895,49.04405740128009,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
68,ptdf_neg,901947890.1234603,-252267725.71030527,5855627.337925776,905061489.3633145,-7915892.179292768,168097.37402816053,3113599.2398542166,244351833.5310125,247465432.77086672,5687529.963897616,43.51017653387109,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
69,ptdf_pos,901947890.125683,-116441944.54533142,2492681.88187474,905061489.3633145,-7323365.72642082,152310.85316001682,3113599.2376315594,109118578.8189106,112232178.05654216,2340371.0287147234,47.95486556598567,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
70,ptdf_neg,901947890.1234603,-235500966.61628437,5449130.334577864,905061489.3633145,-2091925.58376275,50502.229509487246,3113599.2398542166,233409041.0325216,236522640.27237582,5398628.105068377,43.81161948353546,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
71,ptdf_pos,901947890.1234603,-252267725.71030527,5855627.337925776,905061489.3633145,-7606979.420606248,162245.60287072498,3113599.2398542166,244660746.28969902,247774345.52955323,5693381.735055051,43.519714127715595,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
72,ptdf_neg,901947890.0783653,-109683422.19345576,2299781.1751178536,905061489.3633145,-288767.3004506789,6294.625119038663,3113599.2849491835,109394654.89300507,112508254.17795426,2293486.5499988147,49.055554382044406,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
73,ptdf_pos,901947890.1234603,-252592024.5127467,5854613.642795684,905061489.3633145,-7997063.43994005,166322.37154551467,3113599.2398542166,244594961.07280666,247708560.31266087,5688291.271250169,43.547094988724034,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
74,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,905061489.3633145,-165812.39431659132,4623.809456966587,3113599.2398542166,109442351.38606945,112555950.62592366,2295164.9704453093,49.04046204752135,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
75,ptdf_pos,901947890.1234603,-109608163.78038605,2299788.779902276,905061489.3633145,-8297430.468463033,179175.94553034313,3113599.2398542166,101310733.31192301,104424332.55177723,2120612.834371933,49.24252596193725,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
76,ptdf_neg,901947890.1234603,-252592024.5127467,5854613.642795684,905061489.3633145,-1122783.6985846236,23351.57759921196,3113599.2398542166,251469240.81416208,254582840.0540163,5831262.065196472,43.658274522333386,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
77,ptdf_pos,901947890.1234603,-252592024.5127467,5854613.642795684,905061489.3633145,-6603674.902328819,138357.48971313194,3113599.2398542166,245988349.61041787,249101948.8502721,5716256.153082551,43.57781425101834,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
78,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,905061489.3633145,-7587117.725153923,159867.49138155446,3113599.2398542166,102021046.05523212,105134645.29508634,2139921.2885207217,49.130145982034456,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
79,ptdf_pos,901947890.1234603,-109608163.78038605,2299788.779902276,905061489.3633145,-12459036.562126428,262287.0983268395,3113599.2398542166,97149127.21825962,100262726.45811383,2037501.6815754366,49.20865948959056,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
80,ptdf_neg,901947890.1234603,-252592024.5127467,5854613.642795684,905061489.3633145,-980267.9413902909,20387.54475171947,3113599.2398542166,251611756.57135642,254725355.81121063,5834226.098043964,43.660521812243815,Case Study 1,nl34_z3_sigma50,0.5,3,$\sigma=0.5$
1,ptdf_pos,901947890.1234603,-252267725.71030527,5855627.337925776,892239163.3023847,-33889467.84355542,710502.5651442972,-9708726.821075559,218378257.86674985,208669531.0456743,5145124.772781478,40.55674842903112,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
2,ptdf_neg,901947890.1234603,-109661440.52359007,2299781.1788153555,892239163.3023847,-7367709.52866371,154880.18254302375,-9708726.821075559,102293730.99492636,92585004.1738508,2144900.9962723316,43.165164422393495,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
3,ptdf_pos,901947890.1234603,-109608163.78038605,2299788.779902276,892239163.3023847,-7269696.617868602,153425.39492235077,-9708726.821075559,102338467.16251744,92629740.34144188,2146363.384979925,43.15659733559434,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
4,ptdf_neg,901947890.1234603,-252592024.5127467,5854613.642795684,892239163.3023847,-33161458.66316232,696329.0804962214,-9708726.821075559,219430565.84958437,209721839.0285088,5158284.562299462,40.657283733687414,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
5,ptdf_pos,901947890.1234602,-192244099.4379873,4437112.747945716,892239163.3023847,-13771631.10629253,304073.6341002516,-9708726.82107544,178472468.33169478,168763741.51061934,4133039.113845464,40.83284403122866,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
6,ptdf_neg,901947890.1234603,-114037592.38612144,2413196.355366999,892239163.3023847,-14173368.425573334,298205.2953698739,-9708726.821075559,99864223.9605481,90155497.13947254,2114991.059997125,42.626892777312776,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
7,ptdf_pos,901947890.1234603,-252592024.5127467,5854613.642795684,892239163.3023847,-31862846.74630648,664395.5600600828,-9708726.821075559,220729177.7664402,211020450.94536465,5190218.082735601,40.657338011920764,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
8,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,892239163.3023847,-2805516.165023163,64691.24999552604,-9708726.821075559,106802647.61536288,97093920.79428732,2235097.52990675,43.44057451414129,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
9,ptdf_pos,901947890.1234603,-109608163.78038605,2299788.779902276,892239163.3023847,-3129673.840686649,71641.02260340666,-9708726.821075559,106478489.9396994,96769763.11862384,2228147.7572988695,43.430586145658275,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
10,ptdf_neg,901947890.1234603,-252592024.5127467,5854613.642795684,892239163.3023847,-24901816.081203014,520140.59654572135,-9708726.821075559,227690208.43154368,217981481.61046812,5334473.046249962,40.86279557897572,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
11,ptdf_pos,901947890.1234603,-252592024.5127467,5854613.642795684,892239163.3023847,-14598069.991813213,303609.6486259421,-9708726.821075559,237993954.52093348,228285227.69985792,5551003.994169742,41.125033946945,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
12,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,892239163.3023847,-22804016.054488152,477823.49524913786,-9708726.821075559,86804147.7258979,77095420.90482233,1821965.2846531384,42.31442912453713,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
13,ptdf_pos,901947890.1234603,-252592024.5127467,5854613.642795684,892239163.3023847,-13952962.305040672,294232.0956366597,-9708726.821075559,238639062.20770603,228930335.38663048,5560381.5471590245,41.171695403456305,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
14,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,892239163.3023847,-30794304.632496983,643561.9533189168,-9708726.821075559,78813859.14788906,69105132.3268135,1656226.8265833594,41.72443726767239,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
15,ptdf_pos,901947890.1234603,-252592024.5127467,5854613.642795684,892239163.3023847,-14797495.641494736,327756.46596426406,-9708726.821075559,237794528.87125194,228085802.05017638,5526857.17683142,41.26862604778569,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
16,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,892239163.3023847,-13788850.171151131,289774.03586524626,-9708726.821075559,95819313.60923491,86110586.78815936,2010014.7440370298,42.8407737025898,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
17,ptdf_pos,901947890.1234603,-109661440.52359007,2299781.1788153555,892239163.3023847,-7277567.8831790835,153230.20938100154,-9708726.821075559,102383872.64041099,92675145.81933543,2146550.969434354,43.17397869371656,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
18,ptdf_neg,901947890.0922732,-248355248.0842179,5854501.114315013,892239163.3023847,-17685429.900523663,369619.6248935501,-9708726.789888501,230669818.18369424,220961091.39380574,5484881.489421464,40.28548143108783,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
19,ptdf_pos,901947890.1234603,-252267725.71030527,5855627.337925776,892239163.3023847,-18058666.920650583,376440.0439970512,-9708726.821075559,234209058.7896547,224500331.96857914,5479187.293928725,40.97329036686504,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
20,ptdf_neg,901947890.1234603,-109661440.52359007,2299781.1788153555,892239163.3023847,-6949499.529230639,150171.8110277066,-9708726.821075559,102711940.99435943,93003214.17328387,2149609.367787649,43.26516974058483,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
21,ptdf_pos,901947890.1234603,-109661440.52359007,2299781.1788153555,892239163.3023847,-7375199.989105791,155260.7551580682,-9708726.821075559,102286240.53448428,92577513.71340872,2144520.4236572874,43.16933179658232,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
22,ptdf_neg,901947890.1243336,-250116647.5809728,5855241.238815832,892239163.3023847,-18000974.095636338,374383.0124922631,-9708726.821948886,232115673.48533645,222406946.66338757,5480858.226323569,40.578854164701305,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
23,ptdf_pos,901947890.1234603,-252267725.71030527,5855627.337925776,892239163.3023847,-16164389.931958988,338465.5526312833,-9708726.821075559,236103335.7783463,226394608.95727074,5517161.785294493,41.03461485590391,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
24,ptdf_neg,901947890.1234603,-109661440.52359007,2299781.1788153555,892239163.3023847,-7362487.738784477,154139.22652830603,-9708726.821075559,102298952.7848056,92590225.96373004,2145641.9522870495,43.15269183893319,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
25,ptdf_pos,901947890.1257234,-186705030.01553205,4302009.385086898,892239163.3023847,-14896494.687804596,311530.54503617826,-9708726.823338628,171808535.32772744,162099808.5043888,3990478.8400507197,40.62164341719163,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
26,ptdf_neg,901947890.1234603,-125814224.7175362,2714973.980226984,892239163.3023847,-7969835.249368414,171274.72963951444,-9708726.821075559,117844389.46816778,108135662.64709222,2543699.2505874694,42.51118233498642,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
27,ptdf_pos,901947890.1234597,-109160366.73111564,2299788.763128476,892239163.3023847,-7295873.2452515215,153042.2688949119,-9708726.821074963,101864493.48586412,92155766.66478916,2146746.4942335645,42.92810861102199,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
28,ptdf_neg,901947890.1234603,-252267725.71030527,5855627.337925776,892239163.3023847,-15863622.86577852,334998.5651974894,-9708726.821075559,236404102.84452677,226695376.0234512,5520628.772728287,41.063325457295456,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
29,ptdf_pos,901947890.123461,-109683474.6151952,2299788.779790829,892239163.3023847,-7368509.373303071,154264.4640659651,-9708726.821076274,102314965.24189213,92606238.42081586,2145524.3157248637,43.16252104070371,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
30,ptdf_neg,901947890.1234603,-252267725.71030527,5855627.337925776,892239163.3023847,-16648504.05438742,348378.0151180294,-9708726.821075559,235619221.65591785,225910494.8348423,5507249.322807747,41.02056790842128,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
31,ptdf_pos,901947890.1296644,-247647105.5194254,5854775.393807115,892239163.3023847,-17246734.91306439,359952.2297062411,-9708726.827279687,230400370.606361,220691643.7790813,5494823.164100874,40.16355707694433,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
32,ptdf_neg,901947890.1282276,-109796722.81763738,2299781.1778235477,892239163.3023847,-7372098.84143874,154339.11757564553,-9708726.825842857,102424623.97619864,92715897.15035579,2145442.0602479023,43.215288293379786,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
33,ptdf_pos,901947890.1234603,-109608163.78038605,2299788.779902276,892239163.3023847,-30794304.632496983,643561.9533189168,-9708726.821075559,78813859.14788906,69105132.3268135,1656226.8265833594,41.72443726767239,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
34,ptdf_neg,901947890.1234603,-252592024.5127467,5854613.642795684,892239163.3023847,-13966968.767100856,294523.4010644997,-9708726.821075559,238625055.74564582,228916328.92457026,5560090.241731185,41.17133337269272,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
35,ptdf_pos,901947890.1234603,-252592024.5127467,5854613.642795684,892239163.3023847,-13947579.118605718,294120.13649802457,-9708726.821075559,238644445.39414096,228935718.5730654,5560493.506297659,41.171834534790705,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
36,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,892239163.3023847,-36785477.15735933,768161.4526161466,-9708726.821075559,72822686.62302671,63113959.801951155,1531627.3272861294,41.20712570059844,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
37,ptdf_pos,901947890.1234603,-252592024.5127467,5854613.642795684,892239163.3023847,-13947579.118605718,294120.13649802457,-9708726.821075559,238644445.39414096,228935718.5730654,5560493.506297659,41.171834534790705,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
38,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,892239163.3023847,-36785477.15735933,768161.4526161466,-9708726.821075559,72822686.62302671,63113959.801951155,1531627.3272861294,41.20712570059844,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
39,ptdf_pos,901947890.1257073,-251974771.07013503,5855425.584781472,892239163.3023847,-40780994.062297255,848160.2900156676,-9708726.823322535,211193777.00783777,201485050.18451524,5007265.294765804,40.23854106454708,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
40,ptdf_neg,901947890.1234603,-109608163.78038605,2299788.779902276,892239163.3023847,-6768084.905715361,150010.66354107953,-9708726.821075559,102840078.87467068,93131352.05359513,2149778.1163611966,43.32137877151392,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
41,ptdf_pos,901947890.1234603,-109608163.78038605,2299788.779902276,892239163.3023847,-6949499.529230639,150171.8110277066,-9708726.821075559,102658664.2511554,92949937.43007985,2149616.9688745695,43.24023245813124,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
42,ptdf_neg,901947890.1234603,-252592024.5127467,5854613.642795684,892239163.3023847,-18099879.680547744,376440.04399705154,-9708726.821075559,234492144.83219895,224783418.0111234,5478173.598798633,41.03254742792718,Case Study 1,nl34_z3_sigma75,0.75,4,$\sigma=0.75$
