scenario,case_study,design,run_id,total_new_capacity_mw,largest_node_mw,active_nodes,node_hhi,largest_zone_share,largest_node_share
nl34_z1_sigma0,Case Study 1,Country-wide,44,14634.507602851118,1000.0,15,0.06724881980370949,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,45,14634.507602851118,1000.0,17,0.061113885648608895,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,46,14634.507602851118,1000.0,18,0.06019935329428977,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,47,14634.507602851118,1000.0,15,0.0672488198037095,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,48,14634.507602851118,1000.0,15,0.06724881980370948,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,49,14634.507607444259,1000.0,15,0.06724881973305899,0.6833164646354905,0.06833164646354904
nl34_z1_sigma0,Case Study 1,Country-wide,50,14634.507602851118,1000.0,15,0.06724881980360597,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,51,14634.507603582519,1000.0,15,0.06724881979698502,0.6833164648158033,0.06833164648158033
nl34_z1_sigma0,Case Study 1,Country-wide,52,14634.507607472206,1000.0,15,0.06724881972918217,0.6833164646341855,0.06833164646341855
nl34_z1_sigma0,Case Study 1,Country-wide,53,14634.507602851118,1000.0,18,0.06058827809555666,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,54,14634.507602851156,1000.0,18,0.06058827808905787,0.6833164648499522,0.06833164648499522
nl34_z1_sigma0,Case Study 1,Country-wide,55,14634.507602851118,1000.0,15,0.06724881980370949,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,56,14634.507602851118,1000.0,15,0.06724881980370948,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,57,14634.507602851118,1000.0,18,0.06058827809555666,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,58,14634.507602851118,1000.0,18,0.06058827809555666,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,59,14634.507602851118,1000.0,18,0.06058827809555666,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,60,14634.507602851118,1000.0,18,0.06058827809555666,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,61,14634.507603309907,1000.0,15,0.06724881979452188,0.6833164648285321,0.06833164648285321
nl34_z1_sigma0,Case Study 1,Country-wide,62,14634.507603453416,1000.0,15,0.0672488197981741,0.6833164648218314,0.06833164648218314
nl34_z1_sigma0,Case Study 1,Country-wide,63,14634.507602851118,1000.0,18,0.06058827809555666,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,64,14634.507602851118,1000.0,18,0.06058827809555666,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,65,14634.507602851118,1000.0,15,0.06724881980370949,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,66,14634.507602851118,1000.0,15,0.06724881980370949,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,67,14634.507605443025,1000.0,15,0.06724881977867161,0.6833164647289323,0.06833164647289323
nl34_z1_sigma0,Case Study 1,Country-wide,68,14634.507602851118,1000.0,15,0.06724881980370949,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,69,14634.507602850284,1000.0000004363512,15,0.06724881980520153,0.6833164648499929,0.06833164651481588
nl34_z1_sigma0,Case Study 1,Country-wide,70,14634.507602851118,1000.0,15,0.06724881980370949,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,71,14634.507602851118,1000.0,15,0.06724881980370949,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,72,14634.507605463168,1000.0,15,0.06724881977996705,0.6833164647279918,0.06833164647279917
nl34_z1_sigma0,Case Study 1,Country-wide,73,14634.507602851118,1000.0,15,0.06724881980370949,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,74,14634.507602851118,1000.0,15,0.06724881980370948,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,75,14634.507602851118,1000.0,15,0.06724881980370948,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,76,14634.507602851118,1000.0,15,0.06724881980370949,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,77,14634.507602851118,1000.0,15,0.06724881980370949,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,78,14634.507602851118,1000.0,15,0.06724881980370948,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,79,14634.507602851118,1000.0,15,0.06724881980370948,0.683316464849954,0.0683316464849954
nl34_z1_sigma0,Case Study 1,Country-wide,80,14634.507602851118,1000.0,15,0.06724881980370949,0.683316464849954,0.0683316464849954
nl34_z3_sigma0,Case Study 1,Split,1,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,2,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,3,14700.960775213134,1000.0,16,0.06477558550869798,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,4,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,5,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,6,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,7,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,8,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,9,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,10,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,11,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,12,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,13,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,14,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,15,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,16,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,17,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,18,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,19,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,20,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,21,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,22,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,23,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,24,14700.962667887983,1000.0,16,0.06477557101041317,0.4490554021298851,0.0680227562365251
nl34_z3_sigma0,Case Study 1,Split,25,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,26,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,27,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,28,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,29,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,30,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,31,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,32,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,33,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,34,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,35,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,36,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,37,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,38,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,39,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,40,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,41,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,42,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,43,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,44,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,45,14700.960775213134,1000.0,30,0.04196632061694833,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,46,14700.960775213134,1000.0,30,0.04078325611498154,0.4490554599435123,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,47,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,48,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,49,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,50,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,51,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,52,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,53,14700.960775213134,1000.0,28,0.04409419955590747,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,54,14700.960775213134,1000.0,30,0.041734363836860855,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,55,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,56,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,57,14700.960775213134,1000.0,30,0.04199683197472599,0.4490554599435123,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,58,14700.960775213134,1000.0,30,0.04199683197472599,0.4490554599435123,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,59,14700.960775213134,1000.0,30,0.04199683197472599,0.4490554599435123,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,60,14700.960775213134,1000.0,30,0.04199683197472599,0.4490554599435123,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,61,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,62,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,63,14700.960775213134,1000.0,30,0.04199683197472599,0.4490554599435123,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,64,14700.960775213134,1000.0,30,0.04199683197472599,0.4490554599435123,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,65,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,66,14700.960775213134,1000.0,17,0.06422074444766183,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,67,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,68,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,69,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,70,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,71,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,72,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,73,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,74,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,75,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,76,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,77,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,78,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,79,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
nl34_z3_sigma0,Case Study 1,Split,80,14700.960775213134,1000.0,16,0.064775585508698,0.44905545994351226,0.06802276499411325
