run_id,line,total_overload_index,positive_overload_index,negative_overload_index,maximum_overload_mw,overloaded_run_hours,maximum_market_utilization,overload_during_shedding_index,shedding_associated_with_overload_mw,rd_volume,curtailment,scenario,case_study,design,sigma
63,39,0.0,0.0,0.0,0.0,0,0.5510409499061873,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
63,4,365.18570270928103,365.18570270928103,0.0,284.4606394754737,2,1.1196548251260547,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
63,40,0.0,0.0,0.0,0.0,0,0.4910946711986581,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
63,5,861.8375336367062,0.0,861.8375336367053,196.86406255779772,9,1.082808416033913,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
63,6,0.0,0.0,0.0,0.0,0,0.6944550948036136,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
63,7,664.7013886328137,664.7013886328137,0.0,304.8774590834139,3,1.4430209480309528,664.7013886328137,1230.3239834930569,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
63,8,60.917162925716525,60.917162925716525,0.0,60.917162925716525,1,1.0885194312227693,60.917162925716525,670.6134955883267,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
63,9,0.0,0.0,0.0,0.0,0,0.8160871680941656,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,0,0.0,0.0,0.0,0.0,0,0.4673582239875807,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,1,0.0,0.0,0.0,0.0,0,0.6685865781391833,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,10,0.0,0.0,0.0,0.0,0,0.3294290198826324,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,11,62.61072880927975,62.61072880927975,0.0,62.61072880927975,1,1.0909803713183237,62.61072880927975,670.6134955883267,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,12,76.61299413648032,0.0,76.61299413648032,76.61299413648032,1,1.1113272243736034,76.61299413648032,670.6134955883267,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,13,0.0,0.0,0.0,0.0,0,0.632018785984606,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,14,92.25294723009108,0.0,92.25294723009108,92.25294723009108,1,1.1340538203886776,92.25294723009108,670.6134955883267,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,15,0.0,0.0,0.0,0.0,0,0.536370648409855,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,16,0.0,0.0,0.0,0.0,0,0.4627036565473588,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,17,0.0,0.0,0.0,0.0,0,0.7788511450812758,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,18,0.0,0.0,0.0,0.0,0,0.4969959704188486,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
