scenario,case_study,design,sigma,line,bus,ptdf,ptdf_side,capacity_min_mw,capacity_max_mw,rho_investment_total_overload,rho_investment_maximum_overload,rho_investment_redispatch,rho_investment_grid_shedding,runs
nl34_z3_sigma25,Case Study 1,Split,0.25,26,NL0 4,0.8311498499314555,positive,0.0,1000.0,0.15301752572466865,0.148851339066246,0.4956216118228603,0.5378442325711198,80
nl34_z3_sigma25,Case Study 1,Split,0.25,26,NL0 5,0.196162519321621,positive,0.0,1000.0,-0.4331248070333959,-0.44742256273332115,-0.2705385640117932,-0.07757004432280852,80
nl34_z3_sigma25,Case Study 1,Split,0.25,26,NL0 6,0.2916914495222212,positive,0.0,1000.0,0.1880262562136601,0.17743686443065315,0.167094340808679,0.1999036719183366,80
nl34_z3_sigma25,Case Study 1,Split,0.25,26,NL0 7,0.1126525218778523,positive,0.0,1000.0,-0.6475988833120637,-0.640673382315537,-0.38662503518528907,-0.28874668021375743,80
nl34_z3_sigma25,Case Study 1,Split,0.25,26,NL0 9,0.4137255672146021,positive,0.0,1000.0,0.20100886597618506,0.20466315328943244,0.1699635477007362,0.19744733938818096,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 1,-0.5863925659267387,negative,0.0,1000.0,0.407731958253561,0.381836018574349,0.3263140652524423,0.21783879013004556,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 11,-0.6884856692823967,negative,0.0,1000.0,0.364435664108469,0.336729586798705,0.30902464893565873,0.2217383744455895,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 12,-0.8096498326560541,negative,0.0,1000.0,0.30662274194989164,0.338218604793665,0.10890456110034429,-0.013432574445247451,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 13,-0.4951241241528989,negative,0.0,1000.0,0.35376459635598967,0.32660104529659,0.3616701686377778,0.3126466760412567,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 14,-0.8179529300422536,negative,0.0,1000.0,0.04942840384530607,0.015016316146930163,0.7442672976838531,0.8272080434603806,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 15,-0.7998951750421595,negative,0.0,1000.0,-0.11608897435315826,-0.097957608452093,-0.8229658387249887,-0.868568582857538,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 16,-0.0508547496430146,negative,0.0,1000.0,0.1970211746623017,0.2256445416185227,-0.09693354607891155,0.0692619143911765,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 19,-0.8065074028788094,negative,0.0,1000.0,-0.15328631176477006,-0.12440515946942884,-0.7323319779566079,-0.7736097907119199,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 2,-0.8057461026636855,negative,0.0,1000.0,-0.10874765405496656,-0.09158580218895228,-0.7909173712639489,-0.8555349079817428,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 20,0.1267482612448462,positive,0.0,1000.0,-0.1619656527222768,-0.15849124943856577,0.001320074812878627,-0.054233840155217934,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 22,-0.1126525218778524,negative,0.0,1000.0,-0.4648121108553801,-0.43130157788982587,-0.3794991006773172,-0.30417805007281434,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 25,-0.8068810333166494,negative,0.0,1000.0,-0.15711639008094339,-0.11854589881200248,-0.6011353829754446,-0.6274997995808176,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 26,-0.8229199299696678,negative,0.0,1000.0,0.0710976898004723,0.03906404141392705,0.6172617350519106,0.6820824037641776,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 28,-0.8157848338519306,negative,0.0,1000.0,0.10807682741660327,0.09056214655096774,0.7807593095554638,0.8018097195368724,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 31,-0.8071192197782028,negative,0.0,1000.0,0.3300334091910846,0.35668406322400503,0.004183422658404626,-0.12512400266494994,80
nl34_z3_sigma25,Case Study 1,Split,0.25,27,NL0 4,-0.8311498499314557,negative,0.0,1000.0,0.11131122054530312,0.06498307234468535,0.4956216118228603,0.5378442325711198,80
