run_id,bus,new_capacity_mw,scenario,case_study,design,sigma
67,NL0 22,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 23,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 24,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 25,609.9811467476056,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 26,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 27,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 28,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 3,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 30,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 31,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 33,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 4,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 5,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 6,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 7,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 8,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
67,NL0 9,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 0,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 1,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 10,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 11,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 12,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 13,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 14,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 15,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 16,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 17,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 18,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 19,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 2,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 20,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 21,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 22,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 23,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 24,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 25,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 26,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 27,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 28,609.9811467476056,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 3,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 30,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 31,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 33,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 4,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 5,678.1047541590406,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 6,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 7,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 8,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
68,NL0 9,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 0,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 1,678.1047541590406,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 10,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 11,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 12,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 13,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 14,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 15,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 16,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 17,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 18,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 19,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 2,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 20,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 21,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 22,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 23,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 24,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 25,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 26,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 27,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 28,609.9811467476056,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 3,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 30,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 31,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 33,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 4,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 5,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 6,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 7,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 8,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
69,NL0 9,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 0,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 1,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 10,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 11,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 12,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 13,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 14,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 15,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 16,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 17,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 18,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 19,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 2,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 20,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 21,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 22,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 23,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 24,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 25,609.9811467476056,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 26,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 27,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 28,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 3,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 30,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 31,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 33,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 4,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 5,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 6,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 7,678.1047541590406,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 8,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
70,NL0 9,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 0,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 1,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 10,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 11,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 12,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 13,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 14,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 15,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 16,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 17,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 18,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 19,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 2,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 20,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 21,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 22,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 23,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 24,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 25,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 26,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 27,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 28,609.9811467476056,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 3,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 30,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 31,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 33,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 4,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 5,678.1047541590406,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 6,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 7,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 8,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
71,NL0 9,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 0,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 1,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 10,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 11,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 12,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 13,678.1047541590406,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 14,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 15,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 16,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 17,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 18,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 19,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 2,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 20,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 21,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 22,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 23,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 24,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 25,609.9811467476056,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 26,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 27,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 28,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 3,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 30,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 31,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 33,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 4,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 5,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 6,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 7,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 8,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
72,NL0 9,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 0,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 1,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 10,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 11,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 12,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 13,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 14,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 15,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 16,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 17,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 18,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 19,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 2,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 20,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 21,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 22,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 23,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 24,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 25,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 26,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 27,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 28,609.9811467476056,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 3,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 30,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 31,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 33,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 4,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 5,678.1047541590406,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 6,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 7,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 8,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
73,NL0 9,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 0,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 1,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 10,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 11,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 12,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 13,678.1047541590406,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 14,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 15,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 16,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 17,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 18,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 19,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 2,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 20,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 21,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 22,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 23,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 24,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 25,609.9811467476056,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 26,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 27,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 28,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 3,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 30,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 31,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 33,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 4,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 5,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 6,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 7,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 8,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
74,NL0 9,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 0,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 1,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 10,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 11,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 12,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 13,678.1047541590406,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 14,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 15,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 16,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 17,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 18,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 19,609.9811467476056,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 2,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 20,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 21,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 22,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 23,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 24,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 25,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 26,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 27,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 28,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 3,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 30,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 31,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 33,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 4,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 5,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 6,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 7,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 8,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
75,NL0 9,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 0,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 1,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 10,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 11,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 12,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 13,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 14,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 15,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 16,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 17,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 18,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 19,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 2,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 20,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 21,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 22,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 23,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 24,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 25,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 26,609.9811467476056,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 27,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 28,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 3,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 30,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 31,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 33,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 4,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 5,678.1047541590406,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 6,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 7,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 8,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
76,NL0 9,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 0,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 1,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 10,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 11,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 12,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 13,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 14,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 15,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 16,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 17,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 18,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 19,609.9811467476056,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 2,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 20,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 21,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 22,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 23,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 24,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 25,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 26,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 27,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 28,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 3,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 30,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 31,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 33,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 4,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 5,678.1047541590406,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 6,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 7,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 8,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
77,NL0 9,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 0,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 1,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 10,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 11,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 12,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 13,678.1047541590406,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 14,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 15,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 16,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 17,412.87487430649526,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 18,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 19,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 2,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 20,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 21,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 22,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 23,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 24,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 25,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 26,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 27,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 28,1000.0,nl34_z3_sigma25,Case Study 1,Split,0.25
78,NL0 3,0.0,nl34_z3_sigma25,Case Study 1,Split,0.25
