run_id,generator,bus,tech,zone,cap_max,c,vc,fc,mu_cap_up,mu_cm_bud,energy_rent,cm_rent,total_rent,fixed_cost,profit
1,NL0 0 CCGT,NL0 0,CCGT,1,200.0,18.214285714285715,6.0,22.5,0.0,20.5,36.42857142857143,373.39285714285717,409.8214285714286,409.8214285714286,0.0
1,NL0 1 coal,NL0 1,coal,2,200.0,153.75,5.0,30.0,0.0,26.0,615.0,3997.5,4612.5,4612.5,0.0
1,NL0 10 nuclear,NL0 10,nuclear,3,200.0,26.25,4.0,37.5,0.0,30.5,183.75,800.625,984.375,984.375,0.0
2,NL0 0 CCGT,NL0 0,CCGT,1,200.0,18.214285714285715,6.0,22.5,0.0,20.5,36.42857142857143,373.39285714285717,409.8214285714286,409.8214285714286,0.0
2,NL0 1 coal,NL0 1,coal,2,200.0,153.75,5.0,30.0,0.0,26.0,615.0,3997.5,4612.5,4612.5,0.0
2,NL0 10 nuclear,NL0 10,nuclear,3,200.0,26.25,4.0,37.5,0.0,30.5,183.75,800.625,984.375,984.375,0.0
3,NL0 0 CCGT,NL0 0,CCGT,1,200.0,18.214285714285715,6.0,22.5,0.0,20.5,36.42857142857143,373.39285714285717,409.8214285714286,409.8214285714286,0.0
3,NL0 1 coal,NL0 1,coal,2,200.0,153.75,5.0,30.0,0.0,26.0,615.0,3997.5,4612.5,4612.5,0.0
3,NL0 10 nuclear,NL0 10,nuclear,3,200.0,26.25,4.0,37.5,0.0,30.5,183.75,800.625,984.375,984.375,0.0
4,NL0 0 CCGT,NL0 0,CCGT,1,200.0,18.214285714285715,6.0,22.5,0.0,20.5,36.42857142857143,373.39285714285717,409.8214285714286,409.8214285714286,0.0
4,NL0 1 coal,NL0 1,coal,2,200.0,153.75,5.0,30.0,0.0,26.0,615.0,3997.5,4612.5,4612.5,0.0
4,NL0 10 nuclear,NL0 10,nuclear,3,200.0,26.25,4.0,37.5,0.0,30.5,183.75,800.625,984.375,984.375,0.0
5,NL0 0 CCGT,NL0 0,CCGT,1,200.0,18.214285714285715,6.0,22.5,0.0,20.5,36.42857142857143,373.39285714285717,409.8214285714286,409.8214285714286,0.0
5,NL0 1 coal,NL0 1,coal,2,200.0,153.75,5.0,30.0,0.0,26.0,615.0,3997.5,4612.5,4612.5,0.0
5,NL0 10 nuclear,NL0 10,nuclear,3,200.0,26.25,4.0,37.5,0.0,30.5,183.75,800.625,984.375,984.375,0.0
6,NL0 0 CCGT,NL0 0,CCGT,1,200.0,18.214285714285715,6.0,22.5,0.0,20.5,36.42857142857143,373.39285714285717,409.8214285714286,409.8214285714286,0.0
6,NL0 1 coal,NL0 1,coal,2,200.0,153.75,5.0,30.0,0.0,26.0,615.0,3997.5,4612.5,4612.5,0.0
6,NL0 10 nuclear,NL0 10,nuclear,3,200.0,26.25,4.0,37.5,0.0,30.5,183.75,800.625,984.375,984.375,0.0
