run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,rd_up_vol,rd_down_vol,rd_cost_econ,curt_cost,lambda_c_z1,c_dem_z1,nu_c_z1,req_z1,net_import_z1,c_NL0 0 Invest,c_NL0 1 Invest,c_NL0 10 Invest,c_NL0 11 Invest,c_NL0 12 Invest,c_NL0 13 Invest,c_NL0 14 Invest,c_NL0 15 Invest,c_NL0 16 Invest,c_NL0 17 Invest,c_NL0 18 Invest,c_NL0 19 Invest,c_NL0 2 Invest,c_NL0 20 Invest,c_NL0 21 Invest,c_NL0 22 Invest,c_NL0 23 Invest,c_NL0 24 Invest,c_NL0 25 Invest,c_NL0 26 Invest,c_NL0 27 Invest,c_NL0 28 Invest,c_NL0 3 Invest,c_NL0 30 Invest,c_NL0 31 Invest,c_NL0 33 Invest,c_NL0 4 Invest,c_NL0 5 Invest,c_NL0 6 Invest,c_NL0 7 Invest,c_NL0 8 Invest,c_NL0 9 Invest
29,ptdf_pos,TIME_LIMIT,1500.526999950409,1095.7191559051805,436.00760901061756,2.2679109904502597e9,43.05303149294538,0.0,OPTIMAL,82771.93830304856,2.813445082165014e9,40818.82886817029,20976.554717439136,61795.38358560942,-3.0541097387359887e6,2.81649919190375e9,5472.580873012747,16722.707602851122,5472.580873012756,16722.70760285112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0076019714444,8.798800195108929e-7,0.0,8.798800195108929e-7,0.0,0.0,0.0,0.0,0.0,8.798800195108929e-7,0.0,0.0,0.0,0.0,0.0,8.798800195108929e-7,8.798800195108929e-7,0.0,8.798800195108929e-7,0.0,8.798800195108929e-7,8.800130366637408e-7,0.0,0.0,0.0
46,ptdf_neg,OPTIMAL,176.8789999485016,0.0,436.00760310598974,2.267910990080057e9,43.05303149294538,0.0,OPTIMAL,203573.46726556463,5.437381006176486e9,78885.0515057034,62344.20787993062,141229.259385634,-5.687547717048552e6,5.443068553893535e9,5472.58087301201,16722.707602851122,0.0,16722.70760285112,0.0,0.0,0.0,0.0,0.0,87.28251579851701,0.0,0.0,63.85828880048018,0.0,0.0,0.0,203.01555244462764,0.0,0.0,0.0,0.0,0.0,0.0,62.17730034115232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.67394461886846,0.0,0.0,1.1023441182089763e-6,0.0,0.0
