run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,rd_up_vol,rd_down_vol,rd_cost_econ,curt_cost,lambda_c_z1,c_dem_z1,nu_c_z1,req_z1,net_import_z1,c_NL0 0 Invest,c_NL0 1 Invest,c_NL0 10 Invest,c_NL0 11 Invest,c_NL0 12 Invest,c_NL0 13 Invest,c_NL0 14 Invest,c_NL0 15 Invest,c_NL0 16 Invest,c_NL0 17 Invest,c_NL0 18 Invest,c_NL0 19 Invest,c_NL0 2 Invest,c_NL0 20 Invest,c_NL0 21 Invest,c_NL0 22 Invest,c_NL0 23 Invest,c_NL0 24 Invest,c_NL0 25 Invest,c_NL0 26 Invest,c_NL0 27 Invest,c_NL0 28 Invest,c_NL0 3 Invest,c_NL0 30 Invest,c_NL0 31 Invest,c_NL0 33 Invest,c_NL0 4 Invest,c_NL0 5 Invest,c_NL0 6 Invest,c_NL0 7 Invest,c_NL0 8 Invest,c_NL0 9 Invest,case_study,design,sigma,source,source_file,lambda_c_z2,c_dem_z2,nu_c_z2,req_z2,net_import_z2,lambda_c_z3,c_dem_z3,nu_c_z3,req_z3,net_import_z3,line_idx,direction,ptdf_nonzero,ptdf_density,finite_gap,target_gap_reached,time_limit_reached,density_class
65,ptdf_pos,TIME_LIMIT,120.6710000038147,10.23237847381367,502.4607752130605,2268298476.2353363,42.99563963403596,0.0,OPTIMAL,105818.48132499548,2536888018.8559923,36802.86820233317,34507.80656133116,71310.67476366431,-2509887.104996025,2539397905.9609885,5975.333557227152,7266.2,5975.333557227152,7266.2000000000435,-38.45329747517735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752130605,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557227152,4921.9607752130605,5975.333557227152,4921.9607752130805,-2361.6514566838414,5975.333557227152,4601.0,5975.333557227152,4601.00000000001,2400.1047541590187,39,positive,33,0.9705882352941176,10.23237847381367,False,True,dense PTDF row
66,ptdf_neg,TIME_LIMIT,120.55399990081789,44.4897727002386,502.46077521311145,2268298476.2353363,42.99563963403596,0.0,OPTIMAL,60110.61359172306,2281095194.9960914,33093.64797022768,13508.482810747686,46602.13078097537,-2366514.949618375,2283461709.9457097,5975.333557227142,7266.2,5975.333557227142,7266.200000000026,-38.45329747516007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.46077521311145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557227142,4921.960775213109,5975.333557227142,4921.96077521311,-2361.6514566838705,5975.333557227142,4601.0,5975.333557227142,4600.999999999998,2400.1047541590306,39,negative,33,0.9705882352941176,44.4897727002386,False,True,dense PTDF row
67,ptdf_pos,TIME_LIMIT,120.72299981117249,183.34557446960707,502.4607752130428,2268298476.235336,42.99563963403596,0.0,OPTIMAL,60110.04199825576,2281095194.996621,33093.64797023536,13508.197014010198,46601.84498424556,-2366514.9496190064,2283461709.94624,5975.333557227105,7266.2,5975.333557227105,7266.199999999999,-38.453297475133695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752130428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557227105,4921.960775213043,5975.333557227105,4921.960775213043,-2361.651456683805,5975.333557227105,4601.0,5975.333557227105,4601.000000000091,2400.1047541589382,4,positive,33,0.9705882352941176,183.34557446960707,False,True,dense PTDF row
68,ptdf_neg,TIME_LIMIT,120.4760000705719,23.251978393099183,502.46077521300685,2268298476.235335,42.99563963403597,0.0,OPTIMAL,141512.3851051148,2536884988.30476,36802.86820233902,52354.7584513879,89157.62665372691,-2512917.656632446,2539397905.9613924,5975.333557141665,7266.2,5975.333557141665,7266.20000000007,-38.45329747520418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.46077521300685,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557142196,4921.960775213007,5975.333557142196,4921.960775213007,-2361.651456683768,5975.333557141952,4601.0,5975.333557141952,4601.000000000056,2400.104754158972,4,negative,33,0.9705882352941176,23.251978393099183,False,True,dense PTDF row
69,ptdf_pos,TIME_LIMIT,120.53900003433228,13.670490976239249,502.4607752130578,2268298476.235335,42.99563963403596,0.0,OPTIMAL,64494.99831542106,2536884988.3043776,36802.86820233347,13846.065056543795,50648.93325887727,-2512917.65663207,2539397905.961009,5975.333557227302,7266.2,5975.333557227302,7266.200000000248,-38.4532974753829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752130578,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557227302,4921.960775213058,5975.333557227302,4921.960775212789,-2361.65145668355,5975.333557227302,4601.0,5975.333557227302,4601.000000000096,2400.104754158933,40,positive,33,0.9705882352941176,13.670490976239249,False,True,dense PTDF row
70,ptdf_neg,TIME_LIMIT,120.66300010681152,37.44506853815989,502.4607752133347,2268298476.235337,42.99563963403596,0.0,OPTIMAL,137672.83925510966,2281388610.493947,33093.647970201426,52289.59564245412,85383.24361265555,-2073099.449951265,2283461709.943898,5975.333557227073,7266.2,5975.333557227073,7266.200000000076,-38.45329747520964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752133347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557227073,4921.960775213335,5975.333557227073,4921.960775213111,-2361.651456683871,5975.333557227073,4601.0,5975.333557227073,4600.999999999948,2400.1047541590806,40,negative,33,0.9705882352941176,37.44506853815989,False,True,dense PTDF row
71,ptdf_pos,TIME_LIMIT,120.91200017929076,29.655289894226453,502.460775213481,2268298476.235056,42.99563963403596,0.0,OPTIMAL,105501.82710561484,2536912414.689426,36802.86820210101,34349.47945175692,71152.34765385793,-2485491.2555436813,2539397905.9449697,5975.333557222784,7266.2,5975.333557222784,7266.200000002655,-38.453297477788055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.460775213481,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557222784,4921.960775213087,5975.333557222784,4921.960775212852,-2361.6514566836127,5975.333557222784,4601.0,5975.333557222784,4600.999999997628,2400.1047541614007,5,positive,33,0.9705882352941176,29.655289894226453,False,True,dense PTDF row
72,ptdf_neg,TIME_LIMIT,120.71399998664856,156.0451921530137,502.4607752132965,2268298476.2353363,42.99563963403597,0.0,OPTIMAL,71356.55526846698,2281095194.9945903,33093.64797020589,19131.453649130544,52225.101619336434,-2366514.9496165803,2283461709.9442067,5975.333557135741,7266.2,5975.333557135741,7266.200000000476,-38.453297475609816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752132965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557136462,4921.960775213296,5975.333557136258,4921.960775212723,-2361.6514566834835,5975.33355713598,4601.0,5975.33355713598,4600.999999999935,2400.1047541590933,5,negative,33,0.9705882352941176,156.0451921530137,False,True,dense PTDF row
73,ptdf_pos,TIME_LIMIT,120.55800008773804,39.40968318962672,502.4607752132693,2268298476.235339,42.99563963403597,0.0,OPTIMAL,166199.76408928697,2536885822.6419654,36802.868202310485,64698.44794348825,101501.31614579872,-2512083.3174581258,2539397905.9594235,5975.333557224295,7266.2,5975.33355722442,7266.200000000202,-38.45329747533606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752132693,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557224544,4921.960775213269,5975.33355722442,4921.960775213061,-2361.6514566838227,5975.3335572240585,4601.0,5975.333557224209,4600.99999999987,2400.104754159159,6,positive,33,0.9705882352941176,39.40968318962672,False,True,dense PTDF row
74,ptdf_neg,TIME_LIMIT,120.54100012779236,19.38076672161317,502.4607752131615,2268298476.235316,42.99563963403597,0.0,OPTIMAL,118226.8068583252,2281118019.11777,33093.64797021184,42566.57944405669,75660.2274142685,-2343690.826846591,2283461709.944617,5975.333557226872,7266.2,5975.333557226872,7266.200000000097,-38.453297475231466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752131615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557226872,4921.960775212991,5975.333557226872,4921.960775213137,-2361.651456683898,5975.333557226872,4601.0,5975.333557226872,4600.9999999999,2400.104754159129,6,negative,33,0.9705882352941176,19.38076672161317,False,True,dense PTDF row
75,ptdf_pos,TIME_LIMIT,120.80100011825562,8.360501220509324,502.4607752130986,2268298476.235335,42.99563963403597,0.0,OPTIMAL,291757.3756633084,7727524363.460702,112053.79327165276,89851.79119582783,201905.5844674806,-4187372.28333941,7731711735.744041,5975.333557223992,7266.2,5975.333557223992,7266.20000000004,-38.45329747517417,0.0,0.0,0.0,0.0,502.4607752130986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557223992,4921.960775213094,5975.333557223992,4921.960775213094,-2361.6514566838555,5975.333557223992,4601.0,5975.333557223992,4600.999999999999,2400.1047541590297,7,positive,33,0.9705882352941176,8.360501220509324,False,True,dense PTDF row
76,ptdf_neg,TIME_LIMIT,120.45000004768372,1.774940739113039,502.46077521309735,2268298476.2353344,42.99563963403596,0.0,OPTIMAL,131357.69241814583,4900104109.498344,71069.94998895194,30143.87121459694,101213.82120354888,-3722439.739338648,4903826549.237683,5975.333557227111,7266.2,5975.333557227111,7266.2,-38.453297475133695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.46077521309735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557227111,4921.960775213097,5975.333557227111,4921.960775213098,-2361.6514566838587,5975.333557227111,4601.0,5975.333557227111,4601.000000000036,2400.1047541589924,7,negative,33,0.9705882352941176,1.774940739113039,False,True,dense PTDF row
77,ptdf_pos,TIME_LIMIT,120.61199998855592,8.60809409314496,502.4607752131778,2268298476.2353263,42.99563963403614,0.0,OPTIMAL,327554.88077919104,7727523462.42563,112053.79327164649,107750.54375377228,219804.3370254188,-4188273.317978031,7731711735.743607,5975.333557225415,7266.2,5975.333557225335,7266.2000000001135,-38.45329747524829,0.0,0.0,0.0,0.0,502.4607752131778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557225415,4921.960775213203,5975.333557225335,4921.960775212967,-2361.651456683728,5975.333557225298,4601.0,5975.333557225335,4601.000000000053,2400.1047541589764,8,positive,33,0.9705882352941176,8.60809409314496,False,True,dense PTDF row
78,ptdf_neg,TIME_LIMIT,120.75999999046326,3.907733169788321,502.4607752130887,2268298476.235335,42.99563963403597,0.0,OPTIMAL,187860.36684137877,7729295704.07377,112097.2822388938,37881.54230124244,149978.8245401363,-5416770.409902821,7734712474.483673,5975.333557227088,7266.2,5975.333557227088,7266.199999999988,-38.45329747512187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752130887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557227088,4921.960775213089,5975.333557227088,4921.96077521309,-2361.6514566838505,5975.333557227088,4601.0,5975.333557227088,4601.000000000056,2400.1047541589724,8,negative,33,0.9705882352941176,3.907733169788321,False,True,dense PTDF row
79,ptdf_pos,TIME_LIMIT,120.86899995803832,5.897857171439802,502.4607752130773,2268298476.2353344,42.99563963403596,0.0,OPTIMAL,315209.37247184955,7727526720.144471,112053.79327165188,101577.78960009884,213631.58287175072,-4185015.599509493,7731711735.74398,5975.3335572263295,7266.2,5975.3335572263295,7266.2,-38.453297475133695,0.0,0.0,0.0,0.0,502.4607752130773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.3335572263295,4921.960775213077,5975.3335572263295,4921.960775213078,-2361.6514566838387,5975.3335572263295,4601.0,5975.3335572263295,4601.000000000056,2400.1047541589724,9,positive,33,0.9705882352941176,5.897857171439802,False,True,dense PTDF row
80,ptdf_neg,TIME_LIMIT,120.72699999809264,5.43048094028163,502.4607752130469,2268298476.235336,42.99563963403596,0.0,OPTIMAL,219208.91286574432,7318938777.922509,106180.260566813,56514.32614946565,162694.5867162787,-7499201.18758813,7326437979.110097,5975.333557227206,7266.2,5975.333557227206,7266.200000000079,-38.45329747521328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607752130469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,1.0,original,summary_runs_cs2_nl34_z3_sigma100.csv,5975.333557227206,4921.960775213047,5975.333557227206,4921.960775213047,-2361.651456683808,5975.333557227206,4601.0,5975.333557227206,4601.000000000007,2400.104754159021,9,negative,33,0.9705882352941176,5.43048094028163,False,True,dense PTDF row
1,ptdf_pos,OPTIMAL,11.90400004386902,0.0,1211.432925940655,2282160347.759771,42.14278014140741,0.0,OPTIMAL,132837.66144442942,17998.008886458352,0.0,66418.83072221471,66418.83072221473,17998.008886458352,0.0,0.0,7266.2,0.0,7266.200000000013,-38.45329747514734,0.0,211.43292594065497,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,4419.5,0.0,3710.527849272461,-1150.218530743222,18839.9344744768,5812.432925940655,18839.9344744768,5812.43292594066,1188.6718282183692,0,positive,33,0.9705882352941176,0.0,True,False,dense PTDF row
2,ptdf_neg,TIME_LIMIT,120.4960000514984,15.226253718973268,1211.4329259406547,2282160347.7597704,42.14278014140743,0.0,OPTIMAL,131602.6894436114,86261.55421788152,0.0,65801.3447218057,65801.3447218057,86261.55421788152,0.0,0.0,7266.2,0.0,7266.200000000092,-38.453297475226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.6605296066571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.7723963339977,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,4419.5,0.0,3710.527849272382,-1150.2185307431428,18839.93447447772,5812.432925940655,18839.93447447772,5812.43292594066,1188.6718282183692,0,negative,33,0.9705882352941176,15.226253718973268,False,True,dense PTDF row
3,ptdf_pos,OPTIMAL,13.863999843597412,0.0,1211.432925940655,2282160347.7597666,42.14278014140741,0.0,OPTIMAL,139178.72886248337,115525.7807120378,0.0,69589.36443124167,69589.36443124167,115525.7807120378,0.0,0.0,7266.2,0.0,7266.200000000001,-38.45329747513415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.1592402004628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.27368574019204,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,3710.527849272474,0.0,3710.527849272474,-1150.218530743235,18839.93447447771,5812.432925940655,18839.93447447771,5812.43292594066,1188.6718282183692,1,positive,33,0.9705882352941176,0.0,True,False,dense PTDF row
4,ptdf_neg,TIME_LIMIT,120.62400007247923,23.13224357388121,1211.4329259406536,2282160347.759772,42.14278014140743,0.0,OPTIMAL,68896.37250893429,16972.317779861158,0.0,34448.186254467146,34448.186254467146,16972.317779861158,0.0,0.0,7227.746702524871,0.0,7227.746702524866,0.0,0.0,1000.0,0.0,0.0,0.0,211.4329259406536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,4419.5,0.0,3748.981146747608,-1188.6718282183692,18839.93447447774,5812.432925940655,18839.93447447774,5812.43292594066,1188.6718282183692,1,negative,33,0.9705882352941176,23.13224357388121,False,True,dense PTDF row
5,ptdf_pos,TIME_LIMIT,120.31900000572205,4.536102902455332,1211.4329259406545,2282160347.759772,42.14278014140744,0.0,OPTIMAL,100811.20866398473,12967.75333149964,0.0,50405.60433199236,50405.60433199236,12967.75333149964,0.0,0.0,7227.7467025248625,0.0,7227.746702524866,0.0,0.0,211.4329259406545,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,4147.0,0.0,3748.981146747608,-1188.6718282183692,18839.93447447774,5812.432925940655,18839.93447447774,5812.43292594066,1188.6718282183692,10,positive,33,0.9705882352941176,4.536102902455332,False,True,dense PTDF row
6,ptdf_neg,TIME_LIMIT,120.60099983215332,2.131470908415115,1211.4329259406554,2282160347.759772,42.14278014140742,0.0,OPTIMAL,73446.1647416281,86043.0338676942,0.0,36723.08237081405,36723.08237081405,86043.0338676942,0.0,0.0,7227.746702524861,0.0,7227.746702524866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.43292594065545,0.0,0.0,1000.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,4419.5,0.0,3748.981146747608,-1188.6718282183692,18839.934474477777,5812.432925940655,18839.934474477777,5812.43292594066,1188.6718282183692,10,negative,33,0.9705882352941176,2.131470908415115,False,True,dense PTDF row
7,ptdf_pos,TIME_LIMIT,120.53400015830994,44.96988790793755,1211.432925940654,2282160347.759772,42.14278014140743,0.0,OPTIMAL,92970.62744195774,12967.753331499873,0.0,46485.31372097887,46485.31372097887,12967.753331499873,0.0,0.0,7227.746702524859,0.0,7227.746702524866,0.0,0.0,211.4329259406541,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,4419.5,0.0,3748.981146747608,-1188.6718282183692,18839.934474477548,5812.432925940655,18839.934474477548,5812.43292594066,1188.6718282183692,11,positive,33,0.9705882352941176,44.96988790793755,False,True,dense PTDF row
8,ptdf_neg,TIME_LIMIT,120.5440001487732,27.469878938590405,1211.432925940654,2282160347.7597666,42.14278014140743,0.0,OPTIMAL,72325.00429811687,58940.559997488745,0.0,36162.50214905843,36162.50214905843,58940.559997488745,0.0,0.0,7227.746702524867,0.0,7227.746702524866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.1592402004642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.27368574018988,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,4419.5,0.0,3748.981146747608,-1188.6718282183692,18839.93447447771,5812.432925940655,18839.93447447771,5812.43292594066,1188.6718282183692,11,negative,33,0.9705882352941176,27.469878938590405,False,True,dense PTDF row
9,ptdf_pos,TIME_LIMIT,120.6139998435974,66.75769352596507,1211.4329259406586,2282160347.759772,42.14278014140744,0.0,OPTIMAL,91735.91036923914,104393.12964226956,0.0,45867.95518461957,45867.95518461957,104393.12964226956,0.0,0.0,7227.746702524867,0.0,7227.746702524866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.4329259406586,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,4419.5,0.0,3748.981146747608,-1188.6718282183692,18839.9344744768,5812.432925940659,18839.9344744768,5812.43292594066,1188.6718282183692,12,positive,33,0.9705882352941176,66.75769352596507,False,True,dense PTDF row
10,ptdf_neg,TIME_LIMIT,120.41699981689452,39.376665747809774,1211.4329259407125,2282160347.759782,42.14278014140759,0.0,OPTIMAL,105922.56725518552,29432.849832423963,0.0,52961.28362759276,52961.28362759276,29432.849832423963,0.0,0.0,7266.2,0.0,7266.200000000043,-38.45329747517644,0.0,1000.0,0.0,197.26903761692316,0.0,14.16388832378908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,4419.5,0.0,3710.527849272432,-1150.2185307431928,18839.934474477726,5812.432925940655,18839.934474477635,5812.43292594066,1188.6718282183692,12,negative,33,0.9705882352941176,39.376665747809774,False,True,dense PTDF row
11,ptdf_pos,TIME_LIMIT,120.22300004959106,3.995388182856898,1211.4329259406554,2282160347.759772,42.14278014140742,0.0,OPTIMAL,81362.40969990642,20206.789088730933,0.0,40681.20484995321,40681.20484995321,20206.789088730933,0.0,0.0,7227.7467025248625,0.0,7227.746702524866,0.0,0.0,211.43292594065545,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,4419.5,0.0,3748.981146747608,-1188.6718282183692,18839.934474477697,5812.432925940655,18839.934474477697,5812.43292594066,1188.6718282183692,13,positive,33,0.9705882352941176,3.995388182856898,False,True,dense PTDF row
12,ptdf_neg,TIME_LIMIT,120.5590000152588,570.8928218011722,1211.4329259406545,2282160347.759771,42.14278014140743,0.0,OPTIMAL,132830.10363334927,58940.55999748828,0.0,66415.05181667463,66415.05181667463,58940.55999748828,0.0,0.0,7227.746702524861,0.0,7227.746702524866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.4329259406545,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,3748.9811467475984,0.0,3748.981146747608,-1188.6718282183692,18839.934474477697,5812.432925940655,18839.934474477697,5812.43292594066,1188.6718282183692,13,negative,33,0.9705882352941176,570.8928218011722,False,True,dense PTDF row
13,ptdf_pos,TIME_LIMIT,120.53900003433228,3.995388182856888,1211.432925940655,2282160347.759771,42.14278014140742,0.0,OPTIMAL,103214.20096631066,16473.596762652043,0.0,51607.10048315532,51607.10048315533,16473.596762652043,0.0,0.0,7266.2,0.0,7266.200000000146,-38.45329747528013,0.0,211.43292594065497,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,4419.5,0.0,3710.527849272328,-1150.218530743089,18839.934474477614,5812.432925940655,18839.934474477614,5812.43292594066,1188.6718282183692,14,positive,33,0.9705882352941176,3.995388182856888,False,True,dense PTDF row
14,ptdf_neg,TIME_LIMIT,120.38100004196168,388.1780340289236,1211.4329259406554,2282160347.7597704,42.14278014140743,0.0,OPTIMAL,122576.55324049693,58940.559997488745,0.0,61288.27662024846,61288.27662024847,58940.559997488745,0.0,0.0,7227.746702524861,0.0,7227.746702524866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.3497694631151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.08315647754034,0.0,0.0,2,z3,0.25,original,summary_runs_cs2_nl34_z3_sigma25.csv,0.0,3748.9811467475984,0.0,3748.981146747608,-1188.6718282183692,18839.93447447665,5812.432925940655,18839.93447447665,5812.43292594066,1188.6718282183692,14,negative,33,0.9705882352941176,388.1780340289236,False,True,dense PTDF row
