run_id,zone_a,zone_b,bound,f_ab,phi_lo,phi_hi,at_bound
1,1,2,1188.6718282183692,1150.2185307429218,0.0,0.0,interior
1,1,3,1188.6718282183692,-1188.6718282183692,5393.551759357189,0.0,lower
1,2,3,1188.6718282183692,-1188.6718282183692,5393.551759356213,0.0,lower
2,1,2,1188.6718282183692,1150.2185307432344,0.0,0.0,interior
2,1,3,1188.6718282183692,-1188.6718282183692,5393.551759357101,0.0,lower
2,2,3,1188.6718282183692,-1188.6718282183692,5393.551759357101,0.0,lower
3,1,2,1188.6718282183692,1150.2185306941778,0.0,0.0,interior
3,1,3,1188.6718282183692,-1188.6718282183692,5393.551759357128,0.0,lower
3,2,3,1188.6718282183692,-1188.6718282183692,5393.551759357128,0.0,lower
4,1,2,1188.6718282183692,1150.2185307421014,0.0,0.0,interior
4,1,3,1188.6718282183692,-1188.6718282183692,5393.5517593571185,0.0,lower
4,2,3,1188.6718282183692,-1188.6718282183692,5393.5517593571185,0.0,lower
5,1,2,1188.6718282183692,1150.2185307431198,0.0,0.0,interior
5,1,3,1188.6718282183692,-1188.6718282183692,5393.551759357151,0.0,lower
5,2,3,1188.6718282183692,-1188.6718282183692,5393.551759357151,0.0,lower
6,1,2,1188.6718282183692,1150.2185307432346,0.0,0.0,interior
6,1,3,1188.6718282183692,-1188.6718282183692,5393.551759443599,0.0,lower
6,2,3,1188.6718282183692,-1188.6718282183692,5393.551759357208,0.0,lower
7,1,2,1188.6718282183692,1150.2185307431698,0.0,0.0,interior
7,1,3,1188.6718282183692,-1188.6718282183692,5393.551759357195,0.0,lower
7,2,3,1188.6718282183692,-1188.6718282183692,5393.551759357195,0.0,lower
8,1,2,1188.6718282183692,1150.218530742746,0.0,0.0,interior
8,1,3,1188.6718282183692,-1188.6718282183692,5393.551759357431,0.0,lower
8,2,3,1188.6718282183692,-1188.6718282183692,5393.551759356299,0.0,lower
9,1,2,1188.6718282183692,1150.2185307431998,0.0,0.0,interior
9,1,3,1188.6718282183692,-1188.6718282183692,5393.551759442775,0.0,lower
9,2,3,1188.6718282183692,-1188.6718282183692,5393.551759357197,0.0,lower
10,1,2,1188.6718282183692,1150.2185307432187,0.0,0.0,interior
10,1,3,1188.6718282183692,-1188.6718282183692,5393.5517593799495,0.0,lower
10,2,3,1188.6718282183692,-1188.6718282183692,5393.5517593799495,0.0,lower
11,1,2,1188.6718282183692,1150.218530743171,0.0,0.0,interior
11,1,3,1188.6718282183692,-1188.6718282183692,5393.551759357192,0.0,lower
11,2,3,1188.6718282183692,-1188.6718282183692,5393.551759357192,0.0,lower
12,1,2,1188.6718282183692,1150.2185307432346,0.0,0.0,interior
12,1,3,1188.6718282183692,-1188.6718282183692,5393.551759355791,0.0,lower
12,2,3,1188.6718282183692,-1188.6718282183692,5393.551759357203,0.0,lower
13,1,2,1188.6718282183692,1150.2185307432349,0.0,0.0,interior
13,1,3,1188.6718282183692,-1188.6718282183692,5393.551759356662,0.0,lower
13,2,3,1188.6718282183692,-1188.6718282183692,5393.551759356662,0.0,lower
14,1,2,1188.6718282183692,1150.2185307432148,0.0,0.0,interior
14,1,3,1188.6718282183692,-1188.6718282183692,5393.551759357123,0.0,lower
14,2,3,1188.6718282183692,-1188.6718282183692,5393.551759357123,0.0,lower
15,1,2,1188.6718282183692,1150.2185307430552,0.0,0.0,interior
15,1,3,1188.6718282183692,-1188.6718282183692,5393.551759357102,0.0,lower
15,2,3,1188.6718282183692,-1188.6718282183692,5393.551759357102,0.0,lower
16,1,2,1188.6718282183692,1150.2185307430343,0.0,0.0,interior
16,1,3,1188.6718282183692,-1188.6718282183692,5393.551759357153,0.0,lower
16,2,3,1188.6718282183692,-1188.6718282183692,5393.551759357153,0.0,lower
17,1,2,1188.6718282183692,1150.218530743297,0.0,0.0,interior
17,1,3,1188.6718282183692,-1188.6718282183692,5393.551759356189,0.0,lower
17,2,3,1188.6718282183692,-1188.6718282183692,5393.5517593554605,0.0,lower
18,1,2,1188.6718282183692,1150.2185307432746,0.0,0.0,interior
18,1,3,1188.6718282183692,-1188.6718282183692,5393.55175935725,0.0,lower
