run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,lambda_c_z1,lambda_c_z2,lambda_c_z3,c_NL0 0 coal,c_NL0 1 coal,c_NL0 10 coal
1,unit_pos,OPTIMAL,0.037999868392944336,0.0,275.0,6307.622025256849,5.0,0.0,OPTIMAL,590.0,381324.35,190.0,0.0,0.0,0.0,110.0,85.55555555555556,79.44444444444444
2,unit_pos,OPTIMAL,0.7569999694824219,0.0,275.0,6307.622025256849,5.0,0.0,OPTIMAL,130.55555555555551,52807.683333333305,26.1111111111111,0.0,0.0,0.0,6.111111111111111,85.55555555555556,183.33333333333334
3,unit_pos,OPTIMAL,0.003999948501586914,0.0,275.0,6307.622025256849,5.0,0.0,OPTIMAL,590.0,381324.35,190.0,0.0,0.0,0.0,110.0,85.55555555555556,79.44444444444444
4,unit_neg,OPTIMAL,0.024000167846679688,0.0,275.0,6307.622025256849,5.0,0.0,OPTIMAL,130.55555555555551,52807.683333333305,26.1111111111111,0.0,0.0,0.0,6.111111111111111,85.55555555555556,183.33333333333334
5,unit_neg,OPTIMAL,0.03800010681152344,0.0,275.0,6307.622025256849,5.0,0.0,OPTIMAL,590.0,381324.35,190.0,0.0,0.0,0.0,110.0,85.55555555555556,79.44444444444444
6,unit_neg,OPTIMAL,0.06100010871887207,0.0,275.0,6307.622025256849,5.0,0.0,OPTIMAL,130.55555555555551,52807.68333333328,26.111111111111086,0.0,0.0,0.0,6.111111111111111,189.44444444444446,79.44444444444444
7,random,OPTIMAL,0.016000032424926758,0.0,275.0,6307.622025256849,5.0,0.0,OPTIMAL,130.55555555555551,52807.683333333305,26.1111111111111,0.0,0.0,0.0,6.111111111111111,85.55555555555556,183.33333333333334
