name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt
NL0 9 0 solar,NL0 9,PQ,,351.7,0.0,True,351.7,7548.532351157828,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01,0.0,True,0,40.0,36897.489084132285,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 0 0 onwind,NL0 0,PQ,,36.0,0.0,True,36.0,670.1746285686195,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 1 0 onwind,NL0 1,PQ,,1220.8,0.0,True,1220.8,3564.508931352333,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 10 0 onwind,NL0 10,PQ,,21.0,0.0,True,21.0,3625.1980391989755,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 11 0 onwind,NL0 11,PQ,,54.0,0.0,True,54.0,4808.082264511601,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 12 0 onwind,NL0 12,PQ,,23.0,0.0,True,23.0,2254.3626552979986,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 13 0 onwind,NL0 13,PQ,,284.6,0.0,True,284.6,935.5115522129126,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 14 0 onwind,NL0 14,PQ,,75.0,0.0,True,75.0,2654.4769959818814,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 15 0 onwind,NL0 15,PQ,,59.0,0.0,True,59.0,1252.9304709137532,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 16 0 onwind,NL0 16,PQ,,61.0,0.0,True,61.0,5525.481821287089,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
