Line,NL0 0,NL0 1,NL0 10,NL0 11,NL0 12,NL0 13,NL0 14,NL0 15,NL0 16,NL0 17,NL0 18,NL0 19,NL0 2,NL0 20,NL0 21,NL0 22,NL0 23,NL0 24,NL0 25,NL0 26,NL0 27,NL0 28,NL0 29,NL0 3,NL0 30,NL0 31,NL0 32,NL0 33,NL0 4,NL0 5,NL0 6,NL0 7,NL0 8,NL0 9
37,0.0,-0.0031078769333427124,0.028022299664347126,0.0018214160998249712,0.0076715043698105286,-0.007514530070495356,0.008072397268098925,0.007200526759799027,-0.028964891168760255,0.05075578928901323,0.2166398059015817,0.007519780534418558,0.007483023185261623,0.010742352667352316,0.08592388949870233,-0.025981150660047546,0.3938022908737928,0.015544343044383487,0.007537820282978332,0.008312215603845409,0.04080106494626826,0.007967716529685417,0.39380229087379287,0.5728670288410644,0.2740615553890609,0.007549320480611082,0.39380229087379287,0.39380229087379287,0.008709575325489344,-0.02194909330191839,-0.017336733851316136,-0.025981150660047567,-0.14574352264849058,-0.011444642158753402
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37063542800277594,0.0,0.0,0.0,0.5495709113093835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,-0.41360743407326084,-0.015441453450728173,-0.3115143307176032,-0.19035016734394683,-0.5048758758471005,-0.18204706995774722,-0.20010482495784093,0.050854749643014736,0.0061485768236317585,0.04121762426109234,-0.19349259712119105,-0.19425389733631487,-0.1267482612448466,0.03954777601191136,0.11265252187785255,0.04348081051638818,-0.027291788161104683,-0.19311896668335138,-0.1770800700303329,-0.003305440288619139,-0.18421516614807035,0.04348081051638819,0.045768297361242764,0.0419511662082799,-0.19288078022179772,0.04348081051638819,0.04348081051638819,-0.16885015006854473,0.1961625193216214,-0.7083085504777784,0.11265252187785256,0.049362945135313016,-0.5862744327853971
4,0.0,0.024511114588377098,0.7789945313684282,-0.014365092213579742,-0.0605034004584659,0.05926538006046805,-0.06366515106132671,-0.056788907762921656,0.22843947225212366,0.59970069794609,0.308470724220704,-0.05930678926862681,-0.059016892462390794,-0.08472247866489038,0.32233793468889826,0.20490739325426613,0.289676154027691,-0.12259467853256661,-0.05944906463974922,-0.0655565434278686,0.6782113321488065,-0.062839558018397,0.28967615402769104,0.2706797802336156,0.30237904458820547,-0.059539764068333785,0.2896761540276911,0.2896761540276911,-0.06869042867458733,0.1731074790196586,0.1367308548993142,0.20490739325426616,0.24082812319441593,0.09026127526692629
40,0.0,-0.4136074340732606,-0.015441453450728145,-0.31151433071760304,-0.19035016734394675,-0.5048758758471003,-0.18204706995774717,-0.20010482495784085,0.05085474964301479,0.006148576823631794,0.04121762426109238,-0.19349259712119102,-0.19425389733631482,-0.12674826124484653,0.03954777601191141,0.11265252187785264,0.04348081051638824,-0.02729178816110466,-0.19311896668335132,-0.17708007003033283,-0.0033054402886191097,-0.18421516614807026,0.043480810516388246,0.04576829736124282,0.04195116620827995,-0.19288078022179767,0.043480810516388246,0.043480810516388246,-0.16885015006854467,0.19616251932162154,0.29169144952222187,0.11265252187785264,0.049362945135313085,-0.5862744327853969
5,0.0,-0.02451111458837732,0.22100546863157128,0.014365092213579502,0.06050340045846565,-0.05926538006046824,0.06366515106132647,0.05678890776292139,-0.22843947225212383,-0.5997006979460905,-0.30847072422070426,0.05930678926862658,0.05901689246239056,0.08472247866489012,-0.3223379346888985,-0.2049073932542663,-0.28967615402769126,0.12259467853256635,0.05944906463974898,0.06555654342786835,-0.678211332148807,0.06283955801839676,-0.2896761540276913,-0.27067978023361583,-0.30237904458820575,0.05953976406833355,-0.2896761540276913,-0.2896761540276913,0.06869042867458706,-0.17310747901965876,-0.13673085489931439,-0.2049073932542663,-0.24082812319441607,-0.09026127526692648
6,0.0,0.5863925659267376,-0.015441453450728358,0.6884856692823955,-0.19035016734394763,0.4951241241528979,-0.18204706995774803,-0.2001048249578418,0.05085474964301452,0.006148576823631561,0.04121762426109211,-0.19349259712119188,-0.19425389733631568,-0.12674826124484714,0.03954777601191114,0.11265252187785216,0.04348081051638796,-0.027291788161104863,-0.1931189666833522,-0.17708007003033369,-0.003305440288619333,-0.18421516614807112,0.04348081051638796,0.04576829736124254,0.041951166208279676,-0.19288078022179853,0.04348081051638797,0.04348081051638797,-0.16885015006854545,0.19616251932162074,0.2916914495222207,0.11265252187785213,0.049362945135312794,0.41372556721460146
7,0.0,-0.02584981337801903,0.0006807021663991441,-0.030350361001360293,0.3803812325533692,-0.021826446909469503,0.23635626558013692,-0.03526160152480685,-0.00224181864512595,-0.00027104634790195485,-0.001816987385149869,0.2464833070490367,0.2140445489169539,0.005587415478212245,-0.0017433758352784598,-0.004966036127186356,-0.0019167549226980927,0.0012030978421461046,-0.4537525936635447,0.15019902000923724,0.00014571299084930662,0.27396391579571483,-0.0019167549226980927,-0.002017593697744146,-0.0018493239520532704,0.2725526290146338,-0.001916754922698093,-0.001916754922698093,0.007443383701879432,-0.008647388815736585,-0.01285856945030799,-0.004966036127186356,-0.0021760557580067525,-0.018238172384246572
8,0.0,0.04419931528181568,-0.00116389891198502,0.0518945787034865,0.34960497474196783,0.03731996027691956,-0.4041338693026059,0.060292065569106525,0.0038331746404340083,0.00046344872249983653,0.0031067767153634593,0.25640380493042864,0.23382443938943026,-0.009553644922713609,0.002980911972992972,0.008491179153851867,0.003277364285281239,-0.0020571173981900714,0.26748529166277407,-0.25681786337587903,-0.00024914742435558823,-0.46843732730358434,0.0032773642852812392,0.0034497835111268905,0.003162067409141168,0.27454965218112926,0.003277364285281239,0.0032773642852812392,-0.012727073042726815,0.014785741739868526,0.02198623088283356,0.008491179153851867,0.0037207299376766753,0.03118454743123542
9,0.0,-0.01834950190379639,0.00048319674558593986,-0.021544217702125903,0.27001379270466347,-0.015493513367449835,0.1677776037224692,-0.025030464044299337,-0.0015913559953080162,-0.00019240237459782465,-0.0012897893302135442,-0.5028871119794649,-0.44786898830638366,0.003966229444501595,-0.0012375361377144657,-0.0035251430266654447,-0.0013606093625831003,0.0008540195560440344,0.1862673020007711,0.10661884336664205,0.00010343443350634174,0.19447341150786981,-0.0013606093625831003,-0.0014321898133827001,-0.001312743457087852,-0.5471022811957625,-0.0013606093625831005,-0.0013606093625831005,0.005283689340847685,-0.006138352924131841,-0.009127661432525429,-0.0035251430266654434,-0.0015446741796698795,-0.012946375046988654
