name,bus0,bus1,type,x,r,g,b,s_nom,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_nom_set,s_max_pu,capital_cost,overnight_cost,discount_rate,fom_cost,active,build_year,lifetime,length,carrier,terrain_factor,num_parallel,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,v_nom,i_nom,dc
0,NL0 0,NL0 1,Al/St 240/40 4-bundle 380.0,4.257969811615361,0.5192642068649999,0.0,0.0003001656030050049,5,0.0,False,0.0,inf,,0.7,2414.8254586605112,,,0.0,True,0,inf,34.617638348943416,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
1,NL0 1,NL0 10,Al/St 240/40 4-bundle 380.0,2.6724919349740266,0.3259137704647987,0.0,0.00018840008642932786,65,0.0,False,0.0,inf,,0.7,1515.6522354417382,,,0.0,True,0,inf,21.727574869280023,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0


