name,bus,carrier,p_nom,marginal_cost
NL0 0 CCGT,NL0 0,CCGT,2000,48.80852927819318
NL0 1 CCGT,NL0 1,CCGT,2000,48.80852927819318
NL0 2 CCGT,NL0 2,CCGT,2000,48.80852927819318
NL0 3 CCGT,NL0 3,CCGT,2000,48.80852927819318
NL0 4 CCGT,NL0 4,CCGT,2000,48.80852927819318
NL0 5 CCGT,NL0 5,CCGT,2000,48.80852927819318
NL0 6 CCGT,NL0 6,CCGT,2000,48.80852927819318
NL0 7 CCGT,NL0 7,CCGT,2000,48.80852927819318
NL0 8 CCGT,NL0 8,CCGT,2000,48.80852927819318
NL0 9 CCGT,NL0 9,CCGT,2000,48.80852927819318
