name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt
NL0 7 0 onwind,NL0 7,PQ,,35.0,0.0,True,35.0,1389.2173066631026,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 8 0 onwind,NL0 8,PQ,,58.0,0.0,True,58.0,3888.188388765695,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 9 0 onwind,NL0 9,PQ,,1222.2,0.0,True,1222.2,12948.838351120054,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 0 0 solar,NL0 0,PQ,,553.2,0.0,True,553.2,9271.833645413983,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01,0.0,True,0,40.0,36897.489084132285,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 1 0 solar,NL0 1,PQ,,727.9,0.0,True,727.9,13438.701924810037,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01,0.0,True,0,40.0,36897.489084132285,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 2 0 solar,NL0 2,PQ,,530.1,0.0,True,530.1,17615.16480461003,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01,0.0,True,0,40.0,36897.489084132285,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 3 0 solar,NL0 3,PQ,,2096.0,0.0,True,2096.0,21163.317526604264,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01,0.0,True,0,40.0,36897.489084132285,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 4 0 solar,NL0 4,PQ,,351.7,0.0,True,351.7,7548.532351157828,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01,0.0,True,0,40.0,36897.489084132285,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 5 0 solar,NL0 5,PQ,,199.1,0.0,True,199.1,9070.716606277765,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01,0.0,True,0,40.0,36897.489084132285,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 6 0 solar,NL0 6,PQ,,411.6,0.0,True,411.6,11200.684252577921,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01,0.0,True,0,40.0,36897.489084132285,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 7 0 solar,NL0 7,PQ,,260.3,0.0,True,260.3,6580.490557731373,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01,0.0,True,0,40.0,36897.489084132285,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 8 0 solar,NL0 8,PQ,,772.7,0.0,True,772.7,12997.76463480107,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01,0.0,True,0,40.0,36897.489084132285,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 9 0 solar,NL0 9,PQ,,1190.2,0.0,True,1190.2,30496.475359705997,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01,0.0,True,0,40.0,36897.489084132285,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
