name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt
NL0 0 nuclear,NL0 0,PQ,,515.0,0.0,False,515.0,inf,,0.0,0.637,,,-inf,inf,0.0,1.0,nuclear,27.322803680981593,0.0,True,0,inf,947758.9752212986,,,0.0,0.326,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 0 waste,NL0 0,PQ,,39.0,0.0,False,39.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,waste,34.1135,0.0,True,0,inf,1026674.8901905594,,,0.0,0.2165,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 1 biomass,NL0 1,PQ,,91.0,0.0,False,91.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,biomass,19.979914529914527,0.0,True,0,inf,371372.75285668863,,,0.0,0.468,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 1 waste,NL0 1,PQ,,81.0,0.0,False,81.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,waste,34.1135,0.0,True,0,inf,1026674.8901905594,,,0.0,0.21649999999999997,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 2 biomass,NL0 2,PQ,,22.0,0.0,False,22.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,biomass,19.979914529914527,0.0,True,0,inf,371372.75285668863,,,0.0,0.468,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 2 waste,NL0 2,PQ,,221.2,0.0,False,221.2,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,waste,34.1135,0.0,True,0,inf,1026674.8901905594,,,0.0,0.21650000000000003,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 3 biomass,NL0 3,PQ,,49.0,0.0,False,49.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,biomass,19.979914529914527,0.0,True,0,inf,371372.75285668863,,,0.0,0.468,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 3 waste,NL0 3,PQ,,90.0,0.0,False,90.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,waste,34.1135,0.0,True,0,inf,1026674.8901905594,,,0.0,0.2165,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 5 biomass,NL0 5,PQ,,82.0,0.0,False,82.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,biomass,19.979914529914527,0.0,True,0,inf,371372.75285668863,,,0.0,0.4680000000000001,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 5 waste,NL0 5,PQ,,108.0,0.0,False,108.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,waste,34.1135,0.0,True,0,inf,1026674.8901905594,,,0.0,0.2165,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 6 biomass,NL0 6,PQ,,536.0,0.0,False,536.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,biomass,19.979914529914527,0.0,True,0,inf,371372.75285668863,,,0.0,0.468,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 6 waste,NL0 6,PQ,,157.0,0.0,False,157.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,waste,34.1135,0.0,True,0,inf,1026674.8901905594,,,0.0,0.2165,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 8 biomass,NL0 8,PQ,,97.0,0.0,False,97.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,biomass,19.979914529914527,0.0,True,0,inf,371372.7528566886,,,0.0,0.468,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 0 0 offwind-ac,NL0 0,PQ,,752.0,0.0,True,752.0,752.0,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind-ac,0.015,0.0,True,0,30.0,280154.9626587513,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 2 0 offwind-ac,NL0 2,PQ,,4583.0,0.0,True,4583.0,4583.0,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind-ac,0.015,0.0,True,0,30.0,282384.4070496335,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 3 0 offwind-ac,NL0 3,PQ,,600.0,0.0,True,600.0,600.0,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind-ac,0.015,0.0,True,0,30.0,282805.1138356939,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 5 0 offwind-ac,NL0 5,PQ,,608.0,0.0,True,608.0,1464.5388773124128,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind-ac,0.015,0.0,True,0,30.0,278835.8119477151,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 9 0 offwind-ac,NL0 9,PQ,,578.0,0.0,True,578.0,578.0,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind-ac,0.015,0.0,True,0,30.0,279690.3830336329,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 0 0 onwind,NL0 0,PQ,,374.3,0.0,True,374.3,3351.1005178341334,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 1 0 onwind,NL0 1,PQ,,96.0,0.0,True,96.0,6278.718017357089,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 2 0 onwind,NL0 2,PQ,,568.6,0.0,True,568.6,3917.4264202817108,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 3 0 onwind,NL0 3,PQ,,1274.8,0.0,True,1274.8,8354.823220326934,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 4 0 onwind,NL0 4,PQ,,21.0,0.0,True,21.0,2247.393020122924,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 5 0 onwind,NL0 5,PQ,,478.6,0.0,True,478.6,1825.6424775810508,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 6 0 onwind,NL0 6,PQ,,223.8,0.0,True,223.8,2785.010132646812,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
