snapshot,NL0 0,NL0 1,NL0 10,NL0 11,NL0 12,NL0 13,NL0 14,NL0 15,NL0 16,NL0 17,NL0 18,NL0 19,NL0 2,NL0 3,NL0 4,NL0 5,NL0 6,NL0 7,NL0 8,NL0 9
2013-01-01 00:00:00,721.8808135986328,563.0719757080078,363.85115814208984,345.22595977783203,655.2931442260742,633.3124237060547,333.81922912597656,558.4440002441406,278.3733444213867,533.5911407470703,660.6347961425781,117.2328872680664,286.896240234375,283.18699645996094,1005.1773376464844,721.7220001220703,775.1224822998047,287.54388427734375,704.2432861328125,771.3768920898438
2013-01-01 01:00:00,684.4928283691406,533.9090957641602,345.0064163208008,327.34586334228516,621.3539047241211,600.5116195678711,316.5299072265625,529.5208206176758,263.9557113647461,505.9551467895508,626.4188995361328,111.1611099243164,272.0371780395508,268.5200500488281,953.1167373657227,684.3422470092773,734.9769821166992,272.65128326416016,667.768798828125,731.4253921508789
2013-01-01 02:00:00,648.2625885009766,505.64925384521484,326.7452087402344,310.01942443847656,588.4656066894531,568.7265090942383,299.77596282958984,501.49324798583984,249.9845199584961,479.17491912841797,593.2625122070312,105.27735137939453,257.6382369995117,254.30726623535156,902.6682205200195,648.1199722290039,696.0746154785156,258.21983337402344,632.4237518310547,692.7110061645508
2013-01-01 03:00:00,625.7208404541016,488.06654357910156,315.38343811035156,299.2392578125,568.0031509399414,548.9504318237305,289.3519821166992,484.05504608154297,241.2919158935547,462.51277923583984,572.6332550048828,101.61658477783203,248.67949676513672,245.46434783935547,871.2801284790039,625.5831832885742,671.8703155517578,249.2408676147461,610.4327545166016,668.6236724853516
2013-01-01 04:00:00,621.430419921875,484.71997833251953,313.2209243774414,297.18743896484375,564.1084823608398,545.1864013671875,287.3679656982422,480.7359924316406,239.6374282836914,459.3414306640625,568.7068405151367,100.9198226928711,246.97435760498047,243.78125762939453,865.3059616088867,621.293701171875,667.2634582519531,247.5318832397461,606.2471618652344,664.0390701293945
2013-01-01 05:00:00,632.8715438842773,493.6441421508789,318.9876251220703,302.65895080566406,574.4942626953125,555.2238082885742,292.65868377685547,489.58680725097656,244.04938507080078,467.79834747314453,579.1772766113281,102.7778549194336,251.52139282226562,248.2695083618164,881.2370758056641,632.7323150634766,679.5484161376953,252.0891876220703,617.4087524414062,676.2646713256836
2013-01-01 06:00:00,653.983154296875,510.11134338378906,329.62855529785156,312.7551727294922,593.6584930419922,573.7452087402344,302.42132568359375,505.9186553955078,252.19049835205078,483.4033660888672,598.4977264404297,106.20636749267578,259.91175842285156,256.5513916015625,910.6337738037109,653.8392791748047,702.2170944213867,260.4984893798828,638.0045471191406,698.8238067626953
2013-01-01 07:00:00,678.4998626708984,529.2345428466797,341.9857635498047,324.4798355102539,615.9137344360352,595.2539291381836,313.75858306884766,524.8846817016602,261.64469146728516,501.5253372192383,620.9343795776367,110.18785858154297,269.65540313720703,266.16905975341797,944.7718658447266,678.3505935668945,728.5420074462891,270.2641296386719,661.922248840332,725.0215072631836
2013-01-01 08:00:00,706.3535690307617,550.9606170654297,356.0249252319336,337.8003387451172,641.1981582641602,619.6902313232422,326.6389617919922,546.4321899414062,272.3856964111328,522.113899230957,646.4249114990234,114.71127319335938,280.7252655029297,277.0958023071289,983.5565414428711,706.1981658935547,758.4500350952148,281.3589782714844,689.0954055786133,754.7850189208984
2013-01-01 09:00:00,757.293830871582,590.6943740844727,381.7004623413086,362.1615753173828,687.4395980834961,664.3805770874023,350.1952667236328,585.8393707275391,292.0293960571289,559.7673110961914,693.0432968139648,122.98394012451172,300.97039794921875,297.07918548583984,1054.487922668457,757.1272277832031,813.1473541259766,301.64981842041016,738.7910614013672,809.2180252075195
2013-01-01 10:00:00,799.1765365600586,623.363166809082,402.8106918334961,382.1911926269531,725.4589691162109,701.1246490478516,369.5630798339844,618.2396545410156,308.1802978515625,590.7256698608398,731.3725738525391,129.78565979003906,317.6157913208008,313.5093765258789,1112.8071746826172,799.0007247924805,858.1190872192383,318.3327865600586,779.6504592895508,853.9724426269531
2013-01-01 11:00:00,816.6787414550781,637.0150146484375,411.6323699951172,390.56129455566406,741.3467330932617,716.4794921875,377.6566162109375,631.7792892456055,314.9295425415039,603.6627349853516,747.3898544311523,132.62799835205078,324.57167053222656,320.37532806396484,1137.177978515625,816.4990768432617,876.9121475219727,325.3043746948242,796.7250366210938,872.674690246582
2013-01-01 12:00:00,814.7718963623047,635.5276565551758,410.67124938964844,389.64937591552734,739.6157684326172,714.8065872192383,376.7748336791992,630.3041534423828,314.1942138671875,602.2532424926758,745.6447906494141,132.31832885742188,323.81383514404297,319.62728118896484,1134.522804260254,814.592643737793,874.8646545410156,324.54481506347656,794.8647689819336,870.637092590332
2013-01-01 13:00:00,805.4419174194336,628.2502136230469,405.9686508178711,385.18749237060547,731.1464157104492,706.6213226318359,372.4603729248047,623.0865325927734,310.59637451171875,595.3568344116211,737.1063919067383,130.80315399169922,320.1058349609375,315.96722412109375,1121.5313568115234,805.2647247314453,864.846565246582,320.82845306396484,785.7627639770508,860.6674118041992
2013-01-01 14:00:00,795.9076461791992,620.8134155273438,401.16307067871094,380.6279067993164,722.4916000366211,698.2568206787109,368.0514450073242,615.7108535766602,306.9197463989258,588.3094024658203,728.3810272216797,129.25479125976562,316.31663513183594,312.2270202636719,1108.2554244995117,795.7325439453125,854.6090927124023,317.0307083129883,776.4614334106445,850.4794158935547
2013-01-01 15:00:00,816.6106491088867,636.9618988037109,411.5980453491211,390.52872467041016,741.284912109375,716.4197387695312,377.62512969970703,631.7266082763672,314.9032745361328,603.6123962402344,747.3275299072266,132.616943359375,324.5446090698242,320.3486099243164,1137.083152770996,816.4309921264648,876.8390274047852,325.27723693847656,796.6586074829102,872.601921081543
2013-01-01 16:00:00,924.4160537719727,721.0508499145508,465.93544006347656,442.0846405029297,839.1461410522461,810.9983825683594,427.4775619506836,715.1244277954102,356.47544860839844,683.2986907958984,845.9864807128906,150.12445831298828,367.3895797729492,362.6396484375,1287.1959609985352,924.2126770019531,992.5955200195312,368.2189407348633,901.8300247192383,987.7990570068359
2013-01-01 17:00:00,946.6172866821289,738.3679733276367,477.1255798339844,452.70196533203125,859.2994995117188,830.4757232666016,437.74407958984375,732.2992095947266,365.0367431640625,699.7091445922852,866.3041229248047,153.72992706298828,376.21299743652344,371.34898376464844,1318.1099090576172,946.4090347290039,1016.434196472168,377.06227111816406,923.4888229370117,1011.5225296020508
2013-01-01 18:00:00,936.0614929199219,730.1343688964844,471.80511474609375,447.65384674072266,849.7173843383789,821.2150268554688,432.8627624511719,724.1332855224609,360.96619415283203,691.906623840332,856.6438980102539,152.0156707763672,372.01781463623047,367.20804595947266,1303.4115600585938,935.8555526733398,1005.099853515625,372.8576202392578,913.1909332275391,1000.2429656982422
2013-01-01 19:00:00,907.731071472168,708.0364456176758,457.52567291259766,434.10536193847656,824.0002212524414,796.3604965209961,419.7619323730469,702.2169952392578,350.0413513183594,670.9656982421875,830.7170944213867,147.41483306884766,360.7584915161133,356.0942916870117,1263.9630889892578,907.5313720703125,974.6799545288086,361.57288360595703,885.5527114868164,969.9700622558594
2013-01-01 20:00:00,864.0777130126953,673.9865341186523,435.5229721069336,413.22896575927734,784.3735275268555,758.0630187988281,399.5753173828125,668.4469375610352,333.2076416015625,638.6985244750977,790.7673873901367,140.3255615234375,343.40938568115234,338.96949005126953,1203.1783065795898,863.8876190185547,927.8069839477539,344.18460845947266,842.9659118652344,923.3235931396484
2013-01-01 21:00:00,814.4994812011719,635.3151779174805,410.53395080566406,389.51910400390625,739.3684921264648,714.5676040649414,376.64886474609375,630.0934219360352,314.08917236328125,602.0518951416016,745.3954849243164,132.2740936279297,323.70557403564453,319.52042388916016,1134.1434860229492,814.3202896118164,874.5721588134766,324.4363098144531,794.5990219116211,870.3460083007812
2013-01-01 22:00:00,755.7274856567383,589.4726181030273,380.91097259521484,361.4124984741211,686.0177383422852,663.0064086914062,349.47093963623047,584.6276473999023,291.42537689208984,558.6095199584961,691.6098403930664,122.72956848144531,300.34788513183594,296.46472930908203,1052.3068771362305,755.5612258911133,811.4654846191406,301.0259017944336,737.2629852294922,807.5442810058594
