snapshot,NL0 0,NL0 1,NL0 10,NL0 11,NL0 12,NL0 13,NL0 14,NL0 15,NL0 16,NL0 17,NL0 18,NL0 19,NL0 2,NL0 3,NL0 4,NL0 5,NL0 6,NL0 7,NL0 8,NL0 9
2013-01-01 23:00:00,694.5038223266602,541.7177352905273,350.0522766113281,332.13343048095703,630.4414596557617,609.2943496704102,321.15928649902344,537.2652740478516,267.81616973876953,513.3549499511719,635.5805358886719,112.7868881225586,276.0158386230469,272.447265625,967.0564575195312,694.3510360717773,745.7263259887695,276.63892364501953,677.5351867675781,742.1227874755859
2013-01-02 00:00:00,650.5780563354492,507.45533752441406,327.9122772216797,311.1267547607422,590.5674896240234,570.7578811645508,300.8467025756836,503.28448486328125,250.87740325927734,480.88643646240234,595.3815307617188,105.65337371826172,258.5584716796875,255.2155990600586,905.8923721313477,650.434928894043,698.5608520507812,259.14215087890625,634.6826477050781,695.1852340698242
2013-01-02 01:00:00,630.8965911865234,492.1036605834961,317.9921875,301.71446228027344,572.7014770507812,553.4911575317383,291.7454071044922,488.0589828491211,243.2877960205078,466.3385238647461,577.3698806762695,102.45712280273438,250.73648834228516,247.4947509765625,878.487060546875,630.7577896118164,677.4277954101562,251.30250549316406,615.482048034668,674.154296875
2013-01-02 02:00:00,625.2441253662109,487.69469451904297,315.1431579589844,299.0112762451172,567.5704116821289,548.5322036743164,289.1315383911133,483.68626403808594,241.10808563232422,462.16040802001953,572.1969909667969,101.53916931152344,248.4900360107422,245.27734375,870.616340637207,625.106575012207,671.3584442138672,249.05098724365234,609.9676895141602,668.1142730712891
2013-01-02 03:00:00,630.8284912109375,492.05054473876953,317.9578552246094,301.68190002441406,572.6396560668945,553.4314117431641,291.7139129638672,488.0063018798828,243.26154327392578,466.2881851196289,577.3075561523438,102.4460678100586,250.70941925048828,247.46803283691406,878.3922348022461,630.6897048950195,677.3546752929688,251.27538299560547,615.4156112670898,674.0815277099609
2013-01-02 04:00:00,661.8829803466797,516.2732620239258,333.6103210449219,316.53311920166016,600.8296279907227,580.6757965087891,306.0744400024414,512.0299301147461,255.2368392944336,489.24266815185547,605.7273178100586,107.48928833007812,263.05137634277344,259.6504135131836,921.6338272094727,661.7373657226562,710.6995620727539,263.6451950073242,645.7113647460938,707.2652893066406
2013-01-02 05:00:00,747.4871520996094,583.0450973510742,376.75757598876953,357.4717102050781,678.5375061035156,655.7770919799805,345.66036224365234,578.2529602050781,288.2477264404297,552.5185317993164,684.0686340332031,121.39134216308594,297.07293701171875,293.23211669921875,1040.8326873779297,747.3227005004883,802.6173934936523,297.7435607910156,729.2239837646484,798.7389450073242
2013-01-02 06:00:00,866.5293884277344,675.8988571166992,436.7586975097656,414.40142822265625,786.5990524291992,760.2138900756836,400.7090377807617,670.3435363769531,334.1530532836914,640.5107269287109,793.0110473632812,140.7237091064453,344.38375091552734,339.93125915527344,1206.5921173095703,866.3387451171875,930.4394760131836,345.1611785888672,845.3576889038086,925.943359375
2013-01-02 07:00:00,979.6467437744141,764.1311645507812,493.7734832763672,468.49768829345703,889.2822494506836,859.4527587890625,453.01788330078125,757.8506622314453,377.7736358642578,724.1234512329102,896.5312805175781,159.09387969970703,389.33985137939453,384.3061294555664,1364.1015090942383,979.4312210083008,1051.8997039794922,390.21875762939453,955.7112808227539,1046.816665649414
2013-01-02 08:00:00,1035.2179489135742,807.4770889282227,521.7831573486328,495.07357025146484,939.7274627685547,908.2058639526367,478.7156677246094,800.8403091430664,399.20313262939453,765.1998977661133,947.3876876831055,168.11859893798828,411.4254455566406,406.1061782836914,1441.481201171875,1034.9901962280273,1111.5695114135742,412.3542175292969,1009.9247283935547,1106.198127746582
2013-01-02 09:00:00,1068.3154983520508,833.2934036254883,538.4653930664062,510.90185546875,969.7720336914062,937.2426376342773,494.0209655761719,826.4444427490234,411.9662857055664,789.66455078125,977.6771774291992,173.49362182617188,424.5793685913086,419.0900344848633,1487.5676345825195,1068.0804748535156,1147.1081466674805,425.53783416748047,1042.2136154174805,1141.5650329589844
2013-01-02 10:00:00,1079.6885299682617,842.1644515991211,544.1977615356445,516.3407897949219,980.0959930419922,947.2202987670898,499.28018951416016,835.2425689697266,416.3519821166992,798.0711288452148,988.0852890014648,175.34059143066406,429.0993423461914,423.5515670776367,1503.4039154052734,1079.4509963989258,1159.3199844360352,430.06800079345703,1053.3087692260742,1153.7178573608398
2013-01-02 11:00:00,1081.5953826904297,843.6518096923828,545.1588821411133,517.2527084350586,981.8269500732422,948.893196105957,500.16197967529297,836.7177047729492,417.0873031616211,799.4806137084961,989.8303604125977,175.6502685546875,429.857177734375,424.2996139526367,1506.0591049194336,1081.3574295043945,1161.3674774169922,430.82755279541016,1055.1690292358398,1155.7554550170898
2013-01-02 12:00:00,1080.710060119629,842.9612503051758,544.712646484375,516.8293151855469,981.0232925415039,948.1164932250977,499.75257873535156,836.0328216552734,416.7459030151367,798.8262176513672,989.020149230957,175.50648498535156,429.5053253173828,423.95230865478516,1504.8263397216797,1080.4723052978516,1160.4168548583984,430.4749069213867,1054.3053436279297,1154.8094329833984
2013-01-02 13:00:00,1077.4411697387695,840.411491394043,543.0650177001953,515.2660293579102,978.0559234619141,945.248664855957,498.2409439086914,833.5040130615234,415.48534393310547,796.4099502563477,986.0285949707031,174.97561645507812,428.20616912841797,422.6699523925781,1500.2745895385742,1077.2041244506836,1156.9068603515625,429.1728210449219,1051.116310119629,1151.31640625
2013-01-02 14:00:00,1073.082633972168,837.0118103027344,540.8681793212891,513.1816482543945,974.0994415283203,941.4248886108398,496.22542572021484,830.1322784423828,413.80460357666016,793.1882629394531,982.0398559570312,174.2677993774414,426.4739685058594,420.96014404296875,1494.2055969238281,1072.8465576171875,1152.2268753051758,427.43670654296875,1046.864273071289,1146.659034729004
2013-01-02 15:00:00,1099.7105102539062,857.7817306518555,554.2894821166992,525.9159240722656,998.2711029052734,964.785758972168,508.53894805908203,850.7314834594727,424.0728988647461,812.870735168457,1006.4085540771484,178.59214782714844,437.05664825439453,431.40599822998047,1531.2833633422852,1099.4685668945312,1180.8186645507812,438.0432815551758,1072.841552734375,1175.1126556396484
2013-01-02 16:00:00,1171.9666900634766,914.1420440673828,590.7089233398438,560.4710922241211,1063.8622360229492,1028.176742553711,541.9523620605469,906.6285705566406,451.9365005493164,866.2801895141602,1072.5343551635742,190.3264923095703,465.7733383178711,459.7514190673828,1631.8959274291992,1171.708854675293,1258.4040298461914,466.82479095458984,1143.3323211669922,1252.323112487793
2013-01-02 17:00:00,1122.5246658325195,875.5769271850586,565.7885513305664,536.8263702392578,1018.9808349609375,984.8008193969727,519.0888977050781,868.3804244995117,432.8705520629883,829.7342300415039,1027.287109375,182.29714965820312,446.1236572265625,440.3557815551758,1563.0507583618164,1122.2777099609375,1205.3154525756836,447.13074493408203,1095.0982971191406,1199.4910736083984
2013-01-02 18:00:00,1084.455665588379,845.8828430175781,546.6005554199219,518.6205825805664,984.4234008789062,951.4025497436523,501.48465728759766,838.9304046630859,418.19029235839844,801.5948486328125,992.4479751586914,176.11477661132812,430.99393463134766,425.42166900634766,1510.041877746582,1084.2170867919922,1164.4387130737305,431.9668731689453,1057.9594268798828,1158.8118591308594
2013-01-02 19:00:00,1029.3611755371094,802.9087677001953,518.8311614990234,492.2726745605469,934.4109268188477,903.0676651000977,476.00732421875,796.3095397949219,396.9446334838867,760.8707656860352,942.0278244018555,167.16747283935547,409.0978012084961,403.8086242675781,1433.3259887695312,1029.1347198486328,1105.2807846069336,410.0213165283203,1004.211051940918,1099.9397888183594
2013-01-02 20:00:00,967.1159820556641,754.3570938110352,487.45758056640625,462.5050811767578,877.9073486328125,848.4594116210938,447.22328186035156,748.1569137573242,372.9414978027344,714.8611145019531,885.0636596679688,157.05889129638672,384.3597640991211,379.3904266357422,1346.6531524658203,966.9032211303711,1038.4447479248047,385.22743225097656,943.4866790771484,1033.4267272949219
2013-01-02 21:00:00,894.9960021972656,698.1030120849609,451.1067886352539,428.01505279541016,812.4398574829102,785.1879119873047,413.8728561401367,692.3651962280273,345.1304244995117,661.5523452758789,819.0625,145.34667205810547,355.69720458984375,351.0984420776367,1246.230239868164,894.7991027832031,961.0056228637695,356.5001678466797,873.1287841796875,956.3618087768555
2013-01-02 22:00:00,831.9335861206055,648.9138870239258,419.32129669189453,397.8566360473633,755.1944351196289,729.8626937866211,384.7109146118164,643.5803680419922,320.81214904785156,614.9386215209961,761.3504409790039,135.10537719726562,330.63438415527344,326.35965728759766,1158.4194641113281,831.7505569458008,893.2920989990234,331.3807678222656,811.6071624755859,888.9754867553711
2013-01-02 23:00:00,760.6989288330078,593.3503799438477,383.41674041748047,363.7899932861328,690.5306015014648,667.3679046630859,351.76988220214844,588.4735412597656,293.34246826171875,562.2842483520508,696.1595001220703,123.53692626953125,302.3236770629883,298.41497802734375,1059.2293243408203,760.5315780639648,816.803596496582,303.0061569213867,742.1129608154297,812.8565979003906
2013-01-03 00:00:00,707.4431991577148,551.8105316162109,356.57413482666016,338.3214340209961,642.1872787475586,620.6461715698242,327.1428451538086,547.2751235961914,272.8058776855469,522.9193267822266,647.4220962524414,114.88823699951172,281.15831756591797,277.52325439453125,985.0737915039062,707.2875595092773,759.6200332641602,281.7930145263672,690.1584167480469,755.9493560791016
2013-01-03 01:00:00,679.044677734375,529.6595001220703,342.26036834716797,324.7403793334961,616.4082946777344,595.7319030761719,314.0105209350586,525.3061447143555,261.85477447509766,501.9280471801758,621.4329833984375,110.27633666992188,269.8719253540039,266.3827896118164,945.5304946899414,678.8952865600586,729.1270065307617,270.4811477661133,662.4537506103516,725.6036834716797
2013-01-03 02:00:00,670.2595291137695,522.807014465332,337.8323669433594,320.53904724121094,608.4335021972656,588.0246124267578,309.94800567626953,518.5099868774414,258.46702575683594,495.4343490600586,613.3931732177734,108.8496322631836,266.38045501708984,262.9364547729492,933.2976760864258,670.1120681762695,719.6939086914062,266.9817886352539,653.8832397460938,716.2161712646484
2013-01-03 03:00:00,672.4387893676758,524.5068588256836,338.9307861328125,321.58123779296875,610.4117431640625,589.9365005493164,310.9557571411133,520.1958541870117,259.3073959350586,497.04518127441406,615.3875427246094,109.20354461669922,267.2465515136719,263.7913589477539,936.3321762084961,672.2908477783203,722.0339050292969,267.84984588623047,656.0092544555664,718.5448532104492
2013-01-03 04:00:00,694.3676223754883,541.6114959716797,349.98362731933594,332.0682907104492,630.3178176879883,609.1748580932617,321.09630584716797,537.159912109375,267.7636413574219,513.2542724609375,635.4558868408203,112.7647705078125,275.96170806884766,272.3938293457031,966.8668060302734,694.2148590087891,745.580078125,276.5846710205078,677.4023132324219,741.9772491455078
2013-01-03 05:00:00,777.5882186889648,606.5241317749023,391.9294891357422,371.86698150634766,705.8619918823242,682.1850204467773,359.57999420166016,601.5390243530273,299.85536193847656,574.7682647705078,711.6158599853516,126.27973175048828,309.03597259521484,305.0404815673828,1082.746681213379,777.4171524047852,834.9385375976562,309.7335968017578,758.589599609375,830.9039077758789
2013-01-03 06:00:00,904.0535659790039,705.16796875,455.6720886230469,432.3466567993164,820.6619338989258,793.1341934204102,418.06134033203125,699.3720855712891,348.6232223510742,668.2473983764648,827.3515930175781,146.8176040649414,359.2969436645508,354.6516418457031,1258.8423767089844,903.8546752929688,970.7312164306641,360.1080322265625,881.9650497436523,966.0404052734375
2013-01-03 07:00:00,1017.7157440185547,793.8252487182617,512.9614868164062,486.7034683227539,923.8396911621094,892.8510208129883,470.6221237182617,787.3006744384766,392.45389556884766,752.2628326416016,931.3704147338867,165.27626037597656,404.46956634521484,399.240234375,1417.1103897094727,1017.4918441772461,1092.7764434814453,405.38262939453125,992.8501434326172,1087.4958801269531
2013-01-03 08:00:00,1076.0791244506836,839.3490905761719,542.3785095214844,514.6146545410156,976.8195266723633,944.0537338256836,497.61109161376953,832.4503479003906,414.9601135253906,795.4031753540039,984.782112121582,174.75442504882812,427.66485595703125,422.13563537597656,1498.378028869629,1075.842384338379,1155.4443664550781,428.63028717041016,1049.7875518798828,1149.8609771728516
2013-01-03 09:00:00,1102.1621704101562,859.6940536499023,555.5252075195312,527.0883865356445,1000.4966278076172,966.9366302490234,509.6726760864258,852.6280899047852,425.01831817626953,814.6829299926758,1008.6522216796875,178.99028778076172,438.03101348876953,432.3677673339844,1534.6971740722656,1101.9197006225586,1183.4511489868164,439.0198440551758,1075.2333221435547,1177.732421875
2013-01-03 10:00:00,1113.0584869384766,868.193244934082,561.0172958374023,532.2993469238281,1010.3878402709961,976.4960632324219,514.7114562988281,861.0574340820312,429.2201843261719,822.7371368408203,1018.6240692138672,180.75984954833984,442.3615264892578,436.6422882080078,1549.8696594238281,1112.813621520996,1195.1511154174805,443.36012268066406,1085.863410949707,1189.375846862793
2013-01-03 11:00:00,1103.4561080932617,860.7033309936523,556.1773910522461,527.7071914672852,1001.6712112426758,968.0718078613281,510.2710266113281,853.6290740966797,425.51729583740234,815.6393661499023,1009.8363800048828,179.20043182373047,438.5452651977539,432.8753662109375,1536.498908996582,1103.2133560180664,1184.8405227661133,439.5352478027344,1076.4956436157227,1179.1150817871094
2013-01-03 12:00:00,1101.6173553466797,859.2690887451172,555.250602722168,526.8278427124023,1000.002067565918,966.4586563110352,509.42073822021484,852.2066192626953,424.80823516845703,814.2802200317383,1008.1536254882812,178.90181732177734,437.81449127197266,432.15404510498047,1533.9385452270508,1101.3750076293945,1182.8661575317383,438.8028259277344,1074.7018203735352,1177.1502532958984
2013-01-03 13:00:00,1093.9899444580078,853.3196411132812,551.406135559082,523.18017578125,993.0782089233398,959.7670516967773,505.89359283447266,846.3060836791992,421.86692810058594,808.6422729492188,1001.17333984375,177.6631317138672,434.7831344604492,429.16188049316406,1523.3178024291992,1093.7492599487305,1174.6761779785156,435.7646255493164,1067.260757446289,1168.999855041504
2013-01-03 14:00:00,1087.5202560424805,848.2732467651367,548.1452026367188,520.0861587524414,987.2052993774414,954.0911407470703,502.9018096923828,841.301155090332,419.3720703125,803.8600921630859,995.252555847168,176.61245727539062,432.2118911743164,426.6238784790039,1514.3091430664062,1087.2809982299805,1167.7293319702148,433.18758392333984,1060.9491424560547,1162.086570739746
2013-01-03 15:00:00,1114.1481170654297,869.0431594848633,561.5665054321289,532.820442199707,1011.3769683837891,977.4520034790039,515.21533203125,861.9003677368164,429.64036560058594,823.5425567626953,1019.6212463378906,180.93679809570312,442.7945785522461,437.06974029541016,1551.3869094848633,1113.9030075073242,1196.3211135864258,443.7941589355469,1086.9264221191406,1190.5401916503906
2013-01-03 16:00:00,1172.579605102539,914.6201171875,591.0178527832031,560.7642059326172,1064.4186172485352,1028.7144622802734,542.2357940673828,907.1027221679688,452.17285919189453,866.7332382202148,1073.0952758789062,190.42603302001953,466.01692962646484,459.99185943603516,1632.7493743896484,1172.3216400146484,1259.062156677246,467.06893157958984,1143.9302673339844,1252.9780578613281
2013-01-03 17:00:00,1131.922737121582,882.9074859619141,570.5254821777344,541.3208160400391,1027.5120162963867,993.0458297729492,523.4348449707031,875.6507339477539,436.4946594238281,836.6809844970703,1035.887825012207,183.82337951660156,449.8587188720703,444.0425491333008,1576.1370315551758,1131.673713684082,1215.4066696166992,450.8742446899414,1104.266746520996,1209.5335235595703
2013-01-03 18:00:00,1098.8932800292969,857.144287109375,553.8775787353516,525.5251007080078,997.5292587280273,964.0688018798828,508.1610412597656,850.0992889404297,423.7577590942383,812.2666702270508,1005.6606674194336,178.4594268798828,436.7318649291992,431.08541107177734,1530.1454315185547,1098.6515274047852,1179.941162109375,437.71775817871094,1072.0442962646484,1174.2393951416016
2013-01-03 19:00:00,1045.6375427246094,815.6044540405273,527.0349731445312,500.0565490722656,949.1859359741211,917.3470687866211,483.53399658203125,808.9008712768555,403.2211608886719,772.9017333984375,956.9232711791992,169.81073760986328,415.5664978027344,410.1936950683594,1455.989891052246,1045.4075088500977,1122.7575988769531,416.5046157836914,1020.0897521972656,1117.3321533203125
2013-01-03 20:00:00,972.6322402954102,758.6598129272461,490.23795318603516,465.14312744140625,882.9147796630859,853.2988739013672,449.774169921875,752.4242706298828,375.06868743896484,718.9385528564453,890.1119003295898,157.9547348022461,386.55208587646484,381.55440521240234,1354.3342208862305,972.4182662963867,1044.3678512573242,387.42469787597656,948.8681640625,1039.3212127685547
2013-01-03 21:00:00,897.0390625,699.6966094970703,452.13655853271484,428.99210357666016,814.2944641113281,786.9803085327148,414.817626953125,693.9457015991211,345.9182662963867,663.0625,820.9322204589844,145.67845916748047,356.5091781616211,351.89991760253906,1249.075080871582,896.8417129516602,963.1993713378906,357.31397247314453,875.1219329833984,958.5449523925781
2013-01-03 22:00:00,829.6181182861328,647.1078109741211,418.1542282104492,396.74930572509766,753.0925521850586,727.8313140869141,383.6401672363281,641.7891387939453,319.91925048828125,613.2271041870117,759.2314224243164,134.7293472290039,329.71414947509766,325.4513168334961,1155.1953125,829.4356002807617,890.8058547973633,330.45845794677734,809.3482666015625,886.5012588500977
2013-01-03 23:00:00,755.455078125,589.260139465332,380.77367401123047,361.2822265625,685.7704544067383,662.7674255371094,349.344970703125,584.4169158935547,291.3203353881836,558.4081649780273,691.3605499267578,122.6853256225586,300.2396240234375,296.3578643798828,1051.9275665283203,755.2888793945312,811.1729888916016,300.91739654541016,736.9972381591797,807.2531967163086
2013-01-04 00:00:00,701.9950332641602,547.5609359741211,353.82808685302734,335.7159652709961,637.2416687011719,615.866455078125,324.62345123291016,543.0604476928711,270.70494842529297,518.892219543457,642.4361801147461,114.00346374511719,278.9930648803711,275.38599395751953,977.487548828125,701.8405990600586,753.7700500488281,279.62286376953125,684.8433685302734,750.1276473999023
2013-01-04 01:00:00,678.4998626708984,529.2345428466797,341.9857635498047,324.4798355102539,615.9137344360352,595.2539291381836,313.75858306884766,524.8846817016602,261.64469146728516,501.5253372192383,620.9343795776367,110.18785858154297,269.65540313720703,266.16905975341797,944.7718658447266,678.3505935668945,728.5420074462891,270.2641296386719,661.922248840332,725.0215072631836
2013-01-04 02:00:00,668.8974838256836,521.7446212768555,337.14585876464844,319.88768005371094,607.1970977783203,586.8296813964844,309.31815338134766,517.4563217163086,257.9417953491211,494.4275665283203,612.1466903686523,108.6284408569336,265.8391418457031,262.40213775634766,931.4011154174805,668.7503280639648,718.2314147949219,266.4392547607422,652.5544815063477,714.7607421875
2013-01-04 03:00:00,671.2810516357422,523.6038131713867,338.34725189208984,321.02758026123047,609.3608016967773,588.9208068847656,310.4203872680664,519.3002395629883,258.86094665527344,496.1894226074219,614.3280334472656,109.01553344726562,266.78643798828125,263.3371887207031,934.720100402832,671.1333694458008,720.7907791137695,267.3886947631836,654.8798141479492,717.3077392578125
2013-01-04 04:00:00,698.5218353271484,544.8518142700195,352.0774841308594,334.05496978759766,634.0888442993164,612.8193893432617,323.01734161376953,540.3735961914062,269.3656005859375,516.3249359130859,639.2576522827148,113.43941497802734,277.61270904541016,274.0234909057617,972.6513214111328,698.3681640625,750.0406875610352,278.2394027709961,681.4550323486328,746.4163055419922
2013-01-04 05:00:00,777.1115036010742,606.1522903442383,391.689208984375,371.63899993896484,705.4292526245117,681.7667999267578,359.3595428466797,601.1702346801758,299.6715316772461,574.415901184082,711.1795883178711,126.20231628417969,308.8465118408203,304.8534698486328,1082.0828857421875,776.940544128418,834.4266586303711,309.54370880126953,758.1245346069336,830.3945083618164
2013-01-04 06:00:00,894.0425796508789,697.3593368530273,450.62622833251953,427.55909729003906,811.5743789672852,784.3514633178711,413.4319610595703,691.6276321411133,344.7627639770508,660.8475952148438,818.1899642944336,145.19183349609375,355.3182907104492,350.72442626953125,1244.9026489257812,893.8458862304688,959.9818801879883,356.12039947509766,872.1986618041992,955.3430099487305
