name,bus0,bus1,type,x,r,g,b,s_nom,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_nom_set,s_max_pu,capital_cost,overnight_cost,discount_rate,fom_cost,active,build_year,lifetime,length,carrier,terrain_factor,num_parallel,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,v_nom,i_nom,dc
0,NL0 0,NL0 16,Al/St 240/40 4-bundle 380.0,4.511183224270493,0.5501438672917291,0.0,0.00031801588378699763,3396.205223481055,0.0,False,0.0,inf,,0.7,2558.4305621269327,,,0.0,True,0,inf,36.676283837806494,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
1,NL0 0,NL0 24,Al/St 240/40 4-bundle 380.0,2.420978527609979,0.2952413316066019,0.0,0.00017066323748614058,3396.205223481055,0.0,False,0.0,inf,,0.7,1373.0115975867604,,,0.0,True,0,inf,19.682755440440125,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
10,NL0 13,NL0 9,Al/St 240/40 4-bundle 380.0,4.471079764611169,0.545253523962265,0.0,0.0003151885444565299,3396.205223481055,0.0,False,0.0,inf,,0.7,2535.6867452987212,,,0.0,True,0,inf,36.3502407182883,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
11,NL0 14,NL0 26,Al/St 240/40 4-bundle 380.0,3.619618341072021,0.7215186397574973,0.0,0.00018888654202108243,983.1120383760948,0.0,False,0.0,inf,,0.7,1677.701179017301,,,0.0,True,0,inf,24.050621325249914,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
12,NL0 14,NL0 28,Al/St 240/40 4-bundle 380.0,1.5799639320283032,0.3149430816429034,0.0,8.245315013456062e-05,983.1120383760948,0.0,False,0.0,inf,,0.7,732.3167925036705,,,0.0,True,0,inf,10.498099474987475,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
13,NL0 15,NL0 2,Al/St 240/40 4-bundle 380.0,10.270335098281047,1.2524798805939281,0.0,0.0007239926049825427,3396.205223481055,0.0,False,0.0,inf,,0.7,5824.62283462039,,,0.0,True,0,inf,83.49865870626186,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
14,NL0 15,NL0 25,Al/St 240/40 4-bundle 380.0,8.704554055147582,1.7351272222888088,0.0,0.0004542621865240961,983.1120383760948,0.0,False,0.0,inf,,0.7,4034.5800135840104,,,0.0,True,0,inf,57.837568052475,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
15,NL0 15,NL0 4,Al/St 240/40 4-bundle 380.0,1.8567141478314833,0.27432208363271027,0.0,0.00045330219705966523,4379.31726185715,0.0,False,0.0,inf,,0.7,1913.5908256652915,,,0.0,True,0,inf,27.43220836651367,AC,1.0,2.578947368421053,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
16,NL0 16,NL0 21,Al/St 240/40 4-bundle 380.0,1.8678336695539157,0.2277847634946765,0.0,0.00013166784514565913,3396.205223481055,0.0,False,0.0,inf,,0.7,1059.3058958916554,,,0.0,True,0,inf,15.18563930712484,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
17,NL0 16,NL0 22,Al/St 240/40 4-bundle 380.0,3.3944430875682636,0.41395634622108635,0.0,0.00023929646401006944,3396.205223481055,0.0,False,0.0,inf,,0.7,1925.0930324697517,,,0.0,True,0,inf,27.597097813882854,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
18,NL0 16,NL0 8,Al/St 240/40 4-bundle 380.0,1.6971467473074657,0.20696900301193952,0.0,0.00011964400798193873,3396.205223481055,0.0,False,0.0,inf,,0.7,962.5040186797835,,,0.0,True,0,inf,13.797939684859712,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
19,NL0 17,NL0 21,Al/St 240/40 4-bundle 380.0,4.81775030694453,0.5875306928138277,0.0,0.0003396159469062886,3396.205223481055,0.0,False,0.0,inf,,0.7,2732.2943401758944,,,0.0,True,0,inf,39.16870140318137,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
2,NL0 1,NL0 11,Al/St 240/40 4-bundle 380.0,5.607794851521237,0.6838773641374923,0.0,0.0003953201751352882,3396.205223481055,0.0,False,0.0,inf,,0.7,3180.353013998958,,,0.0,True,0,inf,45.59182944909726,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
20,NL0 17,NL0 27,Al/St 240/40 4-bundle 380.0,1.3637181414933126,0.16630717782849397,0.0,9.612743281088258e-05,3396.205223481055,0.0,False,0.0,inf,,0.7,773.4064863925222,,,0.0,True,0,inf,11.087139216063449,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
21,NL0 18,NL0 21,Al/St 240/40 4-bundle 380.0,1.8996976547286164,0.23167053089788125,0.0,0.00013392115338373928,3396.205223481055,0.0,False,0.0,inf,,0.7,1077.3768703930018,,,0.0,True,0,inf,15.444695073518654,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
22,NL0 18,NL0 30,Al/St 240/40 4-bundle 380.0,0.8345117093129726,0.1017698539778736,0.0,5.881984079390739e-05,3396.205223481055,0.0,False,0.0,inf,,0.7,473.27718086627783,,,0.0,True,0,inf,6.784646992716503,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
23,NL0 19,NL0 2,Al/St 240/40 4-bundle 380.0,3.003518278889137,0.5987078683534498,0.0,0.0001567464628513806,983.1120383760948,0.0,False,0.0,inf,,0.7,1392.1373003011554,,,0.0,True,0,inf,19.95693122294309,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
24,NL0 19,NL0 31,Al/St 240/40 4-bundle 380.0,2.4137695013816374,0.4811500792607405,0.0,0.0001259641805722845,983.1120383760948,0.0,False,0.0,inf,,0.7,1118.7875278334059,,,0.0,True,0,inf,16.038335975358017,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
25,NL0 2,NL0 31,Al/St 240/40 4-bundle 380.0,4.342249767870219,0.5295425653301175,0.0,0.00030609915279190174,3396.205223481055,0.0,False,0.0,inf,,0.7,2462.623391231237,,,0.0,True,0,inf,35.302843790034956,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
26,NL0 20,NL0 24,Al/St 240/40 4-bundle 380.0,5.462969381648837,0.6662158307991451,0.0,0.00038510121024107954,3396.205223481055,0.0,False,0.0,inf,,0.7,3098.2178831860465,,,0.0,True,0,inf,44.41438441097773,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
27,NL0 20,NL0 4,Al/St 240/40 4-bundle 380.0,2.3125828055433493,0.2820224645421259,0.0,0.00016301660192865358,3396.205223481055,0.0,False,0.0,inf,,0.7,1311.5367537329219,,,0.0,True,0,inf,18.801485158789873,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
28,NL0 22,NL0 5,Al/St 240/40 4-bundle 380.0,4.587057483053436,0.5593974117240407,0.0,0.0007275711752804569,5094.3078352215825,0.0,False,0.0,inf,,0.7,3902.192122079225,,,0.0,True,0,inf,55.93972647827114,AC,1.0,3.000000000000001,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
29,NL0 22,NL0 7,Al/St 240/40 4-bundle 380.0,6.45212658020555,0.7868448093747613,0.0,0.0004548390389598591,3396.205223481055,0.0,False,0.0,inf,,0.7,3659.1992945616867,,,0.0,True,0,inf,52.45631205830916,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
3,NL0 1,NL0 13,Al/St 240/40 4-bundle 380.0,5.013215203212258,0.6113677855173094,0.0,0.0003533955242550243,3396.205223481055,0.0,False,0.0,inf,,0.7,2843.1484514460494,,,0.0,True,0,inf,40.7578462913475,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
30,NL0 23,NL0 3,Al/St 240/40 4-bundle 380.0,2.6023522775343313,0.3173600777021098,0.0,0.0001834526670721022,3396.205223481055,0.0,False,0.0,inf,,0.7,1475.8742108528297,,,0.0,True,0,inf,21.157338513473984,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
31,NL0 23,NL0 30,Al/St 240/40 4-bundle 380.0,1.7401950782698565,0.21221891628751283,0.0,0.0001226727705716198,3396.205223481055,0.0,False,0.0,inf,,0.7,986.9181651471959,,,0.0,True,0,inf,14.147927751275002,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
32,NL0 23,NL0 33,Al/St 240/40 4-bundle 380.0,0.3814863550982373,0.0465225099548575,0.0,2.6894648373788775e-05,3396.205223481055,0.0,False,0.0,inf,,0.7,216.35246280912463,,,0.0,True,0,inf,3.101512486779872,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
33,NL0 24,NL0 4,Al/St 240/40 4-bundle 380.0,0.0,0.0,0.0,0.0,3396.21,0.0,False,0.0,inf,,0.7,4337.364806664849,,,0.0,True,2022,inf,62.17812791647705,AC,1.0,2.000002812856486,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,
34,NL0 26,NL0 4,Al/St 240/40 4-bundle 380.0,5.997416886363948,1.195498476778395,0.0,0.00031298379143949794,983.1120383760948,0.0,False,0.0,inf,,0.7,2779.8159883529934,,,0.0,True,0,inf,39.84994617987553,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
35,NL0 29,NL0 32,Al/St 240/40 4-bundle 380.0,2.233217772304026,0.4451598419335383,0.0,2.9134148954469337e-05,491.5560191880474,0.0,False,0.0,inf,,0.7,517.550650288811,,,0.0,True,0,inf,7.4193276266420725,AC,1.0,0.2894736842105263,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
36,NL0 29,NL0 33,Al/St 240/40 4-bundle 380.0,4.625743366076926,0.9220751171397666,0.0,0.0002414054807938664,983.1120383760948,0.0,False,0.0,inf,,0.7,2144.042337822122,,,0.0,True,0,inf,30.735837237992225,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
37,NL0 3,NL0 8,Al/St 240/40 4-bundle 380.0,4.089439833425645,0.49871213664393244,0.0,0.0002882853025455707,3396.205223481055,0.0,False,0.0,inf,,0.7,2319.246914865496,,,0.0,True,0,inf,33.247475776262156,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
38,NL0 32,NL0 33,Al/St 240/40 4-bundle 380.0,5.621614156332324,1.1205874003551708,0.0,0.0002933606874811282,983.1120383760948,0.0,False,0.0,inf,,0.7,2605.6306768979716,,,0.0,True,0,inf,37.35291928460967,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
39,NL0 5,NL0 6,Al/St 240/40 4-bundle 380.0,5.247236349394107,0.6399068505640452,0.0,0.00036989845517788786,3396.205223481055,0.0,False,0.0,inf,,0.7,2975.869206416863,,,0.0,True,0,inf,42.660459617085294,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
4,NL0 10,NL0 24,Al/St 240/40 4-bundle 380.0,1.7093809155863378,0.2084613928813128,0.0,0.00012050474397219556,3396.205223481055,0.0,False,0.0,inf,,0.7,969.442658512828,,,0.0,True,0,inf,13.897408291798756,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
40,NL0 6,NL0 9,Al/St 240/40 4-bundle 380.0,6.703119744741761,0.817453308056829,0.0,0.00047253068898985056,3396.205223481055,0.0,False,0.0,inf,,0.7,3801.54516838575,,,0.0,True,0,inf,54.496905908615474,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
5,NL0 10,NL0 27,Al/St 240/40 4-bundle 380.0,1.7505893122536678,0.21348649074308593,0.0,0.00012340687642404378,3396.205223481055,0.0,False,0.0,inf,,0.7,992.8129849682641,,,0.0,True,0,inf,14.232432716205727,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
6,NL0 11,NL0 15,Al/St 240/40 4-bundle 380.0,6.119528472297128,0.746283800361217,0.0,0.0004313931980141764,3396.205223481055,0.0,False,0.0,inf,,0.7,3470.5728094633228,,,0.0,True,0,inf,49.75226426854071,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
7,NL0 12,NL0 25,Al/St 240/40 4-bundle 380.0,3.449993196357097,0.6877065049029316,0.0,0.00018004864997046626,983.1120383760948,0.0,False,0.0,inf,,0.7,1599.0795399276628,,,0.0,True,0,inf,22.923543813852483,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
8,NL0 12,NL0 28,Al/St 240/40 4-bundle 380.0,4.470779781680691,0.891185496943603,0.0,0.0002333039635090824,983.1120383760948,0.0,False,0.0,inf,,0.7,2072.216247665649,,,0.0,True,0,inf,29.706177059390903,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
9,NL0 12,NL0 31,Al/St 240/40 4-bundle 380.0,4.442072085105692,0.5417159894555913,0.0,0.0003131457929718857,3396.205223481055,0.0,False,0.0,inf,,0.7,2519.235751915945,,,0.0,True,0,inf,36.11440812949254,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
