period,time_step,CF_NL0_10_0_onwind,CF_NL0_7_0_onwind,CF_NL0_6_0_solar,CF_NL0_24_0_solar,CF_NL0_19_0_onwind,CF_NL0_30_0_solar,CF_NL0_23_0_solar,CF_NL0_12_0_solar,CF_NL0_14_0_onwind,CF_NL0_7_0_offwind_ac,CF_NL0_14_0_solar,Load,CF_NL0_31_0_offwind_ac,CF_NL0_3_0_onwind,CF_NL0_15_0_onwind,CF_NL0_27_0_onwind,CF_NL0_19_0_solar,CF_NL0_2_0_solar,CF_NL0_15_0_solar,CF_NL0_27_0_solar,CF_NL0_25_0_solar,CF_NL0_11_0_solar,CF_NL0_21_0_solar,CF_NL0_21_0_onwind,CF_NL0_24_0_onwind,CF_NL0_7_0_solar,CF_NL0_31_0_solar,CF_NL0_3_0_solar,CF_NL0_18_0_solar,CF_NL0_13_0_onwind,CF_NL0_30_0_onwind,CF_NL0_2_0_onwind,CF_NL0_4_0_solar,CF_NL0_12_0_onwind,CF_NL0_17_0_onwind,CF_NL0_31_0_onwind,CF_NL0_8_0_onwind,CF_NL0_6_0_onwind,CF_NL0_9_0_solar,CF_NL0_10_0_solar,CF_NL0_17_0_solar,CF_NL0_22_0_solar,CF_NL0_26_0_solar,CF_NL0_23_0_onwind,CF_NL0_1_0_onwind,CF_NL0_9_0_onwind,CF_NL0_27_0_offwind_ac,CF_NL0_20_0_solar,CF_NL0_16_0_solar,CF_NL0_22_0_onwind,CF_NL0_5_0_onwind,CF_NL0_20_0_onwind,CF_NL0_11_0_onwind,CF_NL0_0_0_solar,CF_NL0_1_0_solar,CF_NL0_0_0_onwind,CF_NL0_28_0_solar,CF_NL0_4_0_onwind,CF_NL0_20_0_offwind_ac,CF_NL0_32_0_offwind_ac,CF_NL0_8_0_solar,CF_NL0_5_0_solar,CF_NL0_13_0_solar
162,1,0.4494848484355134,0.3985700507777696,0.0,0.0,0.5180625073209568,0.0,0.0,0.0,0.35969840708588247,0.8605090971152948,0.0,10437.424980163574,0.8689483165015408,0.40148705227248366,0.2818470436539789,0.4999516855611532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4671438065770413,0.348616859047691,0.0,0.0,0.0,0.0,0.30439370292144186,0.4591513644205016,0.4263362940898202,0.0,0.4419127271250687,0.44536861654182436,0.5506565428286245,0.34645143973801745,0.22615661976882112,0.0,0.0,0.0,0.0,0.0,0.4639381740724219,0.2803362071913005,0.27047148166135515,0.8137758207733443,0.0,0.0,0.31946877159978154,0.2722022583207277,0.3233283356122161,0.3047716832687823,0.0,0.0,0.3575270436383203,0.0,0.30128231889785273,0.4736561392312499,0.8814138497438356,0.0,0.0,0.0
162,2,0.43764510435581094,0.34876969947654624,0.0,0.0,0.607431150566965,0.0,0.0,0.0,0.43669158958690724,0.8073859827679191,0.0,10185.174987792969,0.8826347524058608,0.3585378257065407,0.3228350983842381,0.47045505076018246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4227379319107795,0.336991608139317,0.0,0.0,0.0,0.0,0.28790104035950403,0.4176300635682776,0.507829994454138,0.0,0.5613667658148259,0.406418483902755,0.6639265443633207,0.30633981446730923,0.21544020411199602,0.0,0.0,0.0,0.0,0.0,0.41472015143627017,0.29746002365617336,0.25868967983749475,0.7517572835949492,0.0,0.0,0.2812909028651594,0.24485272082736195,0.3385201606871095,0.34716139307163485,0.0,0.0,0.32707364378333603,0.0,0.3375775973035874,0.5135625019769723,0.8640290202750834,0.0,0.0,0.0
162,3,0.4624664011232269,0.28133700015055346,0.0,0.0,0.6426646737097504,0.0,0.0,0.0,0.5882597734200361,0.6734135279308936,0.0,10020.8099899292,0.8855,0.29635703109449923,0.3727814924122124,0.4684480422526775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37012112409860276,0.3453191941599334,0.0,0.0,0.0,0.0,0.28384331910743005,0.3508973870941961,0.5325390240583319,0.0,0.6946551507895167,0.36584460321543494,0.7558988682376087,0.2627097979810421,0.2059856366525079,0.0,0.0,0.0,0.0,0.0,0.3379481040569425,0.3221787059984043,0.2519980725008469,0.6601090045782741,0.0,0.0,0.24141766112690635,0.21843930437067208,0.39074958056385534,0.37369960630188803,0.0,0.0,0.3008810537821747,0.0,0.4077747615111933,0.6218953658292891,0.7483731190611099,0.0,0.0,0.0
162,4,0.47604769196039354,0.25632093502136133,0.0,0.0,0.6118635802136115,0.0,0.0,0.0,0.7029363279085563,0.5710808337845789,0.0,9760.882499694824,0.8854966881637842,0.2754802226216573,0.38389686612467955,0.4628445267340317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33774176414925794,0.34172437966690894,0.0,0.0,0.0,0.0,0.2756027705762614,0.3195216885712534,0.5007511684495369,0.0,0.7327743049209279,0.3354743260880641,0.7576694129205632,0.24443359065758036,0.23083700132677956,0.0,0.0,0.0,0.0,0.0,0.31030639696255263,0.31936783494044474,0.25003389833465706,0.5986694810726974,0.0,0.0,0.22743387053451775,0.21460531229419502,0.41673716144648293,0.36680094915017414,0.0,0.0,0.2803929424230461,0.0,0.4411580786775101,0.7109600557705991,0.6466553271514442,0.0,0.0,0.0
162,5,0.4672239604488453,0.27767861138299604,0.0,0.0,0.5588891060920579,0.0,0.0,0.0,0.6803067293983704,0.5762456651063358,0.0,9455.27749633789,0.8837982636732497,0.2924047893720518,0.3641058611341495,0.4571982543450621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34141985823105525,0.33585742134328084,0.0,0.0,0.0,0.0,0.2717129352888654,0.3367817054693801,0.45269073559656864,0.0,0.6649804645458335,0.3348133283359178,0.6900148125993677,0.2515940460084967,0.24581183328239367,0.0,0.0,0.0,0.0,0.0,0.3360043051060259,0.29539137978868907,0.24121693631521587,0.5989491592820337,0.0,0.0,0.23643695298231202,0.22276012044551047,0.4089489817683319,0.333342256439051,0.0,0.0,0.2799658329871522,0.0,0.426479582166664,0.7020715034613195,0.6529273781514318,0.0,0.0,0.0
162,6,0.42628269305415023,0.24442740032651472,0.028867331497959565,0.02695696637234477,0.4657194849979808,0.041958715537238976,0.04117222142866903,0.04668374649479992,0.5779176354639028,0.5950347983201103,0.038518927820330534,9603.190017700195,0.8739215250957494,0.24736002345606997,0.28427167383545626,0.4321185974104249,0.05119627007940791,0.050910680152825676,0.03629046491519021,0.021376564495714446,0.042896003600143846,0.04169429972633196,0.036223271599140267,0.302296436676591,0.28490385477145913,0.03305647686000841,0.04890315047312296,0.036932800084219036,0.03971085336090713,0.21412686403343434,0.29313667651608605,0.3692341690226351,0.03182191922666497,0.5399046399284662,0.2967889001760728,0.5719939544541133,0.20427640864961805,0.1957645122633757,0.03188316078585012,0.023695750206131422,0.028883801976776143,0.02661996453688294,0.036115995329447814,0.3009210575035506,0.22242873344495845,0.1813551323980304,0.6010896296727664,0.028585384066704637,0.03358491757773169,0.1864122631413933,0.16980562540492963,0.3458626120865812,0.25449415323123387,0.02799241262379342,0.035034506288708606,0.23487069597693752,0.04445582472083704,0.3525248336631122,0.6278719637067494,0.6453615771627113,0.03150318223591292,0.02748503120264778,0.03018725215600319
162,7,0.2993222824911619,0.16667074033108353,0.21276516647787005,0.20756459565537322,0.35914081997062236,0.1917870486540131,0.1882913718512019,0.22981865733430984,0.4002412137850255,0.526539590578448,0.21987975344696,10044.730026245117,0.8609483447560378,0.15150776659693027,0.1649071168122637,0.3190470829790049,0.23525281843909981,0.23540251460649445,0.2238555567279555,0.20586970945820657,0.23016725806974683,0.22770922351545378,0.1985781063350746,0.1977358798430664,0.16301742665223976,0.18715480393177056,0.23203938152716558,0.19380190387007737,0.19392486014970073,0.12169116931517229,0.18687907034225731,0.2751700081647325,0.21857460872944307,0.3914133416970642,0.1900511184360614,0.43658008949787697,0.12185710723377002,0.12980510999646133,0.21486716671948813,0.20697684032033437,0.2025110230189224,0.20183377157195392,0.22117107328154903,0.20168207660273219,0.12992193551920633,0.1162864692468176,0.5013019722135165,0.21228921575214715,0.19935283774890425,0.10537532822041414,0.09478493218810631,0.2096589243957161,0.147957418320925,0.2059194673438032,0.22122295520418736,0.13875619061012515,0.22569415767521295,0.22197284966823813,0.4351708630047922,0.5526118799757365,0.20017538269551813,0.20817691691009452,0.21181416966399433
162,8,0.1590393318886071,0.08445351183477695,0.38863279800909994,0.3821169033528568,0.22666853869700918,0.3662380474159718,0.36280820084870524,0.4020750799655156,0.22105612382300366,0.3774941240262218,0.39341359361764716,10511.86499786377,0.7252406592272697,0.07816686617103523,0.10274737823200358,0.1789793886475984,0.4069161468817056,0.40806930707780037,0.3963709757593505,0.38356141118029735,0.4029313538309827,0.4001419610750223,0.37458509333039036,0.10145239042205084,0.08904838458673599,0.36301926063988843,0.4037391152941029,0.36937549127258845,0.3695330909478921,0.08017263997441236,0.09902892006012096,0.16153020195609874,0.3913064218935066,0.23689078357385748,0.0972199954540207,0.280071003031488,0.05955770234901128,0.11534386773334784,0.38896794738742263,0.38405582884133393,0.3794206747606507,0.3785365525229953,0.39459030177868476,0.11075669948991947,0.08848559895452102,0.09392129191044835,0.3590774928839947,0.3854504534533925,0.37576170852134855,0.05578389984470436,0.07123956302125603,0.11747562908297188,0.09681165270256716,0.38147967792664716,0.39408269942486,0.07408691589503584,0.3980307925263947,0.11723604219003507,0.26468859145619816,0.40017603244943856,0.3775054063555422,0.38319080726547705,0.3861424945604692
162,9,0.11943736616393817,0.05714819667641646,0.5369110774489333,0.5305105369226715,0.1563506913270603,0.5175655407535219,0.5151555087320451,0.5472237257642014,0.1653935396772685,0.23145041603355415,0.5412599974325926,10806.032493591309,0.5424020356854852,0.06455351451177326,0.09023313959100504,0.12884970248694652,0.5494186677682029,0.5515962695408768,0.5406975367178112,0.5344189148645193,0.547848270331421,0.5440510504205722,0.5241825659076746,0.08106018795599114,0.07494195703717116,0.5149377107265495,0.5475365040236447,0.518780084727717,0.5206708477674798,0.08192938569846034,0.07833486649150827,0.12052866974407804,0.5366101408876667,0.17012281705604898,0.07873487625392732,0.18897950682085002,0.057663342019200044,0.13966587422282156,0.5346368932013823,0.534077636843774,0.5293015424590479,0.5263255031623447,0.5409666778182445,0.08041829862652809,0.08869127339654365,0.11143263673645808,0.2557576990101881,0.5324330617946514,0.524045346670118,0.058915794177203176,0.08586652868076954,0.09759338078177614,0.08363739457921206,0.5296609611033886,0.5392646483146585,0.06881392351403288,0.5445760097371127,0.09854840662800954,0.19909046506537367,0.2721130076704685,0.5254651889841824,0.5305137320423828,0.5315880494565081
162,10,0.11769130376194396,0.04702999629996074,0.644906919630127,0.6391719908486816,0.11651974259873964,0.6300540965733978,0.6291860532198282,0.6533945663412212,0.13516839640994557,0.13616841758232892,0.652162529993542,11015.809982299805,0.43000349582131925,0.0733357683168638,0.08657433043559168,0.1260118133297476,0.6524198693569351,0.6555260618397122,0.6460486651376892,0.648428844307069,0.6520090865464896,0.6481382233471594,0.6372119366626909,0.09077639119256711,0.07727696859458928,0.6285030840043797,0.6519111734404154,0.630448170614515,0.6342233122115857,0.09402870833122826,0.08225990617643955,0.09598858603366148,0.6451145694029596,0.12850741551791195,0.08606877919328815,0.13851237682592282,0.07628300325865327,0.17528917209635805,0.6427035682817281,0.6465917899682037,0.6426351707631582,0.6358914655856392,0.6499645826570917,0.07296884803333313,0.09507007269341668,0.14047073064963383,0.23122821281119765,0.641890929416708,0.6361701851857727,0.08071362997030598,0.11812898017812282,0.09340874405001498,0.08623549795956877,0.6405341980093971,0.6460340431694795,0.0806592188289134,0.6510980530720301,0.09103543626781858,0.1832431158171808,0.2360609193510802,0.6368689535821448,0.63762728102574,0.6390860339977175
