run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,rd_up_vol,rd_down_vol,rd_cost_econ,curt_cost,lambda_c_z1,c_dem_z1,nu_c_z1,req_z1,net_import_z1,lambda_c_z2,c_dem_z2,nu_c_z2,req_z2,net_import_z2,lambda_c_z3,c_dem_z3,nu_c_z3,req_z3,net_import_z3,c_NL0 0 Invest,c_NL0 1 Invest,c_NL0 10 Invest,c_NL0 11 Invest,c_NL0 12 Invest,c_NL0 13 Invest,c_NL0 14 Invest,c_NL0 15 Invest,c_NL0 16 Invest,c_NL0 17 Invest,c_NL0 18 Invest,c_NL0 19 Invest,c_NL0 2 Invest,c_NL0 20 Invest,c_NL0 21 Invest,c_NL0 22 Invest,c_NL0 23 Invest,c_NL0 24 Invest,c_NL0 25 Invest,c_NL0 26 Invest,c_NL0 27 Invest,c_NL0 28 Invest,c_NL0 3 Invest,c_NL0 30 Invest,c_NL0 31 Invest,c_NL0 33 Invest,c_NL0 4 Invest,c_NL0 5 Invest,c_NL0 6 Invest,c_NL0 7 Invest,c_NL0 8 Invest,c_NL0 9 Invest
29,ptdf_pos,TIME_LIMIT,1501.108999967575,950.9372420061343,502.4607824061091,2.26829847688774e9,42.99563963403699,0.0,OPTIMAL,137196.14319629953,2.2811122464596677e9,33093.64719859672,52051.24799885141,85144.89519744812,-2.349410243505882e6,2.2834616567031736e9,5975.3335571314,7266.2000042306045,5975.3335571314,7266.2000042301825,-38.453301705316115,5975.3335571313555,4921.960770983701,5975.3335571313555,4921.960770983393,-2361.651452454153,5975.333557131249,4601.0,5975.333557131249,4600.99999999956,2400.1047541594694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.4607709838426,0.0,0.0,4.230877551414384e-6,0.0,0.0,0.0,0.0,0.0,2.960594144951756e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2307947847319855e-6,0.0
46,ptdf_neg,OPTIMAL,246.66400003433228,0.0,502.46077627886484,2.2682984762748604e9,42.99563963403596,0.0,OPTIMAL,116481.77407132906,5.066683090308812e9,73499.77780692953,21490.998132199762,94990.7759391293,-4.801578369325256e6,5.071484668678138e9,5975.333557214483,7266.2,5975.333557214499,7266.200000000092,-38.45329747522602,5975.333557214483,4921.9607750250725,5975.33355721455,4921.960775025155,-2361.651456495916,5975.333557214466,4601.0,5975.333557214466,4601.000000187887,2400.104753971142,0.0,0.0,0.0,0.0,32.19681185363028,0.0,234.6770299074816,63.858288828046284,0.0,0.0,0.0,117.26300459599463,0.0,0.0,0.0,0.0,0.0,0.0,23.42422727996132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.041412559444097,0.0,0.0,1.254306674347342e-6,0.0,0.0
