run_id,generator,type,bus,gen_zone,target_zone,cm_offer,lambda_c_z,mu_cm_bud,mu_mec_z
1,NL0 0 coal,investable,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
1,NL0 0 coal,investable,NL0 0,1,2,35.0,11.564989182752178,11.564989182752178,0.0
1,NL0 0 coal,investable,NL0 0,1,3,32.5,11.564989182752178,11.564989182752178,0.0
1,NL0 1 coal,investable,NL0 1,2,2,53.888888888888886,11.564989182752178,11.564989182752178,0.0
1,NL0 10 coal,investable,NL0 10,3,3,78.61111111111111,11.564989182752178,11.564989182752178,0.0
1,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
1,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,11.564989182752178,11.564989182752178,0.0
1,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,11.564989182752178,11.564989182752178,0.0
2,NL0 0 coal,investable,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
2,NL0 1 coal,investable,NL0 1,2,2,88.88888888888889,11.564989182752178,11.564989182752178,0.0
2,NL0 1 coal,investable,NL0 1,2,3,32.5,11.564989182752178,11.564989182752178,0.0
2,NL0 10 coal,investable,NL0 10,3,3,78.61111111111111,11.564989182752178,11.564989182752178,0.0
2,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
2,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,11.564989182752178,11.564989182752178,0.0
2,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,11.564989182752178,11.564989182752178,0.0
3,NL0 0 coal,investable,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
3,NL0 1 coal,investable,NL0 1,2,2,53.888888888888886,11.564989182752178,11.564989182752178,0.0
3,NL0 10 coal,investable,NL0 10,3,2,35.0,11.564989182752178,11.564989182752178,0.0
3,NL0 10 coal,investable,NL0 10,3,3,111.11111111111111,11.564989182752178,11.564989182752178,0.0
3,NL0 0 0 solar,legacy,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
3,NL0 1 0 solar,legacy,NL0 1,2,2,0.0,11.564989182752178,11.564989182752178,0.0
3,NL0 10 0 solar,legacy,NL0 10,3,3,0.0,11.564989182752178,11.564989182752178,0.0
4,NL0 0 coal,investable,NL0 0,1,1,0.0,0.0,11.564989182752178,0.0
