run_id,t,generator,bus,q,q_max,mu_g_up,type
1,1,NL0 0 coal,NL0 0,67.5,67.5,0.0,investable
1,1,NL0 1 coal,NL0 1,48.888888888888886,53.888888888888886,0.0,investable
1,1,NL0 10 coal,NL0 10,78.61111111111111,78.61111111111111,0.0,investable
1,1,NL0 0 0 solar,NL0 0,5.0,5.0,4.99,legacy
1,1,NL0 1 0 solar,NL0 1,0.0,0.0,4.989999999999725,legacy
1,1,NL0 10 0 solar,NL0 10,0.0,0.0,4.989999999999725,legacy
1,2,NL0 0 coal,NL0 0,67.5,67.5,0.0,investable
1,2,NL0 1 coal,NL0 1,48.888888888888886,53.888888888888886,0.0,investable
1,2,NL0 10 coal,NL0 10,78.61111111111111,78.61111111111111,0.0,investable
1,2,NL0 0 0 solar,NL0 0,0.0,0.0,4.989999999999725,legacy
1,2,NL0 1 0 solar,NL0 1,5.0,5.0,4.99,legacy
1,2,NL0 10 0 solar,NL0 10,0.0,0.0,4.989999999999725,legacy
1,3,NL0 0 coal,NL0 0,67.5,67.5,0.0,investable
1,3,NL0 1 coal,NL0 1,48.888888888888886,53.888888888888886,0.0,investable
1,3,NL0 10 coal,NL0 10,78.61111111111111,78.61111111111111,0.0,investable
1,3,NL0 0 0 solar,NL0 0,0.0,0.0,4.989999999999725,legacy
1,3,NL0 1 0 solar,NL0 1,0.0,0.0,4.989999999999725,legacy
1,3,NL0 10 0 solar,NL0 10,5.0,5.0,4.99,legacy
2,1,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
2,1,NL0 1 coal,NL0 1,121.38888888888889,121.38888888888889,0.0,investable
2,1,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
2,1,NL0 0 0 solar,NL0 0,5.0,5.0,4.99,legacy
2,1,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
2,1,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
2,2,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
2,2,NL0 1 coal,NL0 1,121.38888888888889,121.38888888888889,0.0,investable
2,2,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
2,2,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
2,2,NL0 1 0 solar,NL0 1,5.0,5.0,4.99,legacy
2,2,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
2,3,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
2,3,NL0 1 coal,NL0 1,121.38888888888889,121.38888888888889,0.0,investable
2,3,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
2,3,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
2,3,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
2,3,NL0 10 0 solar,NL0 10,5.0,5.0,4.99,legacy
3,1,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
3,1,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
3,1,NL0 10 coal,NL0 10,141.11111111111111,146.11111111111111,0.0,investable
3,1,NL0 0 0 solar,NL0 0,5.0,5.0,4.99,legacy
3,1,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
3,1,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
3,2,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
3,2,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
3,2,NL0 10 coal,NL0 10,141.11111111111111,146.11111111111111,0.0,investable
3,2,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
3,2,NL0 1 0 solar,NL0 1,5.0,5.0,4.99,legacy
3,2,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
3,3,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
3,3,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
3,3,NL0 10 coal,NL0 10,141.11111111111111,146.11111111111111,0.0,investable
3,3,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
3,3,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
3,3,NL0 10 0 solar,NL0 10,5.0,5.0,4.99,legacy
4,1,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
4,1,NL0 1 coal,NL0 1,88.88888888888889,88.88888888888889,0.0,investable
4,1,NL0 10 coal,NL0 10,106.11111111111111,111.11111111111111,0.0,investable
4,1,NL0 0 0 solar,NL0 0,5.0,5.0,4.989999999999952,legacy
4,1,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
4,1,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
4,2,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
4,2,NL0 1 coal,NL0 1,88.88888888888889,88.88888888888889,0.0,investable
4,2,NL0 10 coal,NL0 10,106.11111111111111,111.11111111111111,0.0,investable
4,2,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
4,2,NL0 1 0 solar,NL0 1,5.0,5.0,4.989999999999952,legacy
4,2,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
4,3,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
4,3,NL0 1 coal,NL0 1,88.88888888888889,88.88888888888889,0.0,investable
4,3,NL0 10 coal,NL0 10,106.11111111111111,111.11111111111111,0.0,investable
4,3,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
4,3,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
4,3,NL0 10 0 solar,NL0 10,5.0,5.0,4.989999999999952,legacy
5,1,NL0 0 coal,NL0 0,35.0,35.0,0.0,investable
5,1,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
5,1,NL0 10 coal,NL0 10,106.11111111111111,111.11111111111111,0.0,investable
5,1,NL0 0 0 solar,NL0 0,5.0,5.0,4.99,legacy
5,1,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
5,1,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
5,2,NL0 0 coal,NL0 0,35.0,35.0,0.0,investable
5,2,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
5,2,NL0 10 coal,NL0 10,106.11111111111111,111.11111111111111,0.0,investable
5,2,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
5,2,NL0 1 0 solar,NL0 1,5.0,5.0,4.99,legacy
5,2,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
5,3,NL0 0 coal,NL0 0,35.0,35.0,0.0,investable
5,3,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
5,3,NL0 10 coal,NL0 10,106.11111111111111,111.11111111111111,0.0,investable
5,3,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
5,3,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
5,3,NL0 10 0 solar,NL0 10,5.0,5.0,4.99,legacy
6,1,NL0 0 coal,NL0 0,32.5,32.5,0.0,investable
6,1,NL0 1 coal,NL0 1,88.88888888888889,88.88888888888889,0.0,investable
6,1,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
6,1,NL0 0 0 solar,NL0 0,5.0,5.0,4.99,legacy
6,1,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
6,1,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
6,2,NL0 0 coal,NL0 0,32.5,32.5,0.0,investable
6,2,NL0 1 coal,NL0 1,88.88888888888889,88.88888888888889,0.0,investable
6,2,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
6,2,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
6,2,NL0 1 0 solar,NL0 1,5.0,5.0,4.99,legacy
6,2,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
6,3,NL0 0 coal,NL0 0,32.5,32.5,0.0,investable
6,3,NL0 1 coal,NL0 1,88.88888888888889,88.88888888888889,0.0,investable
6,3,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
6,3,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
6,3,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
6,3,NL0 10 0 solar,NL0 10,5.0,5.0,4.99,legacy
7,1,NL0 0 coal,NL0 0,67.5,67.5,0.0,investable
7,1,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
7,1,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
7,1,NL0 0 0 solar,NL0 0,5.0,5.0,4.99,legacy
7,1,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
7,1,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
7,2,NL0 0 coal,NL0 0,67.5,67.5,0.0,investable
7,2,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
7,2,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
7,2,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
7,2,NL0 1 0 solar,NL0 1,5.0,5.0,4.99,legacy
7,2,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
7,3,NL0 0 coal,NL0 0,67.5,67.5,0.0,investable
7,3,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
7,3,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
7,3,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
7,3,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
7,3,NL0 10 0 solar,NL0 10,5.0,5.0,4.99,legacy
8,1,NL0 0 coal,NL0 0,67.5,67.5,0.0,investable
8,1,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
8,1,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
8,1,NL0 0 0 solar,NL0 0,5.0,5.0,4.99,legacy
8,1,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
8,1,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
8,2,NL0 0 coal,NL0 0,67.5,67.5,0.0,investable
8,2,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
8,2,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
