run_id,t,generator,bus,q,q_max,mu_g_up,type
8,2,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
8,2,NL0 1 0 solar,NL0 1,5.0,5.0,4.99,legacy
8,2,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
8,3,NL0 0 coal,NL0 0,67.5,67.5,0.0,investable
8,3,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
8,3,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
8,3,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
8,3,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
8,3,NL0 10 0 solar,NL0 10,5.0,5.0,4.99,legacy
9,1,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
9,1,NL0 1 coal,NL0 1,121.38888888888889,121.38888888888889,0.0,investable
9,1,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
9,1,NL0 0 0 solar,NL0 0,5.0,5.0,4.99,legacy
9,1,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
9,1,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
9,2,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
9,2,NL0 1 coal,NL0 1,121.38888888888889,121.38888888888889,0.0,investable
9,2,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
9,2,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
9,2,NL0 1 0 solar,NL0 1,5.0,5.0,4.99,legacy
9,2,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
9,3,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
9,3,NL0 1 coal,NL0 1,121.38888888888889,121.38888888888889,0.0,investable
9,3,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
9,3,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
9,3,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
9,3,NL0 10 0 solar,NL0 10,5.0,5.0,4.99,legacy
10,1,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
10,1,NL0 1 coal,NL0 1,121.38888888888889,121.38888888888889,0.0,investable
10,1,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
10,1,NL0 0 0 solar,NL0 0,5.0,5.0,4.99,legacy
10,1,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
10,1,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
10,2,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
10,2,NL0 1 coal,NL0 1,121.38888888888889,121.38888888888889,0.0,investable
10,2,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
10,2,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
10,2,NL0 1 0 solar,NL0 1,5.0,5.0,4.99,legacy
10,2,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
10,3,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
10,3,NL0 1 coal,NL0 1,121.38888888888889,121.38888888888889,0.0,investable
10,3,NL0 10 coal,NL0 10,73.61111111111111,78.61111111111111,0.0,investable
10,3,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
10,3,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
10,3,NL0 10 0 solar,NL0 10,5.0,5.0,4.99,legacy
11,1,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
11,1,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
11,1,NL0 10 coal,NL0 10,141.11111111111111,146.11111111111111,0.0,investable
11,1,NL0 0 0 solar,NL0 0,5.0,5.0,4.99,legacy
11,1,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
11,1,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
11,2,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
11,2,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
11,2,NL0 10 coal,NL0 10,141.11111111111111,146.11111111111111,0.0,investable
11,2,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
11,2,NL0 1 0 solar,NL0 1,5.0,5.0,4.99,legacy
11,2,NL0 10 0 solar,NL0 10,0.0,0.0,300.0,legacy
11,3,NL0 0 coal,NL0 0,0.0,0.0,0.0,investable
11,3,NL0 1 coal,NL0 1,53.888888888888886,53.888888888888886,0.0,investable
11,3,NL0 10 coal,NL0 10,141.11111111111111,146.11111111111111,0.0,investable
11,3,NL0 0 0 solar,NL0 0,0.0,0.0,300.0,legacy
11,3,NL0 1 0 solar,NL0 1,0.0,0.0,300.0,legacy
11,3,NL0 10 0 solar,NL0 10,5.0,5.0,4.99,legacy
