run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,rd_up_vol,rd_down_vol,rd_cost_econ,curt_cost,lambda_c_z1,c_dem_z1,nu_c_z1,req_z1,net_import_z1,lambda_c_z2,c_dem_z2,nu_c_z2,req_z2,net_import_z2,lambda_c_z3,c_dem_z3,nu_c_z3,req_z3,net_import_z3,c_NL0 0 Invest,c_NL0 1 Invest,c_NL0 10 Invest,c_NL0 11 Invest,c_NL0 12 Invest,c_NL0 13 Invest,c_NL0 14 Invest,c_NL0 15 Invest,c_NL0 16 Invest,c_NL0 17 Invest,c_NL0 18 Invest,c_NL0 19 Invest,c_NL0 2 Invest,c_NL0 20 Invest,c_NL0 21 Invest,c_NL0 22 Invest,c_NL0 23 Invest,c_NL0 24 Invest,c_NL0 25 Invest,c_NL0 26 Invest,c_NL0 27 Invest,c_NL0 28 Invest,c_NL0 3 Invest,c_NL0 30 Invest,c_NL0 31 Invest,c_NL0 33 Invest,c_NL0 4 Invest,c_NL0 5 Invest,c_NL0 6 Invest,c_NL0 7 Invest,c_NL0 8 Invest,c_NL0 9 Invest
1,ptdf_pos,TIME_LIMIT,220.50299978256226,0.15018002598904312,14700.960775213154,3.085015433990584e9,40.18282306038073,0.0,OPTIMAL,7.109866587604809e6,4.899078752711295e10,710502.5651442972,3.199682011230256e6,3.9101845763745527e6,-3.388946784355542e7,4.9024676994956505e10,59329.06935279719,3661.731217869757,59329.06935279678,3661.731217869758,3566.0154846551077,48541.96583407945,6126.324803184347,48541.96583407909,6126.324803184347,-3566.0154846551077,53935.51759343677,7001.104754159051,53935.51759343639,7001.104754159029,0.0,1000.0,1000.0,35.5312178697568,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,0.0,987.3248031843468,0.0,1000.0,678.1047541590506,1000.0,0.0,0.0,1000.0
2,ptdf_neg,TIME_LIMIT,220.58700013160706,0.9126509308648268,14700.960775213154,3.085015433990584e9,40.18282306038073,0.0,OPTIMAL,3.4875400085398774e6,1.0679364885939976e10,154880.18254302375,1.6663299129984265e6,1.821210095541451e6,-7.36770952866371e6,1.068673259546864e10,59329.06935279719,3661.731217869757,59329.06935279678,3661.731217869758,3566.0154846551077,48541.96583407945,6126.324803184347,48541.96583407909,6126.324803184347,-3566.0154846551077,53935.51759343677,7001.104754159051,53935.51759343639,7001.104754159029,0.0,0.0,0.0,0.0,0.0,987.3248031843468,678.1047541590506,0.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0.0,1000.0,35.5312178697568,0.0,1000.0,1000.0,1000.0,1000.0,1000.0
3,ptdf_pos,TIME_LIMIT,220.54299998283386,0.3301495892549676,14700.960775213154,3.0850154339905834e9,40.18282306038073,0.0,OPTIMAL,3.6533300617244234e6,1.0579082553024334e10,153425.39492235077,1.7499523334010362e6,1.9033777283233874e6,-7.269696617868602e6,1.0586352249642202e10,59329.06935279719,3661.731217869757,59329.06935279678,3661.731217869758,3566.0154846551077,48541.96583407945,6126.324803184347,48541.96583407909,6126.324803184347,-3566.0154846551077,53935.51759343677,7001.104754159051,53935.51759343639,7001.104754159029,0.0,1000.0,0.0,0.0,0.0,987.3248031843468,678.1047541590506,0.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,35.5312178697568,0.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0
4,ptdf_neg,TIME_LIMIT,220.7409999370575,0.7641351899680988,14700.960775213154,3.0850154339905868e9,40.18282306038073,0.0,OPTIMAL,7.479802575175336e6,4.801354509557612e10,696329.0804962214,3.391736747339557e6,4.088065827835779e6,-3.316145866316232e7,4.804670655423928e10,59329.06935279719,3661.731217869757,59329.06935279678,3661.731217869758,3566.0154846551077,48541.96583407945,6126.324803184347,48541.96583407909,6126.324803184347,-3566.0154846551077,53935.51759343677,7001.104754159051,53935.51759343639,7001.104754159029,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0.0,1000.0,35.5312178697568,1000.0,0.0,0.0,987.3248031843468,0.0,1000.0,678.1047541590506,1000.0,0.0,0.0,1000.0
5,ptdf_pos,TIME_LIMIT,220.65900015830994,0.48647266549599005,14700.960775213154,3.0850154339905853e9,40.18282306038073,0.0,OPTIMAL,4.0461577340721143e6,2.0967309121811066e10,304073.6341002516,1.8710420499859317e6,2.1751156840861826e6,-1.377163110629253e7,2.098108075291736e10,59329.06935279719,3661.731217869757,59329.06935279678,3661.731217869758,3566.0154846551077,48541.96583407945,6126.324803184347,48541.96583407909,6126.324803184347,-3566.0154846551077,53935.51759343677,7001.104754159051,53935.51759343639,7001.104754159029,0.0,0.0,1000.0,1000.0,1000.0,987.3248031843468,1000.0,0.0,1000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,0.0,35.5312178697568,0.0,0.0,0.0,1000.0,0.0,0.0,678.1047541590506,0.0,1000.0,0.0,0.0
6,ptdf_neg,TIME_LIMIT,220.71199989318848,50.95217551923047,14700.960775213154,3.0850154339905825e9,40.18282306038073,0.0,OPTIMAL,5.068968055247841e6,2.0561992012095726e10,298205.2953698739,2.385381379938984e6,2.683586675308858e6,-1.4173368425573334e7,2.0576165380521297e10,59329.06935279719,3661.731217869757,59329.06935279678,3661.731217869758,3566.0154846551077,48541.96583407945,6126.324803184347,48541.96583407909,6126.324803184347,-3566.0154846551077,53935.51759343677,7001.104754159051,53935.51759343639,7001.104754159029,0.0,0.0,0.0,0.0,678.1047541590506,1000.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0.0,1000.0,1000.0,0.0,987.3248031843468,35.5312178697568,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
7,ptdf_pos,TIME_LIMIT,220.87000012397766,0.13518792259105267,14700.960775213154,3.085015433990585e9,40.18282306038073,0.0,OPTIMAL,7.06421831110855e6,4.581143079739941e10,664395.5600600828,3.199911375524233e6,3.864306935584317e6,-3.186284674630648e7,4.584329364414571e10,59329.06935279719,3661.731217869757,59329.06935279678,3661.731217869758,3566.0154846551077,48541.96583407945,6126.324803184347,48541.96583407909,6126.324803184347,-3566.0154846551077,53935.51759343677,7001.104754159051,53935.51759343639,7001.104754159029,0.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,0.0,987.3248031843468,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,35.5312178697568,0.0,678.1047541590506,1000.0,0.0,1000.0,1000.0
8,ptdf_neg,TIME_LIMIT,220.76200008392334,1.3799963161853104,14700.960775213154,3.0850154339906106e9,40.18282306038073,0.0,OPTIMAL,1.6649101616815268e6,4.460890733526274e9,64691.24999552604,800109.4558430003,864800.7058385265,-2.805516165023163e6,4.463696249691297e9,59329.06935279719,3661.731217869757,59329.06935279678,3661.731217869758,3566.0154846551077,48541.96583407945,6126.324803184347,48541.96583407909,6126.324803184347,-3566.0154846551077,53935.51759343677,7001.104754159051,53935.51759343639,7001.104754159029,0.0,0.0,0.0,1000.0,0.0,0.0,678.1047541590506,0.0,1000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,987.3248031843468,1000.0,35.5312178697568,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0
9,ptdf_pos,TIME_LIMIT,220.6769998073578,21.677190088593147,14700.960775213154,3.085015433990609e9,40.18282306038073,0.0,OPTIMAL,2.286448033081227e6,4.940100885794373e9,71641.02260340666,1.1074035052389097e6,1.179044527842317e6,-3.129673840686649e6,4.943230559635059e9,59329.06935279719,3661.731217869757,59329.06935279678,3661.731217869758,3566.0154846551077,48541.96583407945,6126.324803184347,48541.96583407909,6126.324803184347,-3566.0154846551077,53935.51759343677,7001.104754159051,53935.51759343639,7001.104754159029,0.0,0.0,0.0,1000.0,0.0,0.0,678.1047541590506,1000.0,1000.0,0.0,0.0,0.0,987.3248031843468,1000.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,35.5312178697568,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0
10,ptdf_neg,TIME_LIMIT,220.6529998779297,0.04775244511890078,14700.960775213154,3.085015433990585e9,40.18282306038073,0.0,OPTIMAL,6.221930631336369e6,3.586479934557357e10,520140.59654572135,2.8508950173953227e6,3.3710356139410464e6,-2.4901816081203014e7,3.588970116165477e10,59329.06935279719,3661.731217869757,59329.06935279678,3661.731217869758,3566.0154846551077,48541.96583407945,6126.324803184347,48541.96583407909,6126.324803184347,-3566.0154846551077,53935.51759343677,7001.104754159051,53935.51759343639,7001.104754159029,0.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,987.3248031843468,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,35.5312178697568,0.0,678.1047541590506,1000.0,0.0,1000.0,1000.0
