run_id,weight_type,mpec_status,solve_time,gap,total_cap,market_cost,lambda_e_avg,ls_total,rd_status,rd_volume,rd_cost,curtailment,rd_up_vol,rd_down_vol,rd_cost_econ,curt_cost,lambda_c_z1,c_dem_z1,nu_c_z1,req_z1,net_import_z1,lambda_c_z2,c_dem_z2,nu_c_z2,req_z2,net_import_z2,lambda_c_z3,c_dem_z3,nu_c_z3,req_z3,net_import_z3,c_NL0 0 Invest,c_NL0 1 Invest,c_NL0 10 Invest,c_NL0 11 Invest,c_NL0 12 Invest,c_NL0 13 Invest,c_NL0 14 Invest,c_NL0 15 Invest,c_NL0 16 Invest,c_NL0 17 Invest,c_NL0 18 Invest,c_NL0 19 Invest,c_NL0 2 Invest,c_NL0 20 Invest,c_NL0 21 Invest,c_NL0 22 Invest,c_NL0 23 Invest,c_NL0 24 Invest,c_NL0 25 Invest,c_NL0 26 Invest,c_NL0 27 Invest,c_NL0 28 Invest,c_NL0 3 Invest,c_NL0 30 Invest,c_NL0 31 Invest,c_NL0 33 Invest,c_NL0 4 Invest,c_NL0 5 Invest,c_NL0 6 Invest,c_NL0 7 Invest,c_NL0 8 Invest,c_NL0 9 Invest
1,ptdf_pos,OPTIMAL,11.904000043869019,0.0,1211.432925940655,2.282160347759771e9,42.142780141407414,0.0,OPTIMAL,132837.66144442942,17998.008886458352,0.0,66418.83072221471,66418.83072221473,17998.008886458352,0.0,0.0,7266.2,0.0,7266.2000000000135,-38.45329747514734,0.0,4419.5,0.0,3710.527849272461,-1150.218530743222,18839.934474476802,5812.432925940655,18839.934474476802,5812.43292594066,1188.6718282183692,0.0,211.43292594065497,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ptdf_neg,TIME_LIMIT,120.49600005149841,15.226253718973267,1211.4329259406547,2.2821603477597704e9,42.14278014140743,0.0,OPTIMAL,131602.6894436114,86261.55421788152,0.0,65801.3447218057,65801.3447218057,86261.55421788152,0.0,0.0,7266.2,0.0,7266.200000000092,-38.453297475226464,0.0,4419.5,0.0,3710.527849272382,-1150.2185307431428,18839.93447447772,5812.432925940655,18839.93447447772,5812.43292594066,1188.6718282183692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.6605296066571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.7723963339977,0.0,0.0
3,ptdf_pos,OPTIMAL,13.863999843597412,0.0,1211.432925940655,2.2821603477597666e9,42.142780141407414,0.0,OPTIMAL,139178.72886248335,115525.78071203781,0.0,69589.36443124167,69589.36443124167,115525.78071203781,0.0,0.0,7266.2,0.0,7266.200000000001,-38.45329747513415,0.0,3710.527849272474,0.0,3710.527849272474,-1150.218530743235,18839.93447447771,5812.432925940655,18839.93447447771,5812.43292594066,1188.6718282183692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.1592402004629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.27368574019204,0.0,0.0
4,ptdf_neg,TIME_LIMIT,120.62400007247925,23.13224357388121,1211.4329259406536,2.2821603477597713e9,42.14278014140743,0.0,OPTIMAL,68896.37250893429,16972.317779861158,0.0,34448.186254467146,34448.186254467146,16972.317779861158,0.0,0.0,7227.746702524871,0.0,7227.746702524866,0.0,0.0,4419.5,0.0,3748.9811467476084,-1188.6718282183692,18839.93447447774,5812.432925940655,18839.93447447774,5812.43292594066,1188.6718282183692,0.0,1000.0,0.0,0.0,0.0,211.4329259406536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ptdf_pos,TIME_LIMIT,120.31900000572205,4.536102902455332,1211.4329259406545,2.282160347759772e9,42.142780141407435,0.0,OPTIMAL,100811.20866398471,12967.75333149964,0.0,50405.604331992356,50405.604331992356,12967.75333149964,0.0,0.0,7227.7467025248625,0.0,7227.746702524866,0.0,0.0,4147.0,0.0,3748.9811467476084,-1188.6718282183692,18839.93447447774,5812.432925940655,18839.93447447774,5812.43292594066,1188.6718282183692,0.0,211.4329259406545,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ptdf_neg,TIME_LIMIT,120.60099983215332,2.131470908415115,1211.4329259406554,2.282160347759772e9,42.14278014140742,0.0,OPTIMAL,73446.1647416281,86043.0338676942,0.0,36723.08237081405,36723.08237081405,86043.0338676942,0.0,0.0,7227.746702524861,0.0,7227.746702524866,0.0,0.0,4419.5,0.0,3748.9811467476084,-1188.6718282183692,18839.934474477777,5812.432925940655,18839.934474477777,5812.43292594066,1188.6718282183692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.43292594065542,0.0,0.0,1000.0
7,ptdf_pos,TIME_LIMIT,120.53400015830994,44.96988790793755,1211.432925940654,2.282160347759772e9,42.14278014140743,0.0,OPTIMAL,92970.62744195774,12967.753331499873,0.0,46485.31372097887,46485.31372097887,12967.753331499873,0.0,0.0,7227.746702524859,0.0,7227.746702524866,0.0,0.0,4419.5,0.0,3748.9811467476084,-1188.6718282183692,18839.934474477548,5812.432925940655,18839.934474477548,5812.43292594066,1188.6718282183692,0.0,211.43292594065406,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ptdf_neg,TIME_LIMIT,120.5440001487732,27.469878938590405,1211.432925940654,2.2821603477597666e9,42.14278014140743,0.0,OPTIMAL,72325.00429811687,58940.559997488745,0.0,36162.50214905843,36162.50214905843,58940.559997488745,0.0,0.0,7227.746702524867,0.0,7227.746702524866,0.0,0.0,4419.5,0.0,3748.9811467476084,-1188.6718282183692,18839.93447447771,5812.432925940655,18839.93447447771,5812.43292594066,1188.6718282183692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.1592402004642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.27368574018988,0.0,0.0
9,ptdf_pos,TIME_LIMIT,120.61399984359741,66.75769352596507,1211.4329259406586,2.2821603477597713e9,42.142780141407435,0.0,OPTIMAL,91735.91036923914,104393.12964226957,0.0,45867.95518461957,45867.95518461957,104393.12964226957,0.0,0.0,7227.746702524867,0.0,7227.746702524866,0.0,0.0,4419.5,0.0,3748.9811467476084,-1188.6718282183692,18839.934474476802,5812.432925940659,18839.934474476802,5812.43292594066,1188.6718282183692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.4329259406586,0.0,0.0
10,ptdf_neg,TIME_LIMIT,120.41699981689453,39.376665747809774,1211.4329259407123,2.282160347759782e9,42.14278014140759,0.0,OPTIMAL,105922.56725518551,29432.849832423963,0.0,52961.283627592755,52961.283627592755,29432.849832423963,0.0,0.0,7266.2,0.0,7266.200000000043,-38.45329747517644,0.0,4419.5,0.0,3710.527849272432,-1150.2185307431928,18839.934474477726,5812.432925940655,18839.934474477635,5812.43292594066,1188.6718282183692,0.0,1000.0,0.0,197.26903761692313,0.0,14.163888323789081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
