run_id,zone,d_c_z,net_import,req_z,c_dem,lambda_c_z,nu_c,rho
1,1,7227.746702524866,-38.45329747514734,7266.2000000000135,7266.2,0.0,0.0,0.0
1,2,2560.309318529239,-1150.218530743222,3710.527849272461,4419.5,0.0,0.0,0.0
1,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474476802,18839.934474476802,0.0
2,1,7227.746702524866,-38.453297475226464,7266.200000000092,7266.2,0.0,0.0,0.0
2,2,2560.309318529239,-1150.2185307431428,3710.527849272382,4419.5,0.0,0.0,0.0
2,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.93447447772,18839.93447447772,0.0
3,1,7227.746702524866,-38.45329747513415,7266.200000000001,7266.2,0.0,0.0,0.0
3,2,2560.309318529239,-1150.218530743235,3710.527849272474,3710.527849272474,0.0,0.0,0.0
3,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.93447447771,18839.93447447771,0.0
4,1,7227.746702524866,0.0,7227.746702524866,7227.746702524871,0.0,0.0,0.0
4,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,4419.5,0.0,0.0,0.0
4,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.93447447774,18839.93447447774,0.0
5,1,7227.746702524866,0.0,7227.746702524866,7227.7467025248625,0.0,0.0,0.0
5,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,4147.0,0.0,0.0,0.0
5,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.93447447774,18839.93447447774,0.0
6,1,7227.746702524866,0.0,7227.746702524866,7227.746702524861,0.0,0.0,0.0
6,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,4419.5,0.0,0.0,0.0
6,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474477777,18839.934474477777,0.0
7,1,7227.746702524866,0.0,7227.746702524866,7227.746702524859,0.0,0.0,0.0
7,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,4419.5,0.0,0.0,0.0
7,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474477548,18839.934474477548,0.0
8,1,7227.746702524866,0.0,7227.746702524866,7227.746702524867,0.0,0.0,0.0
8,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,4419.5,0.0,0.0,0.0
8,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.93447447771,18839.93447447771,0.0
9,1,7227.746702524866,0.0,7227.746702524866,7227.746702524867,0.0,0.0,0.0
9,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,4419.5,0.0,0.0,0.0
9,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940659,18839.934474476802,18839.934474476802,0.0
10,1,7227.746702524866,-38.45329747517644,7266.200000000043,7266.2,0.0,0.0,0.0
10,2,2560.309318529239,-1150.2185307431928,3710.527849272432,4419.5,0.0,0.0,0.0
10,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474477726,18839.934474477635,0.0
11,1,7227.746702524866,0.0,7227.746702524866,7227.7467025248625,0.0,0.0,0.0
11,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,4419.5,0.0,0.0,0.0
11,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474477697,18839.934474477697,0.0
12,1,7227.746702524866,0.0,7227.746702524866,7227.746702524861,0.0,0.0,0.0
12,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,3748.9811467475984,0.0,0.0,0.0
12,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474477697,18839.934474477697,0.0
13,1,7227.746702524866,-38.453297475280124,7266.200000000146,7266.2,0.0,0.0,0.0
13,2,2560.309318529239,-1150.218530743089,3710.5278492723282,4419.5,0.0,0.0,0.0
13,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474477614,18839.934474477614,0.0
14,1,7227.746702524866,0.0,7227.746702524866,7227.746702524861,0.0,0.0,0.0
14,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,3748.9811467475984,0.0,0.0,0.0
14,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.93447447665,18839.93447447665,0.0
15,1,7227.746702524866,-38.453297475280124,7266.200000000146,7266.2,0.0,0.0,0.0
15,2,2560.309318529239,-1150.218530743089,3710.5278492723282,4419.5,0.0,0.0,0.0
15,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474477734,18839.934474477734,0.0
16,1,7227.746702524866,0.0,7227.746702524866,7227.746702524867,0.0,0.0,0.0
16,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,4419.5,0.0,0.0,0.0
16,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474477715,18839.934474477715,0.0
17,1,7227.746702524866,0.0,7227.746702524866,7227.746702524867,0.0,0.0,0.0
17,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,4419.5,0.0,0.0,0.0
17,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474476337,18839.934474476337,0.0
18,1,7227.746702524866,-38.45329747521987,7266.200000000086,7266.2,0.0,0.0,0.0
18,2,2560.309318529239,-1150.2185307431494,3710.5278492723883,4419.5,0.0,0.0,0.0
18,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474477715,18839.934474477715,0.0
19,1,7227.746702524866,-38.45329747527592,7266.200000000143,7266.2,0.0,0.0,0.0
19,2,2560.309318529239,-1150.2185307430932,3710.5278492723323,4419.5,0.0,0.0,0.0
19,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.934474381807,18839.93447438154,0.0
20,1,7227.746702524866,0.0,7227.746702524866,7227.746702524859,0.0,0.0,0.0
20,2,2560.309318529239,-1188.6718282183692,3748.9811467476084,4419.5,0.0,0.0,0.0
20,3,7001.104754159029,1188.6718282183692,5812.43292594066,5812.432925940655,18839.93447439374,18839.93447439348,0.0
21,1,7227.746702524866,-38.4532974751354,7266.200000000001,7266.2,0.0,0.0,0.0
