run_id,zone_a,zone_b,bound,f_ab,phi_lo,phi_hi,at_bound
1,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
1,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
1,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
2,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
2,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
2,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
3,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
3,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
3,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
4,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
4,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
4,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
5,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
5,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
5,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
6,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
6,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
6,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
7,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
7,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
7,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
8,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
8,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
8,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
9,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
9,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
9,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
10,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
10,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
10,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
11,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
11,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
11,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
12,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
12,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
12,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
13,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
13,1,3,1188.6718282183692,1188.6718282183692,0.0,5393.55175924529,upper
13,2,3,1188.6718282183692,-1188.6718282183692,5393.551759224575,0.0,lower
14,1,2,1188.6718282183692,1188.6718282183692,0.0,10787.103518602506,upper
